cell,tag,arm,policy,split_fit,alpha,band_mode,campus,u,beta,rho,eps,seed,inst_id,rule,rule_sup,m0_alone,m0_sup,oracle,rule_sup_revfrac,rule_sup_orr,m0_sup_revfrac,m0_sup_orr
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,301,c09_storm2_w80_u100_0027,1808.482000,1492.587600,1632.307200,1355.928000,1322.403200,0.250158,0.167089,0.247481,0.165394
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,301,c09_storm2_w80_u100_0028,1488.968400,1476.922400,1496.790800,1374.404800,1174.773600,0.249365,0.150127,0.250158,0.161209
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,301,c09_storm2_w80_u100_0029,2294.863600,1715.280000,2030.284000,1565.526000,1059.860800,0.250000,0.150442,0.237017,0.149184
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0020,1473.651200,1385.658000,1420.102400,1294.908000,1177.979600,0.246862,0.179177,0.250297,0.154394
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0021,1519.953200,1443.399200,1634.168800,1577.608800,1348.460800,0.250169,0.134771,0.250000,0.115591
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0022,936.385600,886.586400,979.569200,928.420000,873.416000,0.237683,0.128852,0.248362,0.129288
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0023,4099.384400,3213.512400,4104.649200,3337.793600,2308.195200,0.249706,0.205189,0.245338,0.216152
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0024,1943.420000,1305.143600,1914.659600,1376.569200,1285.333600,0.249843,0.168342,0.243327,0.163265
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0025,3707.412000,2918.703200,3431.227600,2911.033200,1896.992800,0.240314,0.191589,0.234209,0.183771
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0026,3150.937600,2473.723600,3193.463600,2468.508800,1851.407200,0.250442,0.160000,0.250289,0.159353
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0027,1808.482000,1359.984400,1555.028000,1360.643600,1322.403200,0.250158,0.174684,0.250000,0.170854
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0028,1488.968400,1454.037200,1531.997600,1420.364400,1174.773600,0.250315,0.143577,0.250157,0.115288
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,302,c09_storm2_w80_u100_0029,2294.863600,1501.248800,2042.655200,1255.222800,1059.860800,0.250000,0.219512,0.242558,0.225000
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0020,1473.651200,1431.337600,1474.562800,1226.039200,1177.979600,0.219964,0.182065,0.250000,0.175355
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0021,1519.953200,1459.299600,1468.594400,1423.190400,1348.460800,0.250000,0.172507,0.232371,0.179191
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0022,936.385600,900.228000,939.048800,889.105600,873.416000,0.237968,0.109551,0.239031,0.112329
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0023,4099.384400,3178.195600,4110.538400,3244.021200,2308.195200,0.250294,0.178824,0.225278,0.189610
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0024,1943.420000,1371.090400,1746.354000,1372.206000,1285.333600,0.250315,0.148615,0.238184,0.140992
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0025,3707.412000,2661.575200,3257.843600,2991.210400,1896.992800,0.235096,0.186603,0.241495,0.147806
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0026,3150.937600,2701.249600,3317.718800,2265.464400,1851.407200,0.250146,0.177156,0.250144,0.207852
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0027,1808.482000,1440.066800,1676.566800,1479.773600,1322.403200,0.250000,0.169192,0.238994,0.173684
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0028,1488.968400,1451.864400,1459.020400,1252.271600,1174.773600,0.250316,0.098485,0.250156,0.107500
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0029,2294.863600,1786.134800,2135.791200,1365.072000,1059.860800,0.250139,0.186253,0.242274,0.166287
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0020,1473.651200,1374.879600,1457.566800,1305.409200,1177.979600,0.245215,0.182927,0.246264,0.145631
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0021,1519.953200,1468.364400,1519.954000,1487.657200,1348.460800,0.250169,0.180593,0.250000,0.160858
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0022,936.385600,896.586800,996.699200,938.528400,873.416000,0.242667,0.153846,0.240212,0.171271
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0023,4099.384400,3399.634800,3497.285200,2879.594400,2308.195200,0.249117,0.229314,0.249854,0.236534
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0024,1943.420000,1472.202400,1915.879600,1372.471200,1285.333600,0.246368,0.189744,0.250472,0.180905
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0025,3707.412000,2614.168800,3501.627200,2912.700000,1896.992800,0.243669,0.193995,0.248330,0.197309
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0026,3150.937600,2501.582400,2671.138400,2296.779200,1851.407200,0.250000,0.171362,0.250147,0.150943
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0027,1808.482000,1444.584800,1727.570400,1395.741600,1322.403200,0.250158,0.182278,0.250158,0.156171
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0028,1488.968400,1463.382400,1462.262400,1363.963600,1174.773600,0.249526,0.154430,0.250471,0.152882
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0029,2294.863600,1300.927600,2050.959200,1192.592400,1059.860800,0.250416,0.165929,0.250000,0.176211
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0020,1473.651200,1364.278400,1428.566800,1293.197600,1177.979600,0.247460,0.198068,0.250149,0.190931
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0021,1519.953200,1458.325200,1512.149200,1530.687600,1348.460800,0.250000,0.161725,0.231544,0.124638
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0022,936.385600,896.522400,895.608800,929.117600,873.416000,0.238159,0.134454,0.244911,0.147453
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0023,4099.384400,3261.440800,3964.327200,3470.519200,2308.195200,0.250000,0.202353,0.250000,0.207944
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0024,1943.420000,1412.326000,1725.618400,1369.106000,1285.333600,0.250314,0.140704,0.243614,0.143223
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0025,3707.412000,3043.355600,3600.644800,3185.885200,1896.992800,0.236353,0.211905,0.242897,0.192661
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0026,3150.937600,2359.398400,3364.716800,2484.358800,1851.407200,0.250000,0.169014,0.238676,0.170316
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0027,1808.482000,1355.711600,1610.448000,1375.683200,1322.403200,0.250000,0.169620,0.247631,0.163265
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0028,1488.968400,1459.271200,1570.846400,1571.228000,1174.773600,0.250316,0.191919,0.219573,0.154286
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0029,2294.863600,1683.388400,2120.793200,1277.014800,1059.860800,0.250000,0.170732,0.238962,0.177829
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0020,1473.651200,1432.460400,1545.586400,1358.941200,1177.979600,0.245666,0.199513,0.250297,0.185273
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0021,1519.953200,1489.172400,1583.998000,1573.020000,1348.460800,0.250169,0.183288,0.250336,0.171582
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0022,936.385600,900.641200,984.826400,958.414800,873.416000,0.245661,0.157609,0.232084,0.150142
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0023,4099.384400,3340.304000,4350.782400,3772.479600,2308.195200,0.250441,0.220657,0.235053,0.231920
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0024,1943.420000,1337.502400,1801.219600,1285.918000,1285.333600,0.250000,0.178841,0.244403,0.145038
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0025,3707.412000,2692.458000,3211.802000,2753.488800,1896.992800,0.248451,0.199546,0.235987,0.182898
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0026,3150.937600,2652.821600,3290.782800,2502.924800,1851.407200,0.250441,0.161972,0.248112,0.166276
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0027,1808.482000,1473.994000,1589.657600,1312.825200,1322.403200,0.250000,0.139241,0.250158,0.143577
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0028,1488.968400,1410.344000,1405.430400,1360.492000,1174.773600,0.250000,0.165394,0.250157,0.140704
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0029,2294.863600,1299.436000,1986.183200,1180.685200,1059.860800,0.250139,0.217295,0.250274,0.199561
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0020,1473.651200,1452.242400,1599.175600,1469.306000,1177.979600,0.248804,0.177885,0.250444,0.184397
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0021,1519.953200,1510.926400,1610.601600,1576.199200,1348.460800,0.250000,0.142857,0.250336,0.150134
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0022,936.385600,890.113600,951.995200,908.730400,873.416000,0.242686,0.147945,0.243386,0.165761
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0023,4099.384400,3378.880800,4477.589600,3465.404400,2308.195200,0.250147,0.251765,0.238543,0.258621
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0024,1943.420000,1348.024800,1846.092000,1386.022400,1285.333600,0.250157,0.175439,0.246259,0.146835
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0025,3707.412000,3089.064800,3578.194000,2709.260400,1896.992800,0.230726,0.204878,0.250000,0.216518
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0026,3150.937600,2682.156400,3364.959200,2953.843600,1851.407200,0.250440,0.170960,0.250000,0.175234
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0027,1808.482000,1475.976400,1610.814400,1391.704000,1322.403200,0.250000,0.156962,0.250158,0.161616
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0028,1488.968400,1465.660000,1647.179600,1621.302400,1174.773600,0.250316,0.154040,0.244500,0.177378
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0029,2294.863600,1754.117200,2391.759200,1357.869600,1059.860800,0.250277,0.146018,0.250138,0.161148
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0020,1473.651200,1393.080000,1436.618400,1273.132000,1177.979600,0.245666,0.182482,0.247024,0.190361
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0021,1519.953200,1450.968000,1460.793600,1484.586400,1348.460800,0.250336,0.155914,0.250000,0.203753
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0022,936.385600,911.499200,904.772400,896.768800,873.416000,0.242000,0.137741,0.242167,0.132075
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0023,4099.384400,3418.099600,4251.184000,3076.586400,2308.195200,0.250294,0.235294,0.245470,0.295238
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0024,1943.420000,1411.230000,1873.680800,1461.848400,1285.333600,0.250158,0.151515,0.241294,0.131443
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0025,3707.412000,2819.740400,3199.996000,2349.853600,1896.992800,0.241981,0.200000,0.233817,0.193317
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0026,3150.937600,2421.023600,3077.668800,2391.330400,1851.407200,0.250000,0.192037,0.250000,0.197216
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0027,1808.482000,1550.036000,1624.588400,1381.817200,1322.403200,0.248577,0.165394,0.244486,0.149485
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0028,1488.968400,1431.640800,1404.614800,1349.571200,1174.773600,0.249526,0.149367,0.250157,0.135338
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0029,2294.863600,1585.910800,2058.393200,1189.193600,1059.860800,0.250139,0.172949,0.247947,0.181015
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0020,1473.651200,1448.955200,1391.613200,1272.304800,1177.979600,0.247305,0.205811,0.246445,0.168269
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0021,1519.953200,1453.181600,1543.886400,1458.375600,1348.460800,0.250169,0.156334,0.250336,0.158177
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0022,936.385600,869.997600,1000.102800,929.502000,873.416000,0.242848,0.147945,0.245880,0.171582
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0023,4099.384400,3245.544000,4078.412800,3146.120000,2308.195200,0.250000,0.221176,0.246503,0.267139
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0024,1943.420000,1480.601600,1669.436400,1316.132400,1285.333600,0.250157,0.148241,0.242405,0.168798
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0025,3707.412000,3080.222000,3321.247200,2410.064400,1896.992800,0.233408,0.207229,0.239057,0.232394
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0026,3150.937600,2732.674000,3315.767200,2367.591600,1851.407200,0.250000,0.147887,0.250146,0.172494
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0027,1808.482000,1448.028400,1534.126400,1299.875600,1322.403200,0.250158,0.197468,0.236958,0.167109
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0028,1488.968400,1473.310400,1334.122400,1231.477600,1174.773600,0.250316,0.159091,0.250000,0.135338
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0029,2294.863600,1692.516400,1999.184400,1375.678800,1059.860800,0.250416,0.161504,0.243569,0.175281
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0020,1473.651200,1478.138000,1493.707200,1383.110000,1177.979600,0.246264,0.172330,0.245823,0.174757
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0021,1519.953200,1443.528800,1500.613600,1447.493200,1348.460800,0.248146,0.141304,0.249832,0.126344
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0022,936.385600,872.012000,973.052800,910.158000,873.416000,0.239174,0.136490,0.240814,0.119891
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0023,4099.384400,3168.417600,3643.908000,3032.347600,2308.195200,0.250147,0.209412,0.244587,0.220096
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0024,1943.420000,1357.276800,1706.808800,1317.465600,1285.333600,0.250473,0.173804,0.243429,0.159383
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0025,3707.412000,2629.993200,3275.176400,2588.651600,1896.992800,0.243106,0.201389,0.250000,0.175947
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0026,3150.937600,2684.245600,2822.179600,2436.646800,1851.407200,0.250147,0.166667,0.250000,0.171694
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0027,1808.482000,1442.664800,1551.176000,1362.834000,1322.403200,0.250158,0.166667,0.250158,0.178841
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0028,1488.968400,1425.101600,1413.212000,1297.062800,1174.773600,0.250000,0.164557,0.250000,0.117500
c9_storm2_u100_b0.20_r0.25_eps0.25,B,stability,stability,1,0.1,global,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0029,2294.863600,1554.602000,2159.294400,1395.087200,1059.860800,0.249446,0.173333,0.250275,0.171429
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0020,1496.278800,1354.974000,1410.344000,1271.935600,1173.754800,0.246264,0.084951,0.249702,0.047733
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0021,1480.727600,1398.364400,1517.978800,1298.340400,1302.063600,0.250169,0.064690,0.244624,0.030220
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0022,973.188800,936.001600,993.919200,1005.334000,902.748000,0.243641,0.021978,0.247361,0.018667
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0023,3998.716800,3016.550000,3348.243600,2485.424400,2221.794800,0.250294,0.120000,0.239041,0.107579
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0024,2138.638000,1404.876800,2062.527600,1446.161600,1383.825600,0.249526,0.075949,0.234591,0.053619
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0025,3867.258000,3312.320000,3434.658800,2499.235600,1955.086800,0.244232,0.096774,0.241457,0.071926
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0026,3123.791600,2277.875200,2772.642000,2135.807600,1884.976800,0.250294,0.080000,0.250146,0.053864
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0027,1923.480400,1561.211200,1637.219200,1425.315200,1443.802000,0.250158,0.073418,0.239748,0.028947
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0028,1599.898800,1540.688800,1484.098000,1417.771600,1218.803200,0.250158,0.053165,0.249842,0.020253
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0029,2274.121200,1370.535600,1754.788400,1282.073200,1117.632800,0.250139,0.059867,0.238411,0.050926
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0020,1496.278800,1355.191600,1491.578800,1315.929600,1173.754800,0.245666,0.072993,0.248815,0.047619
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0021,1480.727600,1403.798000,1486.508400,1360.478000,1302.063600,0.250169,0.070081,0.250505,0.021505
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0022,973.188800,936.001600,1027.952400,989.627200,902.748000,0.240295,0.025070,0.248509,0.026667
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0023,3998.716800,2812.106800,2937.254800,2479.940400,2221.794800,0.250147,0.129412,0.244587,0.071770
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0024,2138.638000,1395.666800,1954.896000,1476.051600,1383.825600,0.250158,0.073232,0.250315,0.050378
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0025,3867.258000,2818.380000,3087.988800,2449.534800,1955.086800,0.241981,0.109302,0.243806,0.048499
c9_storm2_u100_b0.25_r0.25_eps0.00,C,stability,stability,1,0.1,global,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0026,3123.791600,2165.166000,2300.347200,2029.831200,1884.976800,0.250294,0.084706,0.250000,0.049528
