iter,updates,env_steps_cum,override_rate,confirmation_rate,review_fraction,n_reviews,n_reviewable,mean_return,hat_s_sign_acc,hat_s_exact_acc,hat_s_zero_baseline,hat_s_pearson_r,obs_twt,true_twt,est_loss,seconds
0,75,614400,0.000000,0.000000,0.000000,0,452721,-8.477954,0.601611,0.386454,0.386454,-0.054900,925.446800,4520.168367,nan,141.273686
1,150,1228800,0.000000,0.000000,0.000000,0,456432,-7.532517,0.601611,0.386454,0.386454,-0.054900,926.486600,7234.113433,nan,139.873976
2,225,1843200,0.000000,0.000000,0.000000,0,454995,-7.156911,0.601611,0.386454,0.386454,-0.054900,946.487400,9392.618833,nan,139.805671
3,300,2457600,0.000000,0.000000,0.000000,0,454470,-7.163903,0.601611,0.386454,0.386454,-0.054900,928.789533,7672.309733,nan,140.492906
4,375,3072000,0.000000,0.000000,0.000000,0,455877,-6.548737,0.601611,0.386454,0.386454,-0.054900,927.456067,6071.133267,nan,137.634948
5,450,3686400,0.000000,0.000000,0.000000,0,454726,-6.887518,0.601611,0.386454,0.386454,-0.054900,927.264267,7573.480867,nan,140.599141
6,525,4300800,0.000000,0.000000,0.000000,0,456960,-7.102374,0.601611,0.386454,0.386454,-0.054900,928.687000,4430.537533,nan,139.035490
7,600,4915200,0.000000,0.000000,0.000000,0,454820,-7.125442,0.601611,0.386454,0.386454,-0.054900,926.049733,5549.389967,nan,139.007200
