campus,track,size,alpha,inst_id,n_bldg,n_restr_bldg,n_restr_jobs,rule_rec,rule_access,rule_twt,rule_feas,reorder_twt,reorder_access,reorder_feas,defer_twt,defer_rec,defer_access,defer_feas
10,replay,150,0.1,c10_replay_150_0002,52,6,22,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0002,52,10,28,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0003,88,7,15,12.0,0.0,12.0,True,12.0,0.0,True,12.0,12.0,0.0,True
10,replay,150,0.2,c10_replay_150_0003,88,15,32,12.0,0.0,12.0,True,12.0,0.0,True,12.0,12.0,0.0,True
10,replay,150,0.1,c10_replay_150_0004,80,10,21,258.5664,384.0,642.5663999999999,True,516.682,256.0,True,263.1132,263.1132,0.0,True
10,replay,150,0.2,c10_replay_150_0004,80,16,34,258.5664,576.0,834.5663999999999,True,648.0444,384.0,True,264.0444,264.0444,0.0,True
10,replay,150,0.1,c10_replay_150_0005,26,2,30,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0005,26,6,61,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0006,72,7,14,123.99999999999999,320.0,444.0,True,123.99999999999999,0.0,True,123.99999999999999,123.99999999999999,0.0,True
10,replay,150,0.2,c10_replay_150_0006,72,12,21,123.99999999999999,384.0,508.0,True,123.99999999999999,0.0,True,123.99999999999999,123.99999999999999,0.0,True
10,replay,150,0.1,c10_replay_150_0007,61,5,19,0.0,128.0,128.0,True,128.0,128.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0007,61,12,39,0.0,384.0,384.0,True,320.0,320.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0008,20,3,16,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0008,20,3,16,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0009,58,3,6,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0009,58,9,12,0.0,128.0,128.0,True,128.0,128.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0010,68,12,41,74.0,0.0,74.0,True,74.0,0.0,True,74.0,74.0,0.0,True
10,replay,150,0.2,c10_replay_150_0010,68,19,50,74.0,320.0,394.0,True,394.0,320.0,True,74.0,74.0,0.0,True
10,replay,150,0.1,c10_replay_150_0011,67,6,12,8.0,320.0,328.0,True,328.0,320.0,True,8.0,8.0,0.0,True
10,replay,150,0.2,c10_replay_150_0011,67,10,18,8.0,448.0,456.0,True,456.0,448.0,True,8.0,8.0,0.0,True
10,replay,150,0.1,c10_replay_150_0012,47,3,4,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0012,47,9,16,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0013,41,2,7,3.0,0.0,3.0,True,3.0,0.0,True,3.0,3.0,0.0,True
10,replay,150,0.2,c10_replay_150_0013,41,5,23,3.0,0.0,3.0,True,3.0,0.0,True,3.0,3.0,0.0,True
10,replay,150,0.1,c10_replay_150_0014,29,4,37,21.729600000000005,0.0,21.729600000000005,True,21.729600000000005,0.0,True,21.729600000000005,21.729600000000005,0.0,True
10,replay,150,0.2,c10_replay_150_0014,29,9,50,21.729600000000005,0.0,21.729600000000005,True,21.729600000000005,0.0,True,21.729600000000005,21.729600000000005,0.0,True
10,replay,150,0.1,c10_replay_150_0015,43,4,4,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0015,43,12,45,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0016,31,6,16,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0016,31,10,104,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0017,40,6,19,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0017,40,10,28,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0018,51,2,2,5.0,0.0,5.0,True,5.0,0.0,True,5.0,5.0,0.0,True
10,replay,150,0.2,c10_replay_150_0018,51,9,25,5.0,0.0,5.0,True,5.0,0.0,True,5.0,5.0,0.0,True
10,replay,150,0.1,c10_replay_150_0019,63,4,6,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0019,63,10,14,0.0,256.0,256.0,True,256.0,256.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0020,32,3,5,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0020,32,6,9,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0021,39,2,13,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0021,39,7,32,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0022,44,2,4,64.0,0.0,64.0,True,64.0,0.0,True,64.0,64.0,0.0,True
10,replay,150,0.2,c10_replay_150_0022,44,4,6,64.0,0.0,64.0,True,64.0,0.0,True,64.0,64.0,0.0,True
10,replay,150,0.1,c10_replay_150_0023,33,2,4,60.0,0.0,60.0,True,60.0,0.0,True,60.0,60.0,0.0,True
10,replay,150,0.2,c10_replay_150_0023,33,11,31,60.0,128.0,188.0,True,188.0,128.0,True,61.471199999999996,61.471199999999996,0.0,True
10,replay,150,0.1,c10_replay_150_0024,63,7,9,0.0,192.0,192.0,True,192.0,192.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0024,63,13,33,0.0,1216.0,1216.0,True,1216.0,1216.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0025,44,4,6,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0025,44,8,60,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0026,27,3,32,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0026,27,3,32,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0027,43,10,17,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0027,43,14,90,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0028,58,5,8,56.0,0.0,56.0,True,56.0,0.0,True,56.0,56.0,0.0,True
10,replay,150,0.2,c10_replay_150_0028,58,8,14,56.0,0.0,56.0,True,56.0,0.0,True,56.0,56.0,0.0,True
10,replay,150,0.1,c10_replay_150_0029,53,6,12,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0029,53,8,20,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0030,21,1,1,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0030,21,4,5,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0031,73,6,6,20.0,0.0,20.0,True,20.0,0.0,True,20.0,20.0,0.0,True
10,replay,150,0.2,c10_replay_150_0031,73,17,28,20.0,0.0,20.0,True,20.0,0.0,True,20.0,20.0,0.0,True
10,replay,150,0.1,c10_replay_150_0032,22,2,2,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0032,22,3,3,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0033,50,2,3,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0033,50,7,10,0.0,128.0,128.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0034,64,6,11,0.0,128.0,128.0,True,128.0,128.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0034,64,9,17,0.0,256.0,256.0,True,256.0,256.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0035,47,5,8,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0035,47,8,12,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0036,18,1,9,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0036,18,4,28,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0037,40,4,5,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0037,40,7,15,0.0,576.0,576.0,True,576.0,576.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0038,45,5,7,39.0,64.0,103.0,True,103.0,64.0,True,39.0,39.0,0.0,True
10,replay,150,0.2,c10_replay_150_0038,45,9,15,39.0,64.0,103.0,True,103.0,64.0,True,39.0,39.0,0.0,True
10,replay,150,0.1,c10_replay_150_0039,60,7,13,0.0,320.0,320.0,True,320.0,320.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0039,60,12,21,0.0,384.0,384.0,True,384.0,384.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0040,75,8,14,332.09040000000005,512.0,844.0904,True,844.0904,512.0,True,332.09040000000005,332.09040000000005,0.0,True
10,replay,150,0.2,c10_replay_150_0040,75,12,28,332.09040000000005,576.0,908.0904,True,844.0904,512.0,True,332.09040000000005,332.09040000000005,0.0,True
10,replay,150,0.1,c10_replay_150_0041,27,2,3,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0041,27,4,10,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0042,53,5,63,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0042,53,7,65,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0043,21,2,2,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0043,21,3,34,0.0,64.0,64.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0044,55,3,8,4.0,0.0,4.0,True,4.0,0.0,True,4.0,4.0,0.0,True
10,replay,150,0.2,c10_replay_150_0044,55,4,9,4.0,0.0,4.0,True,4.0,0.0,True,4.0,4.0,0.0,True
10,replay,150,0.1,c10_replay_150_0045,75,6,19,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0045,75,17,40,0.0,192.0,192.0,True,192.0,192.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0046,68,8,30,186.7296,1216.0,1402.7296000000001,True,1402.7296000000001,1216.0,True,186.7296,186.7296,0.0,True
10,replay,150,0.2,c10_replay_150_0046,68,16,45,186.7296,1344.0,1530.7296000000001,True,1530.7296000000001,1344.0,True,186.7296,186.7296,0.0,True
10,replay,150,0.1,c10_replay_150_0047,54,5,11,2.0,128.0,130.0,True,130.0,128.0,True,2.0,2.0,0.0,True
10,replay,150,0.2,c10_replay_150_0047,54,13,72,2.0,320.0,322.0,True,322.0,320.0,True,2.0,2.0,0.0,True
10,replay,150,0.1,c10_replay_150_0048,71,10,20,0.0,64.0,64.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0048,71,18,29,0.0,64.0,64.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0049,53,4,7,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0049,53,13,23,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0050,56,4,8,251.99999999999997,128.0,380.0,True,380.0,128.0,True,251.99999999999997,251.99999999999997,0.0,True
10,replay,150,0.2,c10_replay_150_0050,56,10,39,251.99999999999997,256.0,508.0,True,508.0,256.0,True,251.99999999999997,251.99999999999997,0.0,True
10,replay,150,0.1,c10_replay_150_0051,65,5,10,16.0,64.0,80.0,True,80.0,64.0,True,16.0,16.0,0.0,True
10,replay,150,0.2,c10_replay_150_0051,65,14,23,16.0,320.0,336.0,True,336.0,320.0,True,16.032200000000017,16.032200000000017,0.0,True
10,replay,150,0.1,c10_replay_150_0052,72,8,18,0.0,320.0,320.0,True,320.0,320.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0052,72,19,41,0.0,512.0,512.0,True,512.0,512.0,True,9.357600000000005,9.357600000000005,0.0,True
10,replay,150,0.1,c10_replay_150_0053,73,3,4,0.0,192.0,192.0,True,192.0,192.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0053,73,12,49,0.0,384.0,384.0,True,384.0,384.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0054,76,5,15,0.0,384.0,384.0,True,384.0,384.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0054,76,11,25,0.0,512.0,512.0,True,512.0,512.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0055,77,4,11,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0055,77,7,18,0.0,320.0,320.0,True,320.0,320.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0056,63,4,6,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0056,63,14,29,0.0,832.0,832.0,True,832.0,832.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0057,82,3,4,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0057,82,15,22,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0058,67,7,24,7.999999999999986,640.0,648.0,True,648.0,640.0,True,7.999999999999986,7.999999999999986,0.0,True
10,replay,150,0.2,c10_replay_150_0058,67,17,54,7.999999999999986,1344.0,1352.0,True,1352.0,1344.0,True,11.313599999999994,11.313599999999994,0.0,True
10,replay,150,0.1,c10_replay_150_0059,20,1,1,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0059,20,4,6,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0060,67,6,7,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0060,67,14,20,0.0,128.0,128.0,True,128.0,128.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0061,41,4,33,46.0,0.0,46.0,True,46.0,0.0,True,46.0,46.0,0.0,True
10,replay,150,0.2,c10_replay_150_0061,41,8,43,46.0,0.0,46.0,True,46.0,0.0,True,46.0,46.0,0.0,True
10,replay,150,0.1,c10_replay_150_0062,16,1,6,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0062,16,2,7,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0063,80,4,7,0.0,128.0,128.0,True,128.0,128.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0063,80,14,22,0.0,128.0,128.0,True,128.0,128.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0064,67,8,13,4.0,192.0,196.0,True,196.0,192.0,True,4.0,4.0,0.0,True
10,replay,150,0.2,c10_replay_150_0064,67,14,43,4.0,640.0,644.0,True,644.0,640.0,True,4.0,4.0,0.0,True
10,replay,150,0.1,c10_replay_150_0065,103,11,12,0.0,640.0,640.0,True,640.0,640.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0065,103,21,28,0.0,896.0,896.0,True,896.0,896.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0066,28,6,36,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0066,28,7,37,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0067,40,4,22,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0067,40,8,26,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0068,74,8,9,291.4592,64.0,355.4592,True,355.4592,64.0,True,291.4592,291.4592,0.0,True
10,replay,150,0.2,c10_replay_150_0068,74,16,18,291.4592,192.0,483.4592,True,483.4592,192.0,True,291.4592,291.4592,0.0,True
10,replay,150,0.1,c10_replay_150_0069,65,6,7,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0069,65,12,19,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0070,36,6,35,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0070,36,10,59,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0071,74,6,10,21.729600000000005,64.0,85.7296,True,85.7296,64.0,True,21.729600000000005,21.729600000000005,0.0,True
10,replay,150,0.2,c10_replay_150_0071,74,12,18,21.729600000000005,192.0,213.7296,True,213.7296,192.0,True,21.729600000000005,21.729600000000005,0.0,True
10,replay,150,0.1,c10_replay_150_0072,23,0,0,430.0,0.0,430.0,True,430.0,0.0,True,430.0,430.0,0.0,True
10,replay,150,0.2,c10_replay_150_0072,23,3,18,430.0,0.0,430.0,True,430.0,0.0,True,430.0,430.0,0.0,True
10,replay,150,0.1,c10_replay_150_0073,44,1,3,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0073,44,4,6,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0074,41,5,8,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0074,41,7,10,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0075,35,3,16,138.0,0.0,138.0,True,138.0,0.0,True,138.0,138.0,0.0,True
10,replay,150,0.2,c10_replay_150_0075,35,9,34,138.0,0.0,138.0,True,138.0,0.0,True,138.0,138.0,0.0,True
10,replay,150,0.1,c10_replay_150_0076,63,8,37,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0076,63,11,54,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0077,31,3,6,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0077,31,7,16,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0078,48,6,16,0.0,128.0,128.0,True,128.0,128.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0078,48,11,22,0.0,192.0,192.0,True,192.0,192.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0079,44,1,2,10.0,0.0,10.0,True,10.0,0.0,True,10.0,10.0,0.0,True
10,replay,150,0.2,c10_replay_150_0079,44,8,31,10.0,0.0,10.0,True,10.0,0.0,True,10.0,10.0,0.0,True
10,replay,150,0.1,c10_replay_150_0080,53,4,5,0.0,64.0,64.0,True,64.0,64.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0080,53,13,80,0.0,1792.0,1792.0,True,896.0,896.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0081,65,10,20,225.0,256.0,481.0,True,481.0,256.0,True,225.0,225.0,0.0,True
10,replay,150,0.2,c10_replay_150_0081,65,12,26,225.0,384.0,609.0,True,609.0,384.0,True,225.0,225.0,0.0,True
10,replay,150,0.1,c10_replay_150_0082,73,10,34,0.0,1152.0,1152.0,True,1088.0,1088.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0082,73,17,44,0.0,1408.0,1408.0,True,1344.0,1344.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0083,12,1,17,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0083,12,1,17,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0084,31,6,26,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0084,31,8,33,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0085,73,7,10,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0085,73,15,24,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0086,70,9,22,834.9184,512.0,1346.9184,True,1346.9184,512.0,True,841.6536,841.6536,0.0,True
10,replay,150,0.2,c10_replay_150_0086,70,22,51,834.9184,1280.0,2114.9184,True,2114.9184,1280.0,True,840.5384,840.5384,0.0,True
10,replay,150,0.1,c10_replay_150_0087,42,6,18,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0087,42,10,28,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0088,85,12,26,98.0,640.0,738.0,True,738.0,640.0,True,98.0,98.0,0.0,True
10,replay,150,0.2,c10_replay_150_0088,85,20,35,98.0,960.0,1058.0,True,1058.0,960.0,True,98.0,98.0,0.0,True
10,replay,150,0.1,c10_replay_150_0089,57,3,33,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0089,57,12,54,0.0,384.0,384.0,True,384.0,384.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0090,32,3,5,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0090,32,7,19,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0091,77,11,13,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0091,77,19,24,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0092,79,8,14,68.00000000000001,64.0,132.0,True,132.0,64.0,True,68.00000000000001,68.00000000000001,0.0,True
10,replay,150,0.2,c10_replay_150_0092,79,17,26,68.00000000000001,128.0,196.0,True,196.0,128.0,True,68.00000000000001,68.00000000000001,0.0,True
10,replay,150,0.1,c10_replay_150_0093,43,5,8,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0093,43,7,10,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0094,55,7,10,186.0,256.0,442.0,True,442.0,256.0,True,186.33280000000002,186.33280000000002,0.0,True
10,replay,150,0.2,c10_replay_150_0094,55,17,40,186.0,576.0,762.0,True,762.0,576.0,True,187.35520000000002,187.35520000000002,0.0,True
10,replay,150,0.1,c10_replay_150_0095,67,4,8,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0095,67,12,16,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0096,72,10,15,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0096,72,18,33,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0097,31,1,10,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0097,31,9,60,0.0,256.0,256.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0098,57,2,2,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0098,57,6,8,0.0,320.0,320.0,True,320.0,320.0,True,0.0,0.0,0.0,True
10,replay,150,0.1,c10_replay_150_0099,64,10,20,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,150,0.2,c10_replay_150_0099,64,19,38,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.0,0.0,True
10,replay,400,0.1,c10_replay_400_0000,112,10,27,208.4591999999999,640.0,848.4591999999999,True,848.4591999999999,640.0,True,208.4591999999999,208.4591999999999,0.0,True
10,replay,400,0.2,c10_replay_400_0000,112,30,92,208.4591999999999,1984.0,2192.4592,True,2192.4592,1984.0,True,213.2435999999999,213.2435999999999,0.0,True
10,replay,400,0.1,c10_replay_400_0001,109,11,17,101.1468,192.0,293.1468,True,293.1468,192.0,True,101.1468,101.1468,0.0,True
10,replay,400,0.2,c10_replay_400_0001,109,25,161,101.1468,896.0,997.1468,True,997.0668,896.0,True,101.06679999999999,101.06679999999999,0.0,True
10,replay,400,0.1,c10_replay_400_0002,110,5,15,12.0,0.0,12.0,True,12.0,0.0,True,12.0,12.0,0.0,True
10,replay,400,0.2,c10_replay_400_0002,110,15,40,12.0,0.0,12.0,True,12.0,0.0,True,12.0,12.0,0.0,True
10,replay,400,0.1,c10_replay_400_0003,125,10,33,470.5664,512.0,982.5663999999999,True,805.5219999999999,320.0,True,485.522,485.522,0.0,True
10,replay,400,0.2,c10_replay_400_0003,125,16,104,470.5664,1024.0,1494.5664,True,1317.522,832.0,True,485.522,485.522,0.0,True
