campus,track,size,level,beta,inst_id,nwo,status_rule,status_rule_fair,status_oracle,both_opt,both_opt_fair,twt_rule,twt_rule_fair,twt_oracle
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0004,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,488.9931,390.3888,390.3888
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0004,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,326.0505,283.4462,283.4462
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0005,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,496.4149,104.1634,104.1634
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0005,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,253.0822,59.8018,59.8018
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0006,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,416.5108,231.7198,231.7198
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0006,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,643.0219,413.5464,413.5464
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0007,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,1035.9902,954.9082,954.9082
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0007,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,652.5340,573.9378,573.9378
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0008,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,179.4232,134.6808,134.6808
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0008,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,146.9512,70.2088,70.2088
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0009,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,344.0398,130.0750,130.0750
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0009,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,273.7948,87.1570,87.1570
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0010,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,1030.4028,948.6188,948.6188
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0010,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,904.6406,796.6388,796.6388
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0011,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,732.2234,732.2234,732.2234
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0011,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,644.0532,644.0532,644.0532
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0012,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,797.3397,608.9040,608.9040
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0012,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,547.9815,388.9764,388.9764
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0013,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,355.0951,347.7564,347.7564
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0013,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,369.7788,369.7788,369.7788
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0014,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,1102.0322,994.0704,994.0704
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0014,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,845.9686,845.9686,845.9686
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0015,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,420.0232,265.6360,265.6360
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0015,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,435.3337,329.9812,329.9812
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0016,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,454.5066,242.8288,242.8288
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0016,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,334.3195,135.7836,135.7836
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0017,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,26.2832,26.2832,26.2832
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0017,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,58.9542,36.7082,36.7082
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0018,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,237.5968,181.1876,181.1876
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0018,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,175.1184,175.1184,175.1184
12,storm,150,a200_c100,0.5,c12_storm_150_a200_c100_0019,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,287.3364,142.2532,142.2532
12,storm,150,a200_c100,1.0,c12_storm_150_a200_c100_0019,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,179.8867,53.5929,53.5929
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0000,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,663.7611,416.0374,416.0374
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0000,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,349.9548,79.3870,79.3870
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0001,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,499.4110,498.4510,498.4510
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0001,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,331.1934,330.2334,330.2334
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0002,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,298.6311,99.6382,99.6382
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0002,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,367.5340,192.1377,192.1377
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0003,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,943.0854,721.4594,721.4594
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0003,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,776.0396,554.4136,554.4136
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0004,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,327.8061,109.1990,109.1990
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0004,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,66.5926,66.5926,66.5926
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0005,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,477.0703,262.5894,262.5894
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0005,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,518.8226,317.5548,317.5548
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0006,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,298.2855,238.4840,238.4840
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0006,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,314.0946,238.4840,238.4840
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0007,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,644.0158,589.5880,589.5880
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0007,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,501.7089,427.9228,427.9228
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0008,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,997.4124,997.4124,997.4124
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0008,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,543.1564,543.1564,543.1564
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0009,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,398.4780,388.6288,388.6288
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0009,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,157.2976,157.2976,157.2976
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0010,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,285.9762,196.4248,196.4248
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0010,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,377.4461,121.3512,121.3512
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0011,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,315.4320,177.9044,177.9044
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0011,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,378.9118,186.1192,186.1192
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0012,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,1062.4154,800.9008,800.9008
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0012,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,1045.7345,858.0404,858.0404
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0013,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,1370.7339,1191.3274,1191.3274
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0013,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,1164.4598,1011.2927,1011.2927
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0014,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,140.3171,99.4320,99.4320
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0014,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,178.5905,64.9646,64.9646
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0015,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,425.4790,57.9056,57.9056
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0015,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,319.4828,81.3762,81.3762
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0016,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,340.1924,78.1612,78.1612
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0016,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,254.3774,90.3928,90.3928
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0017,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,1304.9515,769.2819,769.2819
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0017,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,807.3591,523.6324,523.6324
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0018,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,342.9224,276.8012,276.8012
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0018,150,OPTIMAL,FEASIBLE,OPTIMAL,True,False,156.5953,76.8066,76.8066
12,pmmix,150,p20_c60,0.5,c12_pmmix_150_p20_c60_0019,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,875.7952,758.7068,758.7068
12,pmmix,150,p20_c60,1.0,c12_pmmix_150_p20_c60_0019,150,OPTIMAL,OPTIMAL,OPTIMAL,True,True,862.8694,773.0016,773.0016
