scope,campus,track,size,level,arr_mult,beta,n,mean_atc,mean_oracle,abs_gap,pct_gap,oracle_wins,ties,oracle_losses
campus,10,pmmix,150,p80_c60,1.000,1.0,30,2.4147,2.4147,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c100,1.000,0.5,30,249.2214,249.2214,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c100,1.000,0.75,30,259.0848,259.0848,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c100,1.000,1.0,30,271.4870,271.4870,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c100,1.000,0.5,30,110.2524,110.2524,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c100,1.000,0.75,30,119.9055,119.9055,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c100,1.000,1.0,30,122.6182,122.6182,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c100,1.000,0.5,30,14.9285,14.9285,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c100,1.000,0.75,30,14.9285,14.9285,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c100,1.000,1.0,30,19.7156,19.7156,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c80,1.000,0.5,30,257.9086,257.9086,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c80,1.000,0.75,30,278.8071,278.8071,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c80,1.000,1.0,30,271.4870,271.4870,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c80,1.000,0.5,30,129.2132,129.2132,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c80,1.000,0.75,30,129.0536,129.0536,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c80,1.000,1.0,30,122.6182,122.6182,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c80,1.000,0.5,30,21.5839,21.5839,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c80,1.000,0.75,30,21.3266,21.3266,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c80,1.000,1.0,30,19.7156,19.7156,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c60,1.000,0.5,30,245.7185,245.7185,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c60,1.000,0.75,30,247.9299,247.9299,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p20_c60,1.000,1.0,30,271.4870,271.4870,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c60,1.000,0.5,30,124.4492,124.4492,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c60,1.000,0.75,30,123.7555,123.7555,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p50_c60,1.000,1.0,30,122.6182,122.6182,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c60,1.000,0.5,30,31.0216,31.0216,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c60,1.000,0.75,30,31.0216,31.0216,0.0000,0.0000,0,30,0
campus,10,pmmix,400,p80_c60,1.000,1.0,30,19.7156,19.7156,0.0000,0.0000,0,30,0
campus,10,storm,150,a125_c100,1.250,0.5,30,20.2863,20.2863,0.0000,0.0000,0,30,0
campus,10,storm,150,a125_c100,1.250,0.75,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a125_c100,1.250,1.0,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a125_c80,1.250,0.5,30,18.8383,18.8383,0.0000,0.0000,0,30,0
campus,10,storm,150,a125_c80,1.250,0.75,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a125_c80,1.250,1.0,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a150_c100,1.500,0.5,30,18.8383,18.8383,0.0000,0.0000,0,30,0
campus,10,storm,150,a150_c100,1.500,0.75,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a150_c100,1.500,1.0,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a150_c80,1.500,0.5,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a150_c80,1.500,0.75,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a150_c80,1.500,1.0,30,20.6055,20.6055,0.0000,0.0000,0,30,0
campus,10,storm,150,a200_c100,2.000,0.5,30,10.2715,10.2715,0.0000,0.0000,0,30,0
campus,10,storm,150,a200_c100,2.000,0.75,30,10.2715,10.2715,0.0000,0.0000,0,30,0
campus,10,storm,150,a200_c100,2.000,1.0,30,9.8505,9.8505,0.0000,0.0000,0,30,0
campus,10,storm,150,a200_c80,2.000,0.5,30,15.8418,15.8418,0.0000,0.0000,0,30,0
campus,10,storm,150,a200_c80,2.000,0.75,30,24.4205,24.4205,0.0000,0.0000,0,30,0
campus,10,storm,150,a200_c80,2.000,1.0,30,24.2795,24.2795,0.0000,0.0000,0,30,0
campus,10,storm,150,a300_c100,3.000,0.5,30,13.4058,13.4058,0.0000,0.0000,0,30,0
campus,10,storm,150,a300_c100,3.000,0.75,30,13.4058,13.4058,0.0000,0.0000,0,30,0
campus,10,storm,150,a300_c100,3.000,1.0,30,13.4058,13.4058,0.0000,0.0000,0,30,0
campus,10,storm,150,a300_c80,3.000,0.5,30,12.1044,12.1044,0.0000,0.0000,0,30,0
campus,10,storm,150,a300_c80,3.000,0.75,30,23.9334,23.9334,0.0000,0.0000,0,30,0
campus,10,storm,150,a300_c80,3.000,1.0,30,23.9334,23.9334,0.0000,0.0000,0,30,0
campus,10,storm,400,a125_c100,1.250,0.5,30,43.7663,43.7663,0.0000,0.0000,0,30,0
campus,10,storm,400,a125_c100,1.250,0.75,30,43.7663,43.7663,0.0000,0.0000,0,30,0
campus,10,storm,400,a125_c100,1.250,1.0,30,42.3526,42.3526,0.0000,0.0000,0,30,0
campus,10,storm,400,a125_c80,1.250,0.5,30,36.3218,36.3218,0.0000,0.0000,0,30,0
campus,10,storm,400,a125_c80,1.250,0.75,30,40.5898,40.5898,0.0000,0.0000,0,30,0
campus,10,storm,400,a125_c80,1.250,1.0,30,42.3526,42.3526,0.0000,0.0000,0,30,0
campus,10,storm,400,a150_c100,1.500,0.5,30,41.1285,41.1285,0.0000,0.0000,0,30,0
campus,10,storm,400,a150_c100,1.500,0.75,30,41.9852,41.9852,0.0000,0.0000,0,30,0
campus,10,storm,400,a150_c100,1.500,1.0,30,39.6162,39.6162,0.0000,0.0000,0,30,0
campus,10,storm,400,a150_c80,1.500,0.5,30,39.6162,39.6162,0.0000,0.0000,0,30,0
campus,10,storm,400,a150_c80,1.500,0.75,30,39.6162,39.6162,0.0000,0.0000,0,30,0
campus,10,storm,400,a150_c80,1.500,1.0,30,39.6162,39.6162,0.0000,0.0000,0,30,0
campus,10,storm,400,a200_c100,2.000,0.5,30,52.7518,52.7518,0.0000,0.0000,0,30,0
campus,10,storm,400,a200_c100,2.000,0.75,30,59.0197,59.0197,0.0000,0.0000,0,30,0
campus,10,storm,400,a200_c100,2.000,1.0,30,52.3056,52.3056,0.0000,0.0000,0,30,0
campus,10,storm,400,a200_c80,2.000,0.5,30,23.8163,23.8163,0.0000,0.0000,0,30,0
campus,10,storm,400,a200_c80,2.000,0.75,30,24.0594,24.0594,0.0000,0.0000,0,30,0
campus,10,storm,400,a200_c80,2.000,1.0,30,29.7681,29.7681,0.0000,0.0000,0,30,0
campus,10,storm,400,a300_c100,3.000,0.5,30,31.7108,31.7108,0.0000,0.0000,0,30,0
campus,10,storm,400,a300_c100,3.000,0.75,30,31.7108,31.7108,0.0000,0.0000,0,30,0
campus,10,storm,400,a300_c100,3.000,1.0,30,35.8697,35.8697,0.0000,0.0000,0,30,0
campus,10,storm,400,a300_c80,3.000,0.5,30,84.5907,84.5907,0.0000,0.0000,0,30,0
campus,10,storm,400,a300_c80,3.000,0.75,30,85.7767,85.7767,0.0000,0.0000,0,30,0
campus,10,storm,400,a300_c80,3.000,1.0,30,87.4563,87.4563,0.0000,0.0000,0,30,0
campus,10,storm2,w80,u70,5.253,0.5,30,751.2438,751.3143,-0.0704,-0.0094,0,28,2
campus,10,storm2,w80,u70,5.253,0.75,30,777.8782,777.8216,0.0566,0.0073,1,29,0
campus,10,storm2,w80,u70,5.253,1.0,30,763.6777,763.9916,-0.3139,-0.0411,0,29,1
campus,10,storm2,w80,u90,6.754,0.5,30,1032.4562,1032.0975,0.3587,0.0347,3,24,3
campus,10,storm2,w80,u90,6.754,0.75,30,1076.4794,1076.1660,0.3134,0.0291,3,25,2
campus,10,storm2,w80,u90,6.754,1.0,30,1096.6532,1096.4905,0.1627,0.0148,1,28,1
campus,10,storm2,w80,u100,7.505,0.5,30,1371.7082,1372.1968,-0.4886,-0.0356,4,22,4
campus,10,storm2,w80,u100,7.505,0.75,30,1389.7790,1390.5588,-0.7798,-0.0561,3,24,3
campus,10,storm2,w80,u100,7.505,1.0,30,1391.2820,1391.1992,0.0828,0.0060,3,23,4
campus,10,storm2,w80,u110,8.255,0.5,30,1248.3190,1248.8689,-0.5499,-0.0441,3,21,6
campus,10,storm2,w80,u110,8.255,0.75,30,1269.0505,1268.9530,0.0976,0.0077,5,23,2
campus,10,storm2,w80,u110,8.255,1.0,30,1280.0526,1280.2110,-0.1584,-0.0124,3,24,3
campus,10,storm2,w80,u130,9.756,0.5,30,1694.5283,1695.4836,-0.9553,-0.0564,6,16,8
campus,10,storm2,w80,u130,9.756,0.75,30,1738.0047,1743.1624,-5.1576,-0.2968,4,13,13
campus,10,storm2,w80,u130,9.756,1.0,30,1787.6739,1788.3359,-0.6620,-0.0370,6,18,6
campus,12,pmmix,150,p20_c100,1.000,0.5,30,413.4947,413.4947,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c100,1.000,0.75,30,399.1625,399.1625,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c100,1.000,1.0,30,351.5029,351.5029,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c100,1.000,0.5,30,247.0401,247.0401,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c100,1.000,0.75,30,245.8258,245.8258,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c100,1.000,1.0,30,219.8706,219.8706,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c100,1.000,0.5,30,120.6679,120.6679,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c100,1.000,0.75,30,129.1252,129.1252,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c100,1.000,1.0,30,116.0458,116.0458,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c80,1.000,0.5,30,401.8923,401.8923,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c80,1.000,0.75,30,388.4116,388.4116,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c80,1.000,1.0,30,351.5029,351.5029,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c80,1.000,0.5,30,234.6058,234.6058,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c80,1.000,0.75,30,238.9722,238.9722,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c80,1.000,1.0,30,219.8706,219.8706,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c80,1.000,0.5,30,137.0150,137.0150,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c80,1.000,0.75,30,123.2278,123.2278,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c80,1.000,1.0,30,116.0458,116.0458,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c60,1.000,0.5,30,435.5198,435.5198,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c60,1.000,0.75,30,406.6482,406.6482,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p20_c60,1.000,1.0,30,351.5029,351.5029,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c60,1.000,0.5,30,231.8734,231.8734,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c60,1.000,0.75,30,240.6835,240.6835,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p50_c60,1.000,1.0,30,220.0278,220.0278,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c60,1.000,0.5,30,137.8822,137.8822,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c60,1.000,0.75,30,127.5752,127.5752,0.0000,0.0000,0,30,0
campus,12,pmmix,150,p80_c60,1.000,1.0,30,116.0458,116.0458,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p20_c100,1.000,0.5,30,1222.9669,1222.9669,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p20_c100,1.000,0.75,30,1179.1473,1179.1473,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p20_c100,1.000,1.0,30,1069.1653,1069.1653,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p50_c100,1.000,0.5,30,715.2960,715.2960,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p50_c100,1.000,0.75,30,701.7982,701.7982,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p50_c100,1.000,1.0,30,628.3359,628.3359,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p80_c100,1.000,0.5,30,381.1429,381.1429,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p80_c100,1.000,0.75,30,352.3055,352.3055,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p80_c100,1.000,1.0,30,306.8566,306.8566,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p20_c80,1.000,0.5,30,1178.5465,1178.6455,-0.0989,-0.0084,0,29,1
campus,12,pmmix,400,p20_c80,1.000,0.75,30,1163.7448,1163.7448,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p20_c80,1.000,1.0,30,1069.6537,1069.6537,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p50_c80,1.000,0.5,30,770.5844,770.6905,-0.1061,-0.0138,0,29,1
campus,12,pmmix,400,p50_c80,1.000,0.75,30,725.8421,725.9482,-0.1061,-0.0146,0,29,1
campus,12,pmmix,400,p50_c80,1.000,1.0,30,628.6160,628.6160,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p80_c80,1.000,0.5,30,357.8614,357.8614,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p80_c80,1.000,0.75,30,339.6705,339.6705,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p80_c80,1.000,1.0,30,306.8566,306.8566,0.0000,0.0000,0,30,0
campus,12,pmmix,400,p20_c60,1.000,0.5,30,1183.2999,1183.5717,-0.2718,-0.0230,1,26,3
campus,12,pmmix,400,p20_c60,1.000,0.75,30,1147.3007,1147.6605,-0.3598,-0.0314,1,25,4
campus,12,pmmix,400,p20_c60,1.000,1.0,30,1073.5017,1073.7697,-0.2680,-0.0250,1,26,3
campus,12,pmmix,400,p50_c60,1.000,0.5,30,735.1446,734.9551,0.1895,0.0258,1,29,0
campus,12,pmmix,400,p50_c60,1.000,0.75,30,708.2372,708.0477,0.1895,0.0268,1,29,0
campus,12,pmmix,400,p50_c60,1.000,1.0,30,629.9105,629.8558,0.0547,0.0087,1,29,0
campus,12,pmmix,400,p80_c60,1.000,0.5,30,361.9788,362.0240,-0.0453,-0.0125,0,29,1
campus,12,pmmix,400,p80_c60,1.000,0.75,30,350.2498,350.2951,-0.0453,-0.0129,0,29,1
campus,12,pmmix,400,p80_c60,1.000,1.0,30,307.4959,307.5412,-0.0453,-0.0147,0,29,1
campus,12,storm,150,a125_c100,1.250,0.5,30,486.2021,486.2021,0.0000,0.0000,0,30,0
campus,12,storm,150,a125_c100,1.250,0.75,30,458.9988,458.9988,0.0000,0.0000,0,30,0
campus,12,storm,150,a125_c100,1.250,1.0,30,411.6720,411.6720,0.0000,0.0000,0,30,0
campus,12,storm,150,a125_c80,1.250,0.5,30,507.9219,507.9219,0.0000,0.0000,0,30,0
campus,12,storm,150,a125_c80,1.250,0.75,30,478.3886,478.3886,0.0000,0.0000,0,30,0
campus,12,storm,150,a125_c80,1.250,1.0,30,411.6896,411.6896,0.0000,0.0000,0,30,0
campus,12,storm,150,a150_c100,1.500,0.5,30,492.1080,492.1080,0.0000,0.0000,0,30,0
campus,12,storm,150,a150_c100,1.500,0.75,30,481.4649,481.4649,0.0000,0.0000,0,30,0
campus,12,storm,150,a150_c100,1.500,1.0,30,411.6720,411.6720,0.0000,0.0000,0,30,0
campus,12,storm,150,a150_c80,1.500,0.5,30,498.5018,498.5018,0.0000,0.0000,0,30,0
campus,12,storm,150,a150_c80,1.500,0.75,30,468.0900,468.0900,0.0000,0.0000,0,30,0
campus,12,storm,150,a150_c80,1.500,1.0,30,411.8686,411.8686,0.0000,0.0000,0,30,0
campus,12,storm,150,a200_c100,2.000,0.5,30,482.7956,482.7956,0.0000,0.0000,0,30,0
campus,12,storm,150,a200_c100,2.000,0.75,30,436.4786,436.4786,0.0000,0.0000,0,30,0
campus,12,storm,150,a200_c100,2.000,1.0,30,394.4379,394.4379,0.0000,0.0000,0,30,0
campus,12,storm,150,a200_c80,2.000,0.5,30,633.6007,633.6007,0.0000,0.0000,0,30,0
campus,12,storm,150,a200_c80,2.000,0.75,30,611.0217,611.0217,0.0000,0.0000,0,30,0
campus,12,storm,150,a200_c80,2.000,1.0,30,564.6573,564.6573,0.0000,0.0000,0,30,0
campus,12,storm,150,a300_c100,3.000,0.5,30,496.2887,496.2887,0.0000,0.0000,0,30,0
campus,12,storm,150,a300_c100,3.000,0.75,30,479.8867,479.8867,0.0000,0.0000,0,30,0
campus,12,storm,150,a300_c100,3.000,1.0,30,421.0755,421.0755,0.0000,0.0000,0,30,0
campus,12,storm,150,a300_c80,3.000,0.5,30,348.6858,348.6858,0.0000,0.0000,0,30,0
campus,12,storm,150,a300_c80,3.000,0.75,30,369.8624,369.8624,0.0000,0.0000,0,30,0
campus,12,storm,150,a300_c80,3.000,1.0,30,344.1159,344.1159,0.0000,0.0000,0,30,0
campus,12,storm,400,a125_c100,1.250,0.5,30,1162.5411,1162.5411,0.0000,0.0000,0,30,0
campus,12,storm,400,a125_c100,1.250,0.75,30,1096.2783,1096.2783,0.0000,0.0000,0,30,0
campus,12,storm,400,a125_c100,1.250,1.0,30,1009.6191,1009.6191,0.0000,0.0000,0,30,0
campus,12,storm,400,a125_c80,1.250,0.5,30,1171.3879,1171.3879,0.0000,0.0000,0,30,0
campus,12,storm,400,a125_c80,1.250,0.75,30,1122.0213,1122.0213,0.0000,0.0000,0,30,0
campus,12,storm,400,a125_c80,1.250,1.0,30,1010.0831,1010.0831,0.0000,0.0000,0,30,0
campus,12,storm,400,a150_c100,1.500,0.5,30,1179.1240,1179.1240,0.0000,0.0000,0,30,0
campus,12,storm,400,a150_c100,1.500,0.75,30,1123.9833,1123.9833,0.0000,0.0000,0,30,0
campus,12,storm,400,a150_c100,1.500,1.0,30,986.1671,986.1671,0.0000,0.0000,0,30,0
campus,12,storm,400,a150_c80,1.500,0.5,30,1185.3501,1185.5103,-0.1601,-0.0135,0,27,3
campus,12,storm,400,a150_c80,1.500,0.75,30,1133.6192,1133.7032,-0.0840,-0.0074,0,29,1
campus,12,storm,400,a150_c80,1.500,1.0,30,987.9660,988.0191,-0.0531,-0.0054,0,30,0
campus,12,storm,400,a200_c100,2.000,0.5,30,1284.0062,1284.0062,0.0000,0.0000,0,30,0
campus,12,storm,400,a200_c100,2.000,0.75,30,1207.9198,1207.9198,0.0000,0.0000,0,30,0
campus,12,storm,400,a200_c100,2.000,1.0,30,1096.7288,1096.7288,0.0000,0.0000,0,30,0
campus,12,storm,400,a200_c80,2.000,0.5,30,1174.8308,1174.8301,0.0008,0.0001,1,26,3
campus,12,storm,400,a200_c80,2.000,0.75,30,1128.4186,1128.9401,-0.5215,-0.0462,0,27,3
campus,12,storm,400,a200_c80,2.000,1.0,30,1051.3586,1051.6400,-0.2814,-0.0268,0,28,2
campus,12,storm,400,a300_c100,3.000,0.5,30,1176.2509,1175.6076,0.6432,0.0547,4,26,0
campus,12,storm,400,a300_c100,3.000,0.75,30,1136.1845,1135.7653,0.4192,0.0369,5,25,0
campus,12,storm,400,a300_c100,3.000,1.0,30,1033.7622,1033.6444,0.1178,0.0114,3,26,1
campus,12,storm,400,a300_c80,3.000,0.5,30,1286.8957,1285.4774,1.4183,0.1102,4,21,5
campus,12,storm,400,a300_c80,3.000,0.75,30,1281.2903,1280.0994,1.1909,0.0929,4,22,4
campus,12,storm,400,a300_c80,3.000,1.0,30,1165.4682,1166.3241,-0.8559,-0.0734,2,22,6
campus,12,storm2,w80,u70,5.253,0.5,30,6355.7114,6357.0737,-1.3623,-0.0214,3,16,11
campus,12,storm2,w80,u70,5.253,0.75,30,6275.6247,6275.5341,0.0906,0.0014,5,17,8
campus,12,storm2,w80,u70,5.253,1.0,30,6104.7342,6105.9803,-1.2460,-0.0204,2,18,10
campus,12,storm2,w80,u90,6.754,0.5,30,8262.6131,8272.2084,-9.5952,-0.1161,10,1,19
campus,12,storm2,w80,u90,6.754,0.75,30,8257.6121,8276.4179,-18.8058,-0.2277,5,2,23
campus,12,storm2,w80,u90,6.754,1.0,30,7968.5330,7990.4709,-21.9379,-0.2753,5,0,25
campus,12,storm2,w80,u100,7.505,0.5,30,9786.7012,9815.4993,-28.7981,-0.2943,8,2,20
campus,12,storm2,w80,u100,7.505,0.75,30,9647.0652,9672.9895,-25.9243,-0.2687,10,0,20
campus,12,storm2,w80,u100,7.505,1.0,30,9452.9138,9477.9983,-25.0845,-0.2654,5,2,23
campus,12,storm2,w80,u110,8.255,0.5,30,11083.5446,11097.7207,-14.1761,-0.1279,8,0,22
campus,12,storm2,w80,u110,8.255,0.75,30,10937.8138,10959.2431,-21.4292,-0.1959,9,0,21
campus,12,storm2,w80,u110,8.255,1.0,30,10612.5287,10665.5013,-52.9726,-0.4992,5,0,25
campus,12,storm2,w80,u130,9.756,0.5,30,13301.7030,13316.8105,-15.1075,-0.1136,14,0,16
campus,12,storm2,w80,u130,9.756,0.75,30,13294.7715,13351.1140,-56.3425,-0.4238,8,0,22
campus,12,storm2,w80,u130,9.756,1.0,30,13009.6861,13092.5467,-82.8606,-0.6369,6,0,24
pooled_loaded,9+12,pmmix,150,p20_c100,1.000,0.5,60,277.3893,277.3893,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c100,1.000,0.75,60,268.0660,268.0660,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c100,1.000,1.0,60,241.4923,241.4923,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c100,1.000,0.5,60,173.8549,173.8549,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c100,1.000,0.75,60,171.7083,171.7083,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c100,1.000,1.0,60,161.1821,161.1821,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c100,1.000,0.5,60,76.0167,76.0167,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c100,1.000,0.75,60,80.0808,80.0808,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c100,1.000,1.0,60,72.6946,72.6946,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c80,1.000,0.5,60,266.9311,266.9311,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c80,1.000,0.75,60,260.1006,260.1006,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c80,1.000,1.0,60,241.4923,241.4923,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c80,1.000,0.5,60,167.8654,167.8654,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c80,1.000,0.75,60,170.6171,170.6171,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c80,1.000,1.0,60,161.1821,161.1821,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c80,1.000,0.5,60,84.1915,84.1915,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c80,1.000,0.75,60,77.2124,77.2124,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c80,1.000,1.0,60,72.6946,72.6946,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c60,1.000,0.5,60,280.6479,280.6479,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c60,1.000,0.75,60,266.2250,266.2250,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p20_c60,1.000,1.0,60,242.0421,242.0421,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c60,1.000,0.5,60,173.6623,173.6623,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c60,1.000,0.75,60,178.3375,178.3375,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p50_c60,1.000,1.0,60,163.2542,163.2175,0.0367,0.0225,1,59,0
pooled_loaded,9+12,pmmix,150,p80_c60,1.000,0.5,60,85.8809,85.8809,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c60,1.000,0.75,60,78.2121,78.2121,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,150,p80_c60,1.000,1.0,60,72.9419,72.9419,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p20_c100,1.000,0.5,60,833.8936,833.8936,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p20_c100,1.000,0.75,60,823.0956,823.0956,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p20_c100,1.000,1.0,60,766.8740,766.8740,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p50_c100,1.000,0.5,60,476.3020,476.3020,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p50_c100,1.000,0.75,60,474.7216,474.7216,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p50_c100,1.000,1.0,60,440.8238,440.8238,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p80_c100,1.000,0.5,60,248.3017,248.3017,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p80_c100,1.000,0.75,60,234.5574,234.5574,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p80_c100,1.000,1.0,60,211.5220,211.5220,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p20_c80,1.000,0.5,60,813.7928,813.8422,-0.0495,-0.0061,0,59,1
pooled_loaded,9+12,pmmix,400,p20_c80,1.000,0.75,60,815.0876,815.0876,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p20_c80,1.000,1.0,60,767.1182,767.1182,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p50_c80,1.000,0.5,60,506.7342,506.7873,-0.0531,-0.0105,0,59,1
pooled_loaded,9+12,pmmix,400,p50_c80,1.000,0.75,60,487.5162,487.5692,-0.0531,-0.0109,0,59,1
pooled_loaded,9+12,pmmix,400,p50_c80,1.000,1.0,60,440.9638,440.9638,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p80_c80,1.000,0.5,60,234.7639,234.7639,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p80_c80,1.000,0.75,60,226.8507,226.8507,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix,400,p80_c80,1.000,1.0,60,211.5220,211.5220,0.0000,0.0000,0,60,0
