source,campus,crew_m,beta,inst_id,window_bh,pooled_u,worst_u,twt_rule_atc,twt_oracle_atc,twt_rule_edd,twt_oracle_edd,feas_rule_atc,feas_oracle_atc,feas_rule_edd,feas_oracle_edd,incomplete_rule_atc
replay,9,1.0,1.0,c09_replay_400_0018,64.0,0.19917929292929293,0.4407552083333333,356.0,356.0,356.0,356.0,1,1,1,1,21
replay,9,1.0,0.5,c09_replay_400_0019,47.25,0.3369675591897814,0.6424792139077853,938.0,938.0,938.0,938.0,1,1,1,1,46
replay,9,1.0,1.0,c09_replay_400_0019,47.25,0.3369675591897814,0.6424792139077853,860.0,860.0,860.0,860.0,1,1,1,1,46
replay,9,1.0,0.5,c09_replay_400_0020,54.6833,0.31466397687163444,0.7772025462984128,617.0000000000001,617.0000000000001,617.0000000000001,617.0000000000001,1,1,1,1,30
replay,9,1.0,1.0,c09_replay_400_0020,54.6833,0.31466397687163444,0.7772025462984128,347.72960000000006,347.72960000000006,347.72960000000006,347.72960000000006,1,1,1,1,30
replay,9,1.0,0.5,c09_replay_400_0021,21.2333,0.6691484744731296,2.119312589187738,162.0,162.0,162.0,162.0,1,1,1,1,57
replay,9,1.0,1.0,c09_replay_400_0021,21.2333,0.6691484744731296,2.119312589187738,290.0,290.0,290.0,290.0,1,1,1,1,57
replay,9,1.0,0.5,c09_replay_400_0022,47.2167,0.3731943583648595,1.3029104815316048,1663.4624000000001,1663.4624000000001,1663.4624000000001,1663.4624000000001,1,1,1,1,36
replay,9,1.0,1.0,c09_replay_400_0022,47.2167,0.3731943583648595,1.3029104815316048,1897.7328,1913.7328,1897.7328,1897.7328,1,1,1,1,36
replay,9,1.0,0.5,c09_replay_400_0023,32.0,0.4047506313131313,0.7873883928571429,282.0,252.0,252.0,252.0,1,1,1,1,21
replay,9,1.0,1.0,c09_replay_400_0023,32.0,0.4047506313131313,0.7873883928571429,496.0,458.4,456.0,458.4,1,1,1,1,21
replay,9,1.0,0.5,c09_replay_400_0024,16.0,0.8713699494949495,2.0286458333333335,351.5336,316.5336,326.5336,296.5336,1,1,1,1,66
replay,9,1.0,1.0,c09_replay_400_0024,16.0,0.8713699494949495,2.0286458333333335,675.5336,454.5336,511.5336,408.5336,1,1,1,1,66
replay,9,1.0,0.5,c09_replay_400_0025,47.55,0.4225705211951269,0.8298282509638978,1264.5295999999998,1229.0623999999998,1230.6632,1205.7296000000001,1,1,1,1,25
replay,9,1.0,1.0,c09_replay_400_0025,47.55,0.4225705211951269,0.8298282509638978,1069.8632,1029.0623999999998,1033.5968,1008.6632,1,1,1,1,25
replay,9,1.0,0.5,c09_replay_400_0026,48.0,0.29924242424242425,1.046875,181.99999999999997,181.99999999999997,201.99999999999997,181.99999999999997,1,1,1,1,57
replay,9,1.0,1.0,c09_replay_400_0026,48.0,0.29924242424242425,1.046875,233.93319999999997,227.99999999999997,281.9332,227.99999999999997,1,1,1,1,57
replay,9,1.0,0.5,c09_replay_400_0027,64.0,0.2593118686868687,0.44949776785714285,36.0,36.0,36.0,36.0,1,1,1,1,30
replay,9,1.0,1.0,c09_replay_400_0027,64.0,0.2593118686868687,0.44949776785714285,28.0,28.0,28.0,28.0,1,1,1,1,30
replay,9,1.0,0.5,c09_replay_400_0028,32.0,0.5490056818181818,1.40625,218.00000000000003,196.00000000000003,215.00000000000003,196.00000000000003,1,1,1,1,221
replay,9,1.0,1.0,c09_replay_400_0028,32.0,0.5490056818181818,1.40625,182.00000000000003,182.00000000000003,191.00000000000003,172.00000000000003,1,1,1,1,221
replay,9,1.0,0.5,c09_replay_400_0029,56.0,0.2718704906204906,0.6473214285714286,364.0,364.0,364.0,364.0,1,1,1,1,28
replay,9,1.0,1.0,c09_replay_400_0029,56.0,0.2718704906204906,0.6473214285714286,364.0,364.0,364.0,364.0,1,1,1,1,28
replay,9,1.0,0.5,c09_replay_400_0030,40.0,0.4806766666666667,1.2439891666666667,2480.6499999999996,2202.3848000000003,2595.5836000000004,2129.8508,1,1,1,1,70
replay,9,1.0,1.0,c09_replay_400_0030,40.0,0.4806766666666667,1.2439891666666667,2292.6499999999996,1979.184,2279.5168000000003,1962.3844,1,1,1,1,70
replay,9,1.0,0.5,c09_replay_400_0031,48.0,0.3887310606060606,0.8875868055555556,997.5336,987.0,983.0,983.0,1,1,1,1,58
replay,9,1.0,1.0,c09_replay_400_0031,48.0,0.3887310606060606,0.8875868055555556,1153.5336,1141.0,1137.0,1137.0,1,1,1,1,58
replay,9,1.0,0.5,c09_replay_400_0032,8.0,1.6478722222222224,3.579861111111111,32.0,32.0,82.0,32.0,1,1,1,1,137
replay,9,1.0,1.0,c09_replay_400_0032,8.0,1.6478722222222224,3.579861111111111,12.0,12.0,12.0,12.0,1,1,1,1,137
replay,9,1.0,0.5,c09_replay_400_0033,64.0,0.2767305555555556,0.45200892857142855,703.7296,703.7296,703.7296,703.7296,1,1,1,1,27
replay,9,1.0,1.0,c09_replay_400_0033,64.0,0.2767305555555556,0.45200892857142855,400.5,400.5,400.5,400.5,1,1,1,1,27
replay,9,1.0,0.5,c09_replay_400_0034,56.0,0.3269507215007215,0.667752380952381,611.0,609.0,609.0,609.0,1,1,1,1,46
replay,9,1.0,1.0,c09_replay_400_0034,56.0,0.3269507215007215,0.667752380952381,411.99999999999994,409.99999999999994,409.99999999999994,409.99999999999994,1,1,1,1,46
replay,9,1.0,0.5,c09_replay_400_0035,62.8167,0.24950175300002655,0.4344651448845079,579.4592,579.4592,579.4592,579.4592,1,1,1,1,25
replay,9,1.0,1.0,c09_replay_400_0035,62.8167,0.24950175300002655,0.4344651448845079,242.00000000000006,242.00000000000006,242.00000000000006,242.00000000000006,1,1,1,1,25
replay,9,1.0,0.5,c09_replay_400_0036,55.3667,0.2711034071039273,0.5328112385242393,151.0,151.0,151.0,151.0,1,1,1,1,24
replay,9,1.0,1.0,c09_replay_400_0036,55.3667,0.2711034071039273,0.5328112385242393,20.0,20.0,20.0,20.0,1,1,1,1,24
replay,9,1.0,0.5,c09_replay_400_0037,96.0,0.1907454124579125,0.49537037037037035,738.0,738.0,738.0,738.0,1,1,1,1,82
replay,9,1.0,1.0,c09_replay_400_0037,96.0,0.1907454124579125,0.49537037037037035,552.7296,552.7296,552.7296,552.7296,1,1,1,1,82
replay,9,1.0,0.5,c09_replay_400_0038,55.4833,0.2323931596343295,0.3897569178473522,44.0,44.0,44.0,44.0,1,1,1,1,14
replay,9,1.0,1.0,c09_replay_400_0038,55.4833,0.2323931596343295,0.3897569178473522,140.0,140.0,140.0,140.0,1,1,1,1,14
replay,9,1.0,0.5,c09_replay_400_0039,48.0,0.3709973905723906,0.7460583333333334,701.7296,701.7296,701.7296,701.7296,1,1,1,1,52
replay,9,1.0,1.0,c09_replay_400_0039,48.0,0.3709973905723906,0.7460583333333334,720.0,718.0,718.0,718.0,1,1,1,1,52
replay,9,0.75,0.5,c09_replay_400_0000,1310.0167,0.02093391097454939,0.07502306395534246,958.7776000000003,929.7776000000003,1013.844,936.6440000000011,1,1,1,1,59
replay,9,0.75,1.0,c09_replay_400_0000,1310.0167,0.02093391097454939,0.07502306395534246,888.7776000000003,876.7776000000003,885.6440000000011,897.6440000000011,1,1,1,1,59
replay,9,0.75,0.5,c09_replay_400_0001,56.0,0.3771114864864865,0.8392857142857143,390.0,390.0,390.0,390.0,1,1,1,1,41
replay,9,0.75,1.0,c09_replay_400_0001,56.0,0.3771114864864865,0.8392857142857143,757.0,757.0,757.0,757.0,1,1,1,1,41
replay,9,0.75,0.5,c09_replay_400_0002,53.4,0.41988804534871954,0.6992734082397004,373.0,373.0,373.0,373.0,1,1,1,1,11
replay,9,0.75,1.0,c09_replay_400_0002,53.4,0.41988804534871954,0.6992734082397004,330.0,330.0,330.0,330.0,1,1,1,1,11
replay,9,0.75,0.5,c09_replay_400_0003,48.0,0.42887522522522525,1.17768125,744.0,750.4,749.7336,755.7336,1,1,1,1,45
replay,9,0.75,1.0,c09_replay_400_0003,48.0,0.42887522522522525,1.17768125,631.7296,638.1296,637.4632,638.1296,1,1,1,1,45
replay,9,0.75,0.5,c09_replay_400_0004,24.0,0.8459261261261262,2.4152583333333335,162.5336,118.5336,118.5336,118.5336,1,1,1,1,248
replay,9,0.75,1.0,c09_replay_400_0004,24.0,0.8459261261261262,2.4152583333333335,122.5336,118.5336,118.5336,118.5336,1,1,1,1,248
replay,9,0.75,0.5,c09_replay_400_0005,40.0,0.4661587837837838,1.0114375,1056.9064,1043.1736,1104.0800000000002,1098.7464000000002,1,1,1,1,41
replay,9,0.75,1.0,c09_replay_400_0005,40.0,0.4661587837837838,1.0114375,985.4392,910.3864,1044.6128,983.3328,1,1,1,1,41
replay,9,0.75,0.5,c09_replay_400_0006,56.0,0.3422912162162162,1.0379464285714286,358.0,358.0,358.0,358.0,1,1,1,1,75
replay,9,0.75,1.0,c09_replay_400_0006,56.0,0.3422912162162162,1.0379464285714286,502.0,502.0,502.0,502.0,1,1,1,1,75
