t_bh,wo,n_cand,recorded_class,s_hat,s_lo,s_hi,c_hat,c_hat_lo,c_hat_hi,interval_width,margin,rival,verdict,c_star_eval_only
30.932,W835,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.0002576950023984795,W756,refer,3
31.038700000000002,W689,10,4,-0.5529643893241882,-0.8432081937789917,-0.26272058486938477,4.0,4.0,4.0,0.0,-4.649423642295254e-08,W659,refer,4
31.108700000000002,W840,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,0.005955944800235202,W838,automate,3
31.123,W805,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.794525907767184e-07,W725,refer,4
31.359099999999998,W844,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.347012936526252e-07,W725,refer,4
31.361,W640,6,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-7.657290398932918e-07,W826,refer,4
31.508499999999998,W851,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,0.0037925615199213576,W838,automate,3
31.5614,W725,6,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.3971382572440619e-06,W778,refer,4
31.5731,W685,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.241165020285814e-08,W739,refer,4
31.5979,W855,8,1,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,1.0064468933269382,1.0,1.2966906977817416,0.2966906977817416,1.2141652994035073,W838,automate,1
31.6052,W854,27,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,-0.13228115575325067,W850,refer,3
31.6455,W853,11,2,-0.09421319514513016,-0.3844569995999336,0.1960306093096733,2.09421319514513,1.8039693906903267,2.3844569995999336,0.5804876089096069,0.007836265493133833,W659,automate,1
31.678099999999993,W850,27,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.0025543027964818666,W852,automate,3
31.681800000000003,W852,26,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.497221352372579e-11,W856,refer,4
31.754800000000007,W856,26,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-4.0093632407906435e-11,W845,refer,4
31.7979,W845,25,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-7.787198481975291e-11,W742,refer,4
31.8239,W778,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,4.506175270219498e-07,W691,automate,4
31.878599999999995,W843,10,4,-0.45075953006744385,-0.7410033345222473,-0.16051572561264038,4.0,4.0,4.0,0.0,-2.5761804261833044e-08,W659,refer,4
31.953100000000003,W826,6,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.8613144097904894e-06,W824,refer,4
31.9651,W691,4,4,-0.6368727087974548,-0.9271165132522583,-0.34662890434265137,4.0,4.0,4.0,0.0,6.162275026825969e-08,W719,automate,4
31.998400000000004,W867,25,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-6.861664070195608e-11,W742,refer,4
32.0549,W859,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.005799165870681312,W862,refer,3
32.1073,W870,25,4,0.29779770970344543,0.007553905248641968,0.5880415141582489,3.7022022902965546,3.411958485841751,3.992446094751358,0.5804876089096069,-9.433164044775848e-11,W742,refer,2
32.1409,W742,24,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.5914660046541955e-10,W744,refer,4
32.2222,W864,10,2,-0.5617007613182068,-0.8519445657730103,-0.2714569568634033,2.561700761318207,2.2714569568634033,2.8519445657730103,0.5804876089096069,0.00055648138637101,W659,automate,4
32.2391,W839,9,4,-0.47553861141204834,-0.7657824158668518,-0.18529480695724487,4.0,4.0,4.0,0.0,-9.767027601827527e-08,W659,refer,4
32.2732,W873,12,2,0.013056269846856594,-0.2771875346079469,0.30330007430166006,1.9869437301531434,1.69669992569834,2.277187534607947,0.5804876089096069,1.3607193218013542,W872,automate,1
32.3449,W876,25,4,0.31201183795928955,0.021768033504486084,0.602255642414093,3.6879881620407104,3.397744357585907,3.978231966495514,0.5804876089096069,-8.615134128153727e-09,W875,refer,2
32.406200000000005,W875,24,4,0.32627230882644653,0.036028504371643066,0.61651611328125,3.6737276911735535,3.38348388671875,3.963971495628357,0.5804876089096069,-2.4849504873469443e-10,W744,refer,2
32.499,W879,14,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.06096647059392542,W877,automate,1
32.5228,W744,23,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.2691926137150223e-10,W717,refer,4
32.603,W825,9,4,-0.4858661890029907,-0.7761099934577942,-0.19562238454818726,4.0,4.0,4.0,0.0,-1.0645549761176068e-07,W659,refer,4
32.617000000000004,W877,14,2,-0.017173107713460922,-0.3074169121682644,0.27307069674134254,2.017173107713461,1.7269293032586575,2.3074169121682644,0.5804876089096069,0.05522826067639311,W872,automate,1
32.6308,W872,13,4,0.023442979902029037,-0.26680082455277443,0.3136867843568325,3.976557020097971,3.6863132156431675,4.0,0.3136867843568325,-0.003920447823721689,W862,refer,2
32.638799999999996,W717,22,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.17740967418241e-10,W681,refer,4
32.6719,W868,4,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.2896190180138523,W719,automate,2
32.6983,W880,8,4,-0.47624868154525757,-0.766492486000061,-0.1860048770904541,4.0,4.0,4.0,0.0,-3.222203741846042e-07,W659,refer,4
32.741,W882,15,2,0.049891602247953415,-0.24035220220685005,0.3401354067027569,1.9501083977520466,1.6598645932972431,2.24035220220685,0.5804876089096069,0.0997929692497695,W884,automate,1
32.797200000000004,W824,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-9.979057943534233e-06,W632,refer,4
32.8035,W719,3,4,-0.5347761511802673,-0.8250199556350708,-0.24453234672546387,4.0,4.0,4.0,0.0,1.6395072656330806e-06,W772,automate,4
32.803999999999995,W888,9,2,-0.541509747505188,-0.8317535519599915,-0.2512659430503845,2.541509747505188,2.2512659430503845,2.8317535519599915,0.5804876089096069,0.0010608678156148457,W659,automate,2
32.85560000000001,W883,22,4,0.22617146372795105,-0.06407234072685242,0.5164152681827545,3.773828536272049,3.4835847318172455,4.0,0.5164152681827545,-2.067397209638342e-10,W681,refer,2
32.919900000000005,W632,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.1797353568538767e-05,W849,refer,4
33.030300000000004,W890,25,4,0.3115141987800598,0.021270394325256348,0.6017580032348633,3.68848580121994,3.3982419967651367,3.9787296056747437,0.5804876089096069,-4.777601575218709e-09,W895,refer,2
33.0487,W895,25,4,0.31593382358551025,0.025690019130706787,0.6061776280403137,3.6840661764144897,3.3938223719596863,3.974309980869293,0.5804876089096069,-3.6911646070625555e-09,W891,refer,2
33.0522,W829,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-4.431274388772744e-07,W739,refer,4
33.079800000000006,W884,15,4,0.020816583186388016,-0.26942722126841545,0.3110603876411915,3.979183416813612,3.6889396123588085,4.0,0.3110603876411915,-0.0025794009325479567,W862,refer,2
33.08,W862,14,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.004232701231802577,W881,refer,3
33.1201,W898,13,4,0.2788804769515991,-0.011363327503204346,0.5691242814064026,3.721119523048401,3.4308757185935974,4.0,0.5691242814064026,-1.716513426769034e-07,W659,refer,2
33.1636,W772,3,4,-0.6480762362480164,-0.9383200407028198,-0.3578324317932129,4.0,4.0,4.0,0.0,-0.0019299858412891516,W892,refer,4
33.1643,W892,2,4,0.272479772567749,-0.017764031887054443,0.5627235770225525,3.727520227432251,3.4372764229774475,4.0,0.5627235770225525,-0.0013368153984367624,W648,refer,2
33.1936,W900,4,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.07291869139355261,W849,automate,1
33.1944,W903,14,4,0.019255157560110092,-0.2709886468946934,0.30949896201491356,3.98074484243989,3.6905010379850864,4.0,0.30949896201491356,-0.0026302136799720545,W881,refer,2
33.225300000000004,W891,25,4,0.31873828172683716,0.02849447727203369,0.6089820861816406,3.681261718273163,3.3910179138183594,3.9715055227279663,0.5804876089096069,-2.472466912803551e-09,W899,refer,2
33.27270000000001,W904,14,4,-0.39237135648727417,-0.6826151609420776,-0.1021275520324707,4.0,4.0,4.0,0.0,-4.255773131623595e-09,W659,refer,4
33.28979999999999,W899,24,4,0.24166259169578552,-0.048581212759017944,0.531906396150589,3.7583374083042145,3.468093603849411,4.0,0.531906396150589,-2.1470135571428935e-09,W893,refer,2
33.3163,W893,23,4,0.23314709961414337,-0.057096704840660095,0.5233909040689468,3.7668529003858566,3.476609095931053,4.0,0.5233909040689468,-2.561442057253002e-09,W907,refer,2
33.3489,W881,14,4,0.008013789542019367,-0.2822300149127841,0.29825759399682283,3.9919862104579806,3.701742406003177,4.0,0.29825759399682283,-0.003720465203985074,W869,refer,2
33.4116,W907,22,4,0.22057384252548218,-0.06966996192932129,0.5108176469802856,3.779426157474518,3.4891823530197144,4.0,0.5108176469802856,-2.3628018287015885e-10,W681,refer,2
33.5572,W912,15,2,0.005945414304733276,-0.2842983901500702,0.29618921875953674,1.9940545856952667,1.7038107812404633,2.28429839015007,0.5804876089096069,0.4185597546982326,W869,automate,1
33.6185,W659,16,4,-0.10363363474607468,-0.39387743920087814,0.1866101697087288,4.0,3.813389830291271,4.0,0.1866101697087288,-1.4361095631896358e-09,W755,refer,3
33.7661,W917,22,4,0.22641819715499878,-0.06382560729980469,0.5166620016098022,3.773581802845001,3.4833379983901978,4.0,0.5166620016098022,-2.385973959769389e-10,W681,refer,2
33.790800000000004,W909,16,4,-0.4449245035648346,-0.7351683080196381,-0.15468069911003113,4.0,4.0,4.0,0.0,-3.412570389169459e-10,W755,refer,4
33.80610000000001,W919,22,4,0.25631269812583923,-0.03393110632896423,0.5465565025806427,3.7436873018741608,3.4534434974193573,4.0,0.5465565025806427,-1.9608347233632378e-10,W681,refer,2
33.842600000000004,W918,15,4,-0.4414651393890381,-0.7317089438438416,-0.15122133493423462,4.0,4.0,4.0,0.0,-8.269745422176254e-10,W755,refer,4
33.88689999999999,W921,22,4,0.2481154501438141,-0.04212835431098938,0.5383592545986176,3.751884549856186,3.4616407454013824,4.0,0.5383592545986176,-2.09210749362967e-10,W681,refer,2
33.962199999999996,W869,14,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.0035227004734273027,W914,refer,3
34.0989,W923,22,4,0.31155264377593994,0.021308839321136475,0.6017964482307434,3.68844735622406,3.3982035517692566,3.9786911606788635,0.5804876089096069,-2.858217976657256e-10,W681,refer,2
34.12810000000001,W927,22,2,0.19666272401809692,-0.09358108043670654,0.4869065284729004,1.803337275981903,1.5130934715270996,2.0935810804367065,0.5804876089096069,0.02060904174980811,W681,automate,1
34.1329,W914,15,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.0032744010922700064,W908,refer,3
34.1728,W849,3,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.0001054910575885412,W865,refer,4
34.199000000000005,W930,15,4,0.2788804769515991,-0.011363327503204346,0.5691242814064026,3.721119523048401,3.4308757185935974,4.0,0.5691242814064026,-5.925408407563543e-09,W755,refer,2
34.2019,W905,14,4,-0.46260231733322144,-0.7528461217880249,-0.17235851287841797,4.0,4.0,4.0,0.0,-2.2133364597640555e-09,W755,refer,4
34.206100000000006,W908,14,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.0033943126640783735,W886,refer,3
34.207300000000004,W929,22,4,0.23858043551445007,-0.051663368940353394,0.5288242399692535,3.76141956448555,3.4711757600307465,4.0,0.5288242399692535,-2.34469870867158e-10,W681,refer,2
34.35639999999999,W935,25,4,0.2535601258277893,-0.03668367862701416,0.5438039302825928,3.7464398741722107,3.4561960697174072,4.0,0.5438039302825928,-3.485215369940823e-09,W934,refer,2
34.3671,W932,14,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.24762950457012448,W886,automate,1
34.383,W934,24,4,0.3171064257621765,0.026862621307373047,0.60735023021698,3.6828935742378235,3.39264976978302,3.973137378692627,0.5804876089096069,-6.707697619696979e-09,W931,refer,2
34.384100000000004,W936,14,2,0.019326288253068924,-0.27091751620173454,0.3095700927078724,1.980673711746931,1.6904299072921276,2.2709175162017345,0.5804876089096069,0.91144277423501,W886,automate,1
34.388600000000004,W886,13,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.003960580254916376,W860,refer,3
34.4005,W931,23,4,0.3188322186470032,0.028588414192199707,0.6090760231018066,3.681167781352997,3.3909239768981934,3.9714115858078003,0.5804876089096069,-8.560959932590096e-09,W933,refer,2
34.5082,W933,23,4,0.2439224123954773,-0.04632139205932617,0.5341662168502808,3.7560775876045227,3.4658337831497192,4.0,0.5341662168502808,-8.74199295511587e-09,W939,refer,2
34.5657,W939,23,4,0.31999075412750244,0.029746949672698975,0.6102345585823059,3.6800092458724976,3.389765441417694,3.970253050327301,0.5804876089096069,-6.3307719311548345e-09,W940,refer,2
34.7104,W945,24,4,0.3151308298110962,0.024887025356292725,0.6053746342658997,3.684869170188904,3.3946253657341003,3.9751129746437073,0.5804876089096069,-9.890906965396907e-09,W940,refer,2
34.726199999999984,W940,24,4,0.23525793850421906,-0.05498586595058441,0.5255017429590225,3.764742061495781,3.4744982570409775,4.0,0.5255017429590225,-5.5175325110836396e-09,W948,refer,2
34.8558,W887,14,4,-0.4707460105419159,-0.7609898149967194,-0.18050220608711243,4.0,4.0,4.0,0.0,-2.5178842477791968e-09,W755,refer,4
34.8644,W780,13,4,-0.6288373470306396,-0.9190811514854431,-0.3385935425758362,4.0,4.0,4.0,0.0,-5.896021881769949e-09,W755,refer,4
34.869200000000006,W950,24,4,0.3116939961910248,0.021450191736221313,0.6019378006458282,3.688306003808975,3.3980621993541718,3.9785498082637787,0.5804876089096069,-6.665865543069967e-09,W948,refer,2
34.9122,W948,23,4,0.22651390731334686,-0.0637298971414566,0.5167577117681503,3.773486092686653,3.4832422882318497,4.0,0.5167577117681503,-5.328249896384667e-10,W681,refer,2
35.059400000000004,W956,23,4,0.2519753873348236,-0.03826841711997986,0.5422191917896271,3.7480246126651764,3.457780808210373,4.0,0.5422191917896271,-4.660566104435603e-10,W681,refer,2
35.1252,W957,13,4,0.2788804769515991,-0.011363327503204346,0.5691242814064026,3.721119523048401,3.4308757185935974,4.0,0.5691242814064026,-2.8840499565904266e-08,W817,refer,2
35.164,W915,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.428735484161094e-07,W739,refer,3
35.1673,W959,23,4,0.3182598948478699,0.028016090393066406,0.6085036993026733,3.68174010515213,3.3914963006973267,3.9719839096069336,0.5804876089096069,-7.656994056454378e-10,W681,refer,2
35.199999999999996,W953,19,2,0.02135452628135681,-0.26888927817344666,0.3115983307361603,1.9786454737186432,1.6884016692638397,2.2688892781734467,0.5804876089096069,0.7477928725571928,W942,automate,1
35.2867,W944,12,4,-0.47175121307373047,-0.7619950175285339,-0.181507408618927,4.0,4.0,4.0,0.0,-7.045779018253647e-09,W755,refer,4
35.358399999999996,W755,11,4,-0.10686234384775162,-0.3971061483025551,0.18338146060705185,4.0,3.816618539392948,4.0,0.18338146060705185,-1.8297475272353092e-08,W817,refer,3
35.4538,W681,22,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.0577260274648607e-09,W827,refer,4
35.4575,W827,21,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.197101480104498e-10,W857,refer,4
35.46089999999998,W857,20,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.4977613717835215e-09,W809,refer,4
35.473,W809,19,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.829575039391133e-09,W842,refer,4
35.502500000000005,W967,11,4,-0.45951515436172485,-0.7497589588165283,-0.1692713499069214,4.0,4.0,4.0,0.0,-3.529140268376489e-09,W817,refer,4
35.583200000000005,W962,23,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.2783856492709534,W963,automate,1
35.6393,W963,22,4,0.021587762981653214,-0.26865604147315025,0.3118315674364567,3.978412237018347,3.6881684325635433,4.0,0.3118315674364567,-0.003189236273088096,W942,refer,2
35.6507,W973,22,4,0.028355702757835388,-0.2618881016969681,0.31859950721263885,3.9716442972421646,3.681400492787361,4.0,0.31859950721263885,-0.00383001114078833,W942,refer,2
35.854099999999995,W975,21,2,0.24254097044467926,-0.04770283401012421,0.5327847748994827,1.7574590295553207,1.4672152251005173,2.047702834010124,0.5804876089096069,0.12309780889285125,W978,automate,1
35.862500000000004,W978,20,4,0.2538719177246094,-0.03637188673019409,0.5441157221794128,3.7461280822753906,3.455884277820587,4.0,0.5441157221794128,-1.6034944794557013e-08,W971,refer,2
35.8911,W977,22,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.20841339147622956,W942,automate,1
36.119699999999995,W974,2,4,0.037494808435440063,-0.2527489960193634,0.32773861289024353,3.96250519156456,3.6722613871097565,4.0,0.32773861289024353,-3.557390702624778e-05,W986,refer,2
36.226800000000004,W984,24,2,0.23654624819755554,-0.053697556257247925,0.526790052652359,1.7634537518024445,1.473209947347641,2.053697556257248,0.5804876089096069,-0.6249618015705525,W980,refer,1
36.25770000000001,W980,23,2,0.23249340057373047,-0.057750403881073,0.5227372050285339,1.7675065994262695,1.477262794971466,2.057750403881073,0.5804876089096069,0.07597882107925649,W985,automate,1
36.2719,W964,5,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.05021401835446507,W989,automate,1
36.2738,W979,11,2,-0.5811851024627686,-0.871428906917572,-0.2909412980079651,2.5811851024627686,2.290941298007965,2.871428906917572,0.5804876089096069,0.00017198095025138836,W817,automate,2
36.338499999999996,W993,26,2,0.010341898538172245,-0.2799019059166312,0.3005857029929757,1.9896581014618278,1.6994142970070243,2.279901905916631,0.5804876089096069,0.9375635035020535,W996,automate,1
36.393800000000006,W985,22,4,0.31858938932418823,0.028345584869384766,0.6088331937789917,3.6814106106758118,3.3911668062210083,3.9716544151306152,0.5804876089096069,-1.1279564354855178e-08,W983,refer,2
36.4243,W739,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.6307222348067612e-06,W686,refer,4
36.4285,W996,25,2,0.09540696442127228,-0.1948368400335312,0.38565076887607574,1.9045930355787277,1.6143492311239243,2.194836840033531,0.5804876089096069,0.10273350712226141,W995,automate,1
36.43319999999999,W983,21,4,0.23136359453201294,-0.05888020992279053,0.5216073989868164,3.768636405467987,3.4783926010131836,4.0,0.5216073989868164,-1.155947440549015e-08,W981,refer,2
36.477199999999996,W981,21,4,0.2242680788040161,-0.06597572565078735,0.5145118832588196,3.775731921195984,3.4854881167411804,4.0,0.5145118832588196,-1.1589854145897137e-08,W971,refer,2
36.519499999999994,W942,26,4,0.025512762367725372,-0.2647310420870781,0.31575656682252884,3.9744872376322746,3.684243433177471,4.0,0.31575656682252884,-0.002391697760952545,W995,refer,2
36.53649999999998,W1001,22,4,0.3257084786891937,0.03546467423439026,0.6159522831439972,3.6742915213108063,3.384047716856003,3.9645353257656097,0.5804876089096069,-1.303288358042079e-08,W1000,refer,2
36.543499999999995,W995,25,4,0.028428807854652405,-0.26181499660015106,0.31867261230945587,3.9715711921453476,3.681327387690544,4.0,0.31867261230945587,-0.0014012412497686195,W998,refer,2
36.575300000000006,W972,2,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-6.385766768522785e-14,W938,refer,2
36.642,W1000,22,4,0.2274574637413025,-0.06278634071350098,0.517701268196106,3.7725425362586975,3.482298731803894,4.0,0.517701268196106,-6.427415988129952e-09,W999,refer,2
36.7196,W997,11,4,0.2788804769515991,-0.011363327503204346,0.5691242814064026,3.721119523048401,3.4308757185935974,4.0,0.5691242814064026,-1.3019115806819144e-08,W817,refer,2
36.727,W982,2,4,0.17331960797309875,-0.11692419648170471,0.4635634124279022,3.8266803920269012,3.536436587572098,4.0,0.4635634124279022,-4.698505622226659e-15,W937,refer,2
36.76010000000001,W910,10,4,-0.5136646628379822,-0.8039084672927856,-0.2234208583831787,4.0,4.0,4.0,0.0,-1.2855216413873067e-08,W817,refer,4
36.7814,W1009,27,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.20472082885915685,W998,automate,1
36.7837,W999,21,4,0.23244693875312805,-0.057796865701675415,0.5226907432079315,3.767553061246872,3.4773092567920685,4.0,0.5226907432079315,-1.231131083415714e-08,W971,refer,2
36.7923,W901,9,4,-0.545676052570343,-0.8359198570251465,-0.25543224811553955,4.0,4.0,4.0,0.0,-3.0554768286407294e-08,W817,refer,4
36.8735,W1014,29,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.21278860144947107,W1015,automate,1
36.8999,W1015,28,4,0.0007938030175864697,-0.289450001437217,0.29103760747238994,3.9992061969824135,3.70896239252761,4.0,0.29103760747238994,0.0001713134722374067,W998,automate,2
36.932900000000004,W1013,22,4,0.3128529191017151,0.02260911464691162,0.6030967235565186,3.687147080898285,3.3969032764434814,3.9773908853530884,0.5804876089096069,-1.502625688115828e-08,W1018,refer,2
36.9649,W1018,21,4,0.24526286125183105,-0.04498094320297241,0.5355066657066345,3.754737138748169,3.4644933342933655,4.0,0.5355066657066345,-1.0681333080624748e-08,W971,refer,2
36.9719,W971,20,4,0.22071442008018494,-0.06952938437461853,0.5109582245349884,3.779285579919815,3.4890417754650116,4.0,0.5109582245349884,-2.0796698740970973e-08,W1005,refer,2
36.997699999999995,W1020,30,4,0.016862384974956512,-0.27338141947984695,0.30710618942976,3.9831376150250435,3.69289381057024,4.0,0.30710618942976,-0.0011399755106045245,W1021,refer,2
37.0,W1021,29,4,0.028448455035686493,-0.261795349419117,0.31869225949048996,3.9715515449643135,3.68130774050951,4.0,0.31869225949048996,-0.000922410347162783,W998,refer,2
37.00330000000001,W296,28,4,-0.1243661493062973,-0.41460995376110077,0.16587765514850616,4.0,3.834122344851494,4.0,0.16587765514850616,-0.0012355448197008815,W998,refer,4
37.055400000000006,W1005,19,4,0.22228550910949707,-0.0679582953453064,0.5125293135643005,3.777714490890503,3.4874706864356995,4.0,0.5125293135643005,-3.1454314645757256e-09,W842,refer,2
37.257299999999994,W1031,20,4,0.2955467700958252,0.0053029656410217285,0.5857905745506287,3.704453229904175,3.4142094254493713,3.9946970343589783,0.5804876089096069,-2.1735440781056076e-08,W1027,refer,2
37.3304,W1027,19,4,0.2227669060230255,-0.06747689843177795,0.513010710477829,3.7772330939769745,3.486989289522171,4.0,0.513010710477829,-3.2600768817375677e-09,W842,refer,2
37.4762,W842,18,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-6.860178037643517e-09,W861,refer,4
37.4895,W1035,18,4,0.319441556930542,0.029197752475738525,0.6096853613853455,3.680558443069458,3.3903146386146545,3.9708022475242615,0.5804876089096069,-9.33119082618358e-09,W861,refer,2
37.519800000000004,W1026,32,4,0.017205219715833664,-0.2730385847389698,0.30744902417063713,3.9827947802841663,3.692550975829363,4.0,0.30744902417063713,-0.0006659764848411921,W1034,refer,2
37.5604,W1036,19,4,0.24513080716133118,-0.04511299729347229,0.5353746116161346,3.754869192838669,3.4646253883838654,4.0,0.5353746116161346,-1.121591281342636e-07,W861,refer,2
37.5695,W1034,31,4,0.02103312313556671,-0.26921068131923676,0.3112769275903702,3.9789668768644333,3.68872307240963,4.0,0.3112769275903702,-0.0004990972054357853,W356,refer,2
37.6852,W1044,34,2,0.029003575444221497,-0.26124022901058197,0.31924737989902496,1.9709964245557785,1.680752620100975,2.261240229010582,0.5804876089096069,0.280874335588951,W356,automate,1
37.7636,W1048,14,2,0.2788804769515991,-0.011363327503204346,0.5691242814064026,1.7211195230484009,1.4308757185935974,2.0113633275032043,0.5804876089096069,-0.02500970765204373,W1045,refer,1
37.889,W1042,33,4,0.028638504445552826,-0.26160530000925064,0.3188823089003563,3.971361495554447,3.6811176910996437,4.0,0.3188823089003563,-0.0005552898101175306,W356,refer,2
37.9363,W1043,24,4,0.25459790229797363,-0.035645902156829834,0.5448417067527771,3.7454020977020264,3.455158293247223,4.0,0.5448417067527771,-2.6034853509476806e-07,W1051,refer,2
37.9759,W1040,2,2,1.0596386194229126,0.7693948149681091,1.349882423877716,1.0,1.0,1.2306051850318909,0.23060518503189087,0.8815006142667043,W1053,automate,1
38.0333,W356,32,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.0003937848996146819,W1047,refer,4
38.064699999999995,W1051,27,4,0.31183743476867676,0.02159363031387329,0.6020812392234802,3.6881625652313232,3.3979187607765198,3.9784063696861267,0.5804876089096069,-1.1762606099157714e-07,W1058,refer,2
38.0876,W1058,26,4,0.3122491240501404,0.022005319595336914,0.6024929285049438,3.6877508759498596,3.397507071495056,3.977994680404663,0.5804876089096069,-1.584223451925216e-07,W1056,refer,2
38.10620000000001,W1056,25,4,0.31400495767593384,0.02376115322113037,0.6042487621307373,3.685995042324066,3.3957512378692627,3.9762388467788696,0.5804876089096069,-1.888134845431604e-07,W1062,refer,2
