t_bh,wo,n_cand,recorded_class,s_hat,s_lo,s_hi,c_hat,c_hat_lo,c_hat_hi,interval_width,margin,rival,verdict,c_star_eval_only
4.0840000000000005,W111,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.6893776089293397e-09,W113,refer,4
4.3994,W113,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-5.465080642517509e-09,W121,refer,4
4.6411,W129,2,2,-0.26823559403419495,-0.5584793984889984,0.02200821042060852,2.268235594034195,1.9779917895793915,2.5584793984889984,0.5804876089096069,7.274314601661685e-15,W124,automate,3
4.7731,W125,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.5399098941448237e-10,W132,refer,4
4.8278,W132,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.777921582213509e-10,W127,refer,4
4.9037,W127,6,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-4.7659947392923085e-09,W121,refer,4
5.030200000000001,W121,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.545737917629338e-08,W95,refer,4
5.0882,W95,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.5449122370900154e-07,W112,refer,4
5.138999999999999,W133,2,4,-0.26349031925201416,-0.5537341237068176,0.026753485202789307,4.0,3.9732465147972107,4.0,0.026753485202789307,8.181085059333428e-50,W137,automate,4
5.1869,W139,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-6.143676086577327e-08,W112,refer,4
5.3136,W112,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-6.877690964514493e-07,W130,refer,4
5.9268,W156,15,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.000527940516527602,W162,automate,2
5.9566,W162,15,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.5770171612477158e-14,W159,refer,4
6.0351,W159,14,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.5420343957026667e-13,W151,refer,4
6.0465,W163,2,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,7.091083133357912e-20,W144,automate,2
6.061800000000001,W151,13,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-7.690235515795792e-13,W148,refer,4
6.1645,W148,12,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.3685490194334352e-12,W150,refer,4
6.2591,W150,13,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-9.860177494001745e-13,W172,refer,4
6.3625,W176,13,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.001593310177873252,W172,automate,2
6.513199999999999,W179,14,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.4533477951486566e-13,W178,refer,4
6.570499999999999,W178,13,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.437053649065912e-13,W172,refer,4
6.6096,W172,13,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.7828480090975676e-11,W155,refer,4
6.6534,W187,13,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.2699857638056325e-11,W155,refer,4
6.6967,W188,3,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,-0.04169379328860633,W184,refer,2
6.718000000000001,W155,12,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-6.209072846930835e-11,W160,refer,4
6.724399999999999,W184,3,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.004409861258363076,W183,automate,2
6.755699999999999,W160,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.3454420713867466e-10,W170,refer,4
6.7672,W183,2,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-7.071440238520974e-15,W189,refer,4
6.897200000000001,W170,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.3377364273871254e-10,W145,refer,4
7.0007,W145,10,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.270482009708612e-10,W154,refer,4
7.0897,W197,12,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.003909332266258854,W199,automate,2
7.1563,W199,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.1891140963557538e-10,W196,refer,4
7.211399999999999,W202,12,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.016987876407631e-11,W196,refer,4
7.3553,W204,12,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.0038245425644743763,W196,automate,2
7.361500000000001,W196,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.6235214046601015e-10,W154,refer,4
7.374,W201,10,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-7.092002119827166e-10,W154,refer,4
7.456,W154,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.591737330413773e-10,W191,refer,4
7.6003,W191,10,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.804589461954874e-10,W206,refer,4
7.739500000000001,W211,10,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.006577873032231269,W206,automate,2
7.946899999999999,W213,11,1,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,1.0064468933269382,1.0,1.2966906977817416,0.2966906977817416,0.48582452864909337,W206,automate,1
8.022400000000001,W161,10,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.97476219231484e-10,W206,refer,4
8.0924,W214,2,1,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,1.0064468933269382,1.0,1.2966906977817416,0.2966906977817416,0.00806413961559838,W215,automate,1
8.1566,W206,9,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.420910892972526e-09,W164,refer,4
8.1634,W164,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-9.324224822797224e-09,W216,refer,4
8.285400000000001,W216,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.5247255437145693e-08,W205,refer,4
8.7085,W236,9,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-9.909620845951432e-08,W205,refer,4
8.7303,W205,9,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.4129573692552412e-07,W143,refer,4
8.7466,W143,9,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.8210500860518345e-07,W130,refer,4
8.8954,W239,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.31904865615757e-07,W130,refer,4
9.022,W243,9,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.01428516176417e-07,W245,refer,4
9.0778,W245,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.6706677373902923e-07,W130,refer,4
9.230500000000001,W250,9,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.017486995313431605,W251,automate,3
9.3008,W251,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.6341546973447102e-07,W130,refer,4
9.4683,W261,4,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.007611736799428928,W260,automate,2
9.554599999999999,W262,9,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.019341922567994094,W254,automate,3
9.6006,W254,9,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.333180194333023e-07,W264,refer,4
9.691600000000001,W264,9,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.2812335071395016e-07,W130,refer,4
9.7596,W130,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-5.244391301147237e-07,W240,refer,4
9.765,W240,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.214333906124769e-07,W142,refer,4
9.8097,W267,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.2064592209941844e-07,W114,refer,4
9.8277,W268,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-6.852687647652585e-07,W142,refer,4
9.910400000000001,W271,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.992915428712497e-07,W114,refer,4
9.9306,W260,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.236901441778405e-09,W258,refer,4
10.0139,W142,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.609220978680859e-07,W114,refer,4
10.068000000000001,W185,7,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-1.809921365515406e-06,W114,refer,4
10.224599999999999,W274,5,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.011055703785379284,W273,automate,2
10.3489,W276,8,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-2.441930464972403e-07,W278,refer,4
10.4153,W273,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.6489411613745186e-05,W258,refer,4
10.4166,W258,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-8.103732000814783e-05,W263,refer,4
10.4537,W263,3,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.00020670614587408332,W259,refer,4
10.714899999999998,W286,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.00011018927025527515,W259,refer,4
10.9199,W285,12,2,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,2.006446893326938,1.7162030888721347,2.2966906977817416,0.5804876089096069,0.0602522930851346,W290,automate,3
11.0245,W290,11,3,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,3.006446893326938,2.7162030888721347,3.2966906977817416,0.5804876089096069,6.329410135280612e-06,W278,automate,4
11.088000000000001,W291,6,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.001997577885204515,W300,refer,4
11.1145,W278,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-9.66683416228595e-08,W280,refer,4
11.2239,W300,5,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,0.0007621037651253286,W259,automate,4
11.369299999999999,W259,4,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.002913027947835873,W281,refer,4
11.3824,W281,3,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-0.0009262067980205331,W279,refer,4
11.4539,W280,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-3.780864808886183e-07,W114,refer,4
11.577499999999999,W114,11,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,-4.3563718548017923e-07,W301,refer,4
11.5951,W310,3,4,-0.006446893326938152,-0.2966906977817416,0.2837969111278653,4.0,3.7162030888721347,4.0,0.2837969111278653,0.00020450894137682106,W279,automate,4
