part,arm,policy,split_fit,alpha,band_mode,campus,regime,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,oracle,rule_sup,m0_sup,m0_sup_revfrac,m0_sup_orr,rule_sup_revfrac,rule_sup_orr
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0025,2253,6411.756400,2874.631200,2533.840800,5841.284000,2795.008800,0.0488,0.0690,0.0501,0.2809
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0026,2253,5006.202000,2027.995200,1938.243600,4942.088000,2011.230400,0.0501,0.0235,0.0501,0.1647
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0027,2253,2535.368000,1709.633200,1685.882800,2289.716400,1689.346800,0.0480,0.0263,0.0500,0.2025
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0028,2253,2083.722400,1340.740000,1316.495200,2068.444800,1340.740000,0.0506,0.0000,0.0501,0.0759
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0029,2253,4540.255600,1817.275200,1226.778800,3441.942800,1616.481600,0.0476,0.0465,0.0505,0.3516
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0020,2253,2113.920800,2054.074000,1660.290800,2114.436400,2005.690400,0.0196,0.0606,0.0197,0.0606
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0021,2253,2468.501600,2254.628800,2178.691200,2467.158800,2254.628800,0.0202,0.0000,0.0196,0.1034
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0022,2253,1216.011200,1054.506000,991.862400,1200.699200,1047.750000,0.0198,0.1333,0.0188,0.1071
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0023,2253,5676.362400,3311.787600,2621.206400,5483.968800,3311.787600,0.0199,0.0000,0.0200,0.3824
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0024,2253,4396.206800,2793.975600,1996.894800,4212.750800,2796.720400,0.0201,0.0625,0.0203,0.3125
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0025,2253,6411.756400,3619.955600,2533.840800,6274.492800,3618.459600,0.0202,0.0833,0.0203,0.3333
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0026,2253,5006.202000,2064.209200,1938.243600,4973.846400,2002.836800,0.0200,0.1176,0.0200,0.2353
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0027,2253,2535.368000,1883.423600,1685.882800,2515.747200,1848.769600,0.0202,0.0938,0.0203,0.2500
