campus,cell,inst_id,sigma_s,beta,wtag,twt_rule,twt_oracle
9,storm150_a200_c80,c09_storm_150_a200_c80_0015,2.0,1.0,w16421,1.2630,1.2630
9,storm150_a200_c80,c09_storm_150_a200_c80_0015,2.0,1.0,w27931,1.2630,1.2630
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0016,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0017,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,0.5,w8421,91.1112,91.1112
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,0.5,w16421,91.1112,91.1112
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,0.5,w27931,205.0002,205.0002
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,0.75,w8421,91.1112,91.1112
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,0.75,w16421,91.1112,91.1112
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,0.75,w27931,205.0002,205.0002
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,1.0,w8421,91.1112,91.1112
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,1.0,w16421,91.1112,91.1112
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,1.0,1.0,w27931,205.0002,205.0002
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,0.5,w8421,45.5556,45.5556
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,0.5,w16421,45.5556,45.5556
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,0.5,w27931,68.3334,68.3334
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,0.75,w8421,45.5556,45.5556
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,0.75,w16421,45.5556,45.5556
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,0.75,w27931,68.3334,68.3334
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,1.0,w8421,45.5556,45.5556
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,1.0,w16421,45.5556,45.5556
9,storm150_a200_c80,c09_storm_150_a200_c80_0018,2.0,1.0,w27931,68.3334,68.3334
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0019,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0020,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,0.5,w8421,52.5114,52.5114
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,0.5,w16421,52.5114,52.5114
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,0.5,w27931,78.7671,78.7671
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,0.75,w8421,52.5114,52.5114
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,0.75,w16421,52.5114,52.5114
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,0.75,w27931,78.7671,78.7671
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,1.0,w8421,52.5114,52.5114
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,1.0,w16421,52.5114,52.5114
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,1.0,1.0,w27931,78.7671,78.7671
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,0.5,w8421,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,0.5,w16421,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,0.5,w27931,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,0.75,w8421,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,0.75,w16421,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,0.75,w27931,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,1.0,w8421,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,1.0,w16421,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0021,2.0,1.0,w27931,26.2557,26.2557
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,0.5,w8421,171.7224,171.7224
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,0.5,w16421,343.4448,343.4448
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,0.5,w27931,579.5631,579.5631
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,0.75,w8421,171.7224,171.7224
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,0.75,w16421,343.4448,343.4448
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,0.75,w27931,579.5631,579.5631
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,1.0,w8421,171.7224,171.7224
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,1.0,w16421,343.4448,343.4448
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,1.0,1.0,w27931,579.5631,579.5631
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,0.5,w8421,171.7224,171.7224
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,0.5,w16421,343.4448,343.4448
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,0.5,w27931,579.5631,579.5631
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,0.75,w8421,171.7224,171.7224
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,0.75,w16421,343.4448,343.4448
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,0.75,w27931,579.5631,579.5631
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,1.0,w8421,171.7224,171.7224
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,1.0,w16421,343.4448,343.4448
9,storm150_a200_c80,c09_storm_150_a200_c80_0022,2.0,1.0,w27931,579.5631,579.5631
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,0.5,w8421,74.1940,74.1940
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,0.5,w16421,74.1940,74.1940
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,0.5,w27931,166.9365,166.9365
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,0.75,w8421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,0.75,w16421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,0.75,w27931,55.6455,55.6455
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,1.0,w8421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,1.0,w16421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,1.0,1.0,w27931,55.6455,55.6455
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,0.5,w8421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,0.5,w16421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,0.5,w27931,55.6455,55.6455
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,0.75,w8421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,0.75,w16421,37.0970,37.0970
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,0.75,w27931,55.6455,55.6455
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,1.0,w8421,18.5485,18.5485
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,1.0,w16421,18.5485,18.5485
9,storm150_a200_c80,c09_storm_150_a200_c80_0023,2.0,1.0,w27931,18.5485,18.5485
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0024,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,0.5,w8421,0.4208,0.4208
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,0.5,w16421,0.8416,0.8416
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,0.5,w27931,1.4202,1.4202
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,0.75,w8421,0.4208,0.4208
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,0.75,w16421,0.8416,0.8416
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,0.75,w27931,1.4202,1.4202
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,1.0,w8421,0.4208,0.4208
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,1.0,w16421,0.8416,0.8416
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,1.0,1.0,w27931,1.4202,1.4202
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,0.5,w8421,0.4208,0.4208
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,0.5,w16421,0.8416,0.8416
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,0.5,w27931,1.4202,1.4202
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,0.75,w8421,0.2104,0.2104
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,0.75,w16421,0.2104,0.2104
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,0.75,w27931,0.4734,0.4734
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,1.0,w8421,0.2104,0.2104
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,1.0,w16421,0.2104,0.2104
9,storm150_a200_c80,c09_storm_150_a200_c80_0025,2.0,1.0,w27931,0.4734,0.4734
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,0.5,w8421,229.8256,229.8256
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,0.5,w16421,459.6512,459.6512
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,0.5,w27931,775.6614,775.6614
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,0.75,w8421,118.8256,118.8256
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,0.75,w16421,126.6512,126.6512
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,0.75,w27931,276.1614,276.1614
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,1.0,w8421,118.8256,118.8256
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,1.0,w16421,126.6512,126.6512
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,1.0,1.0,w27931,276.1614,276.1614
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,0.5,w8421,229.8256,229.8256
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,0.5,w16421,459.6512,459.6512
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,0.5,w27931,775.6614,775.6614
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,0.75,w8421,229.8256,229.8256
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,0.75,w16421,459.6512,459.6512
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,0.75,w27931,775.6614,775.6614
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,1.0,w8421,118.8256,118.8256
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,1.0,w16421,126.6512,126.6512
9,storm150_a200_c80,c09_storm_150_a200_c80_0026,2.0,1.0,w27931,276.1614,276.1614
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0027,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,0.5,w8421,71.4424,71.4424
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,0.5,w16421,142.8848,142.8848
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,0.5,w27931,241.1181,241.1181
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,0.75,w8421,71.4424,71.4424
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,0.75,w16421,142.8848,142.8848
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,0.75,w27931,241.1181,241.1181
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,1.0,w8421,71.4424,71.4424
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,1.0,w16421,142.8848,142.8848
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,1.0,1.0,w27931,241.1181,241.1181
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,0.5,w8421,71.4424,71.4424
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,0.5,w16421,142.8848,142.8848
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,0.5,w27931,241.1181,241.1181
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,0.75,w8421,71.4424,71.4424
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,0.75,w16421,142.8848,142.8848
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,0.75,w27931,241.1181,241.1181
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,1.0,w8421,71.4424,71.4424
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,1.0,w16421,142.8848,142.8848
9,storm150_a200_c80,c09_storm_150_a200_c80_0028,2.0,1.0,w27931,241.1181,241.1181
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,0.5,w8421,82.3856,82.3856
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,0.5,w16421,164.7712,164.7712
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,0.5,w27931,278.0514,278.0514
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,0.75,w8421,82.3856,82.3856
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,0.75,w16421,164.7712,164.7712
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,0.75,w27931,278.0514,278.0514
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,1.0,w8421,82.3856,82.3856
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,1.0,w16421,164.7712,164.7712
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,1.0,1.0,w27931,278.0514,278.0514
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,0.5,w8421,82.3856,82.3856
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,0.5,w16421,164.7712,164.7712
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,0.5,w27931,278.0514,278.0514
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,0.75,w8421,82.3856,82.3856
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,0.75,w16421,164.7712,164.7712
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,0.75,w27931,278.0514,278.0514
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,1.0,w8421,82.3856,82.3856
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,1.0,w16421,164.7712,164.7712
9,storm150_a200_c80,c09_storm_150_a200_c80_0029,2.0,1.0,w27931,278.0514,278.0514
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,0.5,w8421,322.4624,322.4624
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,0.5,w16421,602.3200,602.3200
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,0.5,w27931,1040.3802,1040.3802
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,0.75,w8421,322.4624,322.4624
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,0.75,w16421,602.3200,602.3200
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,0.75,w27931,1040.3802,1040.3802
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,1.0,w8421,327.0244,327.0244
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,1.0,w16421,616.0060,616.0060
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,1.0,1.0,w27931,1060.9092,1060.9092
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,0.5,w8421,236.1280,236.1280
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,0.5,w16421,343.3168,343.3168
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,0.5,w27931,651.8754,651.8754
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,0.75,w8421,319.8140,319.8140
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,0.75,w16421,594.3748,594.3748
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,0.75,w27931,1028.4624,1028.4624
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,1.0,w8421,337.0328,337.0328
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,1.0,w16421,646.0312,646.0312
9,pmmix150_p20_c60,c09_pmmix_150_p20_c60_0000,2.0,1.0,w27931,1105.9470,1105.9470
