campus,cell,inst_id,sigma_s,beta,wtag,twt_rule,twt_oracle
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0000,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,0.5,w8421,308.0208,308.0208
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,0.5,w16421,616.0416,616.0416
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,0.5,w27931,1039.5702,1039.5702
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,0.75,w8421,308.0208,308.0208
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,0.75,w16421,616.0416,616.0416
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,0.75,w27931,1039.5702,1039.5702
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,1.0,w8421,308.0208,308.0208
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,1.0,w16421,616.0416,616.0416
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,1.0,1.0,w27931,1039.5702,1039.5702
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,0.5,w8421,154.0104,154.0104
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,0.5,w16421,154.0104,154.0104
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,0.5,w27931,346.5234,346.5234
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,0.75,w8421,154.0104,154.0104
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,0.75,w16421,154.0104,154.0104
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,0.75,w27931,346.5234,346.5234
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,1.0,w8421,308.0208,308.0208
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,1.0,w16421,616.0416,616.0416
9,storm150_a300_c80,c09_storm_150_a300_c80_0001,2.0,1.0,w27931,1039.5702,1039.5702
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,0.5,w8421,275.5566,275.5566
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,0.5,w16421,546.9102,546.9102
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,0.5,w27931,922.1229,922.1229
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,0.75,w8421,275.5566,275.5566
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,0.75,w16421,546.9102,546.9102
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,0.75,w27931,922.1229,922.1229
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,1.0,w8421,275.5566,275.5566
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,1.0,w16421,546.9102,546.9102
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,1.0,1.0,w27931,922.1229,922.1229
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,0.5,w8421,273.4551,273.4551
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,0.5,w16421,544.8087,544.8087
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,0.5,w27931,917.9199,917.9199
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,0.75,w8421,273.4551,273.4551
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,0.75,w16421,544.8087,544.8087
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,0.75,w27931,917.9199,917.9199
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,1.0,w8421,273.4551,273.4551
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,1.0,w16421,544.8087,544.8087
9,storm150_a300_c80,c09_storm_150_a300_c80_0002,2.0,1.0,w27931,917.9199,917.9199
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,0.5,w8421,53.7256,53.7256
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,0.5,w16421,107.4512,107.4512
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,0.5,w27931,181.3239,181.3239
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,0.75,w8421,53.7256,53.7256
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,0.75,w16421,107.4512,107.4512
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,0.75,w27931,181.3239,181.3239
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,1.0,w8421,53.7256,53.7256
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,1.0,w16421,107.4512,107.4512
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,1.0,1.0,w27931,181.3239,181.3239
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,0.5,w8421,53.7256,53.7256
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,0.5,w16421,107.4512,107.4512
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,0.5,w27931,181.3239,181.3239
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,0.75,w8421,53.7256,53.7256
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,0.75,w16421,107.4512,107.4512
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,0.75,w27931,181.3239,181.3239
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,1.0,w8421,53.7256,53.7256
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,1.0,w16421,107.4512,107.4512
9,storm150_a300_c80,c09_storm_150_a300_c80_0003,2.0,1.0,w27931,181.3239,181.3239
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,0.5,w8421,11.8968,11.8968
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,0.5,w16421,23.7936,23.7936
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,0.5,w27931,40.1517,40.1517
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,0.75,w8421,11.8968,11.8968
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,0.75,w16421,23.7936,23.7936
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,0.75,w27931,40.1517,40.1517
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,1.0,w8421,11.8968,11.8968
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,1.0,w16421,23.7936,23.7936
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,1.0,1.0,w27931,40.1517,40.1517
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,0.5,w8421,11.8968,11.8968
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,0.5,w16421,23.7936,23.7936
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,0.5,w27931,40.1517,40.1517
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,0.75,w8421,11.8968,11.8968
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,0.75,w16421,23.7936,23.7936
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,0.75,w27931,40.1517,40.1517
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,1.0,w8421,11.8968,11.8968
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,1.0,w16421,23.7936,23.7936
9,storm150_a300_c80,c09_storm_150_a300_c80_0004,2.0,1.0,w27931,40.1517,40.1517
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0005,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0006,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,0.5,w8421,147.8474,147.8474
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,0.5,w16421,256.9258,256.9258
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,0.5,w27931,426.2931,426.2931
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,0.75,w8421,147.8474,147.8474
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,0.75,w16421,256.9258,256.9258
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,0.75,w27931,426.2931,426.2931
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,1.0,w8421,147.8474,147.8474
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,1.0,w16421,256.9258,256.9258
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,1.0,1.0,w27931,426.2931,426.2931
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,0.5,w8421,128.4629,128.4629
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,0.5,w16421,237.5413,237.5413
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,0.5,w27931,387.5241,387.5241
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,0.75,w8421,128.4629,128.4629
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,0.75,w16421,237.5413,237.5413
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,0.75,w27931,387.5241,387.5241
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,1.0,w8421,128.4629,128.4629
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,1.0,w16421,237.5413,237.5413
9,storm150_a300_c80,c09_storm_150_a300_c80_0007,2.0,1.0,w27931,387.5241,387.5241
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,0.5,w8421,267.8152,267.8152
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,0.5,w16421,535.6304,535.6304
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,0.5,w27931,903.8763,903.8763
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,0.75,w8421,267.8152,267.8152
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,0.75,w16421,535.6304,535.6304
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,0.75,w27931,903.8763,903.8763
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,1.0,w8421,267.8152,267.8152
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,1.0,w16421,535.6304,535.6304
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,1.0,1.0,w27931,903.8763,903.8763
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,0.5,w8421,267.8152,267.8152
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,0.5,w16421,535.6304,535.6304
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,0.5,w27931,903.8763,903.8763
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,0.75,w8421,267.8152,267.8152
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,0.75,w16421,535.6304,535.6304
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,0.75,w27931,903.8763,903.8763
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,1.0,w8421,264.7352,264.7352
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,1.0,w16421,526.3904,526.3904
9,storm150_a300_c80,c09_storm_150_a300_c80_0008,2.0,1.0,w27931,890.0163,890.0163
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0009,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,0.5,w8421,96.8944,96.8944
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,0.5,w16421,96.8944,96.8944
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,0.5,w27931,218.0124,218.0124
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,0.75,w8421,96.8944,96.8944
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,0.75,w16421,96.8944,96.8944
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,0.75,w27931,218.0124,218.0124
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,1.0,w8421,48.4472,48.4472
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,1.0,w16421,48.4472,48.4472
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,1.0,1.0,w27931,72.6708,72.6708
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,0.5,w8421,96.8944,96.8944
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,0.5,w16421,96.8944,96.8944
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,0.5,w27931,218.0124,218.0124
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,0.75,w8421,48.4472,48.4472
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,0.75,w16421,48.4472,48.4472
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,0.75,w27931,72.6708,72.6708
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,1.0,w8421,48.4472,48.4472
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,1.0,w16421,48.4472,48.4472
9,storm150_a300_c80,c09_storm_150_a300_c80_0010,2.0,1.0,w27931,72.6708,72.6708
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,0.5,w8421,51.2004,51.2004
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,0.5,w16421,69.5300,69.5300
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,0.5,w27931,135.8217,135.8217
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,0.75,w8421,51.2004,51.2004
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,0.75,w16421,69.5300,69.5300
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,0.75,w27931,135.8217,135.8217
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,1.0,w8421,51.2004,51.2004
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,1.0,w16421,69.5300,69.5300
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,1.0,1.0,w27931,135.8217,135.8217
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,0.5,w8421,34.7650,34.7650
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,0.5,w16421,53.0946,53.0946
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,0.5,w27931,86.5155,86.5155
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,0.75,w8421,34.7650,34.7650
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,0.75,w16421,53.0946,53.0946
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,0.75,w27931,86.5155,86.5155
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,1.0,w8421,51.2004,51.2004
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,1.0,w16421,69.5300,69.5300
9,storm150_a300_c80,c09_storm_150_a300_c80_0011,2.0,1.0,w27931,135.8217,135.8217
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,0.5,w8421,70.8592,70.8592
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,0.5,w16421,141.7184,141.7184
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,0.5,w27931,239.1498,239.1498
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,0.75,w8421,70.8592,70.8592
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,0.75,w16421,141.7184,141.7184
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,0.75,w27931,239.1498,239.1498
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,1.0,w8421,70.8592,70.8592
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,1.0,w16421,141.7184,141.7184
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,1.0,1.0,w27931,239.1498,239.1498
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,0.5,w8421,70.8592,70.8592
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,0.5,w16421,141.7184,141.7184
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,0.5,w27931,239.1498,239.1498
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,0.75,w8421,70.8592,70.8592
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,0.75,w16421,141.7184,141.7184
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,0.75,w27931,239.1498,239.1498
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,1.0,w8421,70.8592,70.8592
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,1.0,w16421,141.7184,141.7184
9,storm150_a300_c80,c09_storm_150_a300_c80_0012,2.0,1.0,w27931,239.1498,239.1498
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0013,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,1.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,0.5,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,0.75,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,0.75,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,0.75,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,1.0,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,1.0,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0014,2.0,1.0,w27931,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0015,1.0,0.5,w8421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0015,1.0,0.5,w16421,0.0000,0.0000
9,storm150_a300_c80,c09_storm_150_a300_c80_0015,1.0,0.5,w27931,0.0000,0.0000
