scope,campus,cell,sigma_s,beta,wtag,n,mean_rule,mean_oracle,abs_gap,pct_gap,wins,ties,losses
pooled_loaded,9+12,storm150_a300_c80,2.0,0.75,w27931,60,501.1834,501.1910,-0.0076,-0.0015,0,60,0
pooled_loaded,9+12,storm150_a300_c80,2.0,1.0,w8421,60,181.2266,181.2266,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a300_c80,2.0,1.0,w16421,60,302.3143,302.3143,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a300_c80,2.0,1.0,w27931,60,520.5736,520.5736,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,0.5,w8421,60,342.8273,342.8273,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,0.5,w16421,60,598.1427,598.1427,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,0.5,w27931,60,1048.5019,1048.5019,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,0.75,w8421,60,331.5878,331.5878,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,0.75,w16421,60,569.0810,569.0810,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,0.75,w27931,60,1001.3404,1001.3404,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,1.0,w8421,60,309.0840,309.0840,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,1.0,w16421,60,497.2986,497.2986,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,1.0,1.0,w27931,60,895.8162,895.8162,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,0.5,w8421,60,307.5729,307.5729,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,0.5,w16421,60,528.6214,528.6214,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,0.5,w27931,60,918.2089,918.2089,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,0.75,w8421,60,298.7744,298.7744,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,0.75,w16421,60,516.2762,516.2762,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,0.75,w27931,60,890.4036,890.4036,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,1.0,w8421,60,268.2218,268.2218,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,1.0,w16421,60,456.5167,456.5167,0.0000,0.0000,0,60,0
pooled_loaded,9+12,storm150_a200_c80,2.0,1.0,w27931,60,779.1598,779.1598,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,0.5,w8421,60,280.6479,280.6479,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,0.5,w16421,60,485.1626,485.1626,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,0.5,w27931,60,854.4888,854.4888,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,0.75,w8421,60,266.2250,266.2250,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,0.75,w16421,60,445.2224,445.2224,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,0.75,w27931,60,792.0820,792.0820,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,1.0,w8421,60,242.0421,242.0421,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,1.0,w16421,60,379.1566,379.1566,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,1.0,1.0,w27931,60,689.2355,689.2355,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,0.5,w8421,60,228.4902,228.4902,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,0.5,w16421,60,389.4028,389.4028,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,0.5,w27931,60,667.3205,667.3205,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,0.75,w8421,60,227.4453,227.4453,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,0.75,w16421,60,382.1241,382.1241,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,0.75,w27931,60,660.0401,660.0401,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,1.0,w8421,60,203.9605,203.9605,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,1.0,w16421,60,330.2754,330.2754,0.0000,0.0000,0,60,0
pooled_loaded,9+12,pmmix150_p20_c60,2.0,1.0,w27931,60,570.3664,570.3664,0.0000,0.0000,0,60,0
