scope,campus,cell,rule,beta,n,mean_rule,mean_oracle,abs_gap,pct_gap,oracle_wins,ties,oracle_losses,util_pooled,util_worst,incomplete_at_horizon,mean_nlate_rule
campus,12,pmmix_p80_c100,edd,1.0,30,351.9555,351.9555,0.0000,0.0000,0,30,0,0.4783,0.8201,78.23,-1.00
campus,12,gen400_default,edd,1.0,40,1186.4524,1186.4524,0.0000,0.0000,0,40,0,0.4756,0.8591,75.42,-1.00
campus,12,pmmix_c60_poolpm,edd,1.0,90,773.5808,772.9236,0.6572,0.0850,8,78,4,0.7871,1.3928,80.36,-1.00
campus,12,pmmix_c100_poolpm,edd,1.0,90,769.4438,769.4438,0.0000,0.0000,0,90,0,0.4739,0.8346,77.48,-1.00
campus,5,pmmix_p20_c60,edd,1.0,30,369.4455,326.9909,42.4546,11.4914,7,22,1,0.4238,0.9322,35.60,-1.00
campus,5,pmmix_p20_c100,edd,1.0,30,149.7787,149.7787,0.0000,0.0000,0,30,0,0.2521,0.4989,31.00,-1.00
campus,5,pmmix_p50_c60,edd,1.0,30,108.0778,106.5797,1.4981,1.3862,3,27,0,0.4254,0.8364,34.17,-1.00
campus,5,pmmix_p50_c100,edd,1.0,30,75.8206,75.8206,0.0000,0.0000,0,30,0,0.2531,0.4550,30.97,-1.00
campus,5,pmmix_p80_c60,edd,1.0,30,63.9671,58.3513,5.6158,8.7792,1,29,0,0.4343,0.8035,34.47,-1.00
campus,5,pmmix_p80_c100,edd,1.0,30,55.9572,55.9572,0.0000,0.0000,0,30,0,0.2583,0.4617,31.57,-1.00
campus,5,gen400_default,edd,1.0,40,112.5412,112.5412,0.0000,0.0000,0,40,0,0.2540,0.5333,31.10,-1.00
campus,5,pmmix_c60_poolpm,edd,1.0,90,180.4968,163.9740,16.5228,9.1541,11,78,1,0.4278,0.8574,34.74,-1.00
campus,5,pmmix_c100_poolpm,edd,1.0,90,93.8521,93.8521,0.0000,0.0000,0,90,0,0.2545,0.4718,31.18,-1.00
campus,10,pmmix_p20_c60,edd,1.0,30,357.2426,357.2426,0.0000,0.0000,0,30,0,0.0941,0.1768,9.90,-1.00
campus,10,pmmix_p20_c100,edd,1.0,30,357.2426,357.2426,0.0000,0.0000,0,30,0,0.0556,0.1062,9.90,-1.00
campus,10,pmmix_p50_c60,edd,1.0,30,167.7337,167.7337,0.0000,0.0000,0,30,0,0.0928,0.1988,10.47,-1.00
campus,10,pmmix_p50_c100,edd,1.0,30,167.7337,167.7337,0.0000,0.0000,0,30,0,0.0549,0.1152,10.47,-1.00
campus,10,pmmix_p80_c60,edd,1.0,30,41.5367,41.5367,0.0000,0.0000,0,30,0,0.0948,0.1739,10.37,-1.00
campus,10,pmmix_p80_c100,edd,1.0,30,41.5367,41.5367,0.0000,0.0000,0,30,0,0.0560,0.1036,10.37,-1.00
campus,10,gen400_default,edd,1.0,40,69.7856,69.7856,0.0000,0.0000,0,40,0,0.0544,0.1113,8.62,-1.00
campus,10,pmmix_c60_poolpm,edd,1.0,90,188.8377,188.8377,0.0000,0.0000,0,90,0,0.0939,0.1831,10.24,-1.00
campus,10,pmmix_c100_poolpm,edd,1.0,90,188.8377,188.8377,0.0000,0.0000,0,90,0,0.0555,0.1083,10.24,-1.00
pooled_loaded,9+12,pmmix_p20_c60,edd,1.0,60,1047.2410,1046.3139,0.9271,0.0885,7,51,2,0.5249,0.9373,48.85,-1.00
pooled_loaded,9+12,pmmix_p20_c100,edd,1.0,60,1040.1273,1040.1273,0.0000,0.0000,0,60,0,0.3166,0.5636,47.08,-1.00
pooled_loaded,9+12,pmmix_p50_c60,edd,1.0,60,597.3247,596.7136,0.6111,0.1023,3,56,1,0.5300,0.9045,49.70,-1.00
pooled_loaded,9+12,pmmix_p50_c100,edd,1.0,60,595.4417,595.4417,0.0000,0.0000,0,60,0,0.3197,0.5475,48.12,-1.00
pooled_loaded,9+12,pmmix_p80_c60,edd,1.0,60,317.4753,317.6233,-0.1480,-0.0466,1,56,3,0.5360,0.9131,49.92,-1.00
pooled_loaded,9+12,pmmix_p80_c100,edd,1.0,60,316.1826,316.1826,0.0000,0.0000,0,60,0,0.3233,0.5436,48.78,-1.00
pooled_loaded,9+12,gen400_default,edd,1.0,80,714.2440,714.2440,0.0000,0.0000,0,80,0,0.3207,0.5697,46.06,-1.00
pooled_loaded,9+12,pmmix_c60_poolpm,edd,1.0,180,654.0137,653.5503,0.4634,0.0709,11,163,6,0.5303,0.9183,49.49,-1.00
pooled_loaded,9+12,pmmix_c100_poolpm,edd,1.0,180,650.5839,650.5839,0.0000,0.0000,0,180,0,0.3198,0.5515,47.99,-1.00
pooled_all,5+9+10+12,pmmix_c60_poolpm,edd,1.0,360,419.3405,414.9781,4.3624,1.0403,22,331,7,0.3956,0.7193,35.99,-1.00
pooled_all,5+9+10+12,pmmix_c100_poolpm,edd,1.0,360,395.9644,395.9644,0.0000,0.0000,0,360,0,0.2374,0.4208,34.35,-1.00
