campus,track,cell,rule,beta,inst_id,n_wo,n_crew,window_bh,util_pooled,util_worst,worst_trade,incomplete_at_horizon,makespan,twt_rule,twt_oracle,nlate_rule,nlate_oracle
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0012,400,186,26.8594,0.4149,0.6100,C30,74,104.4354,1072.7436,1072.7436,16,16
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0012,400,186,26.8594,0.4149,0.6100,C30,74,104.4354,1072.7436,1072.7436,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0013,400,186,26.6722,0.4142,0.6626,E20,66,81.5181,1232.9136,1232.9136,15,15
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0013,400,186,26.6722,0.4142,0.6626,E20,66,81.5181,1232.9136,1232.9136,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0013,400,186,26.6722,0.4142,0.6626,E20,66,81.5181,857.2244,857.2244,14,14
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0013,400,186,26.6722,0.4142,0.6626,E20,66,81.5181,857.2244,857.2244,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0013,400,186,26.6722,0.4142,0.6626,E20,66,81.5181,1117.7508,1117.7508,13,13
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0013,400,186,26.6722,0.4142,0.6626,E20,66,81.5181,1117.7508,1117.7508,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0014,400,186,25.1743,0.4894,0.9150,MISC,75,105.9323,1136.3604,1136.3604,22,22
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0014,400,186,25.1743,0.4894,0.9150,MISC,75,105.9323,1136.3604,1136.3604,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0014,400,186,25.1743,0.4894,0.9150,MISC,75,105.9323,969.3644,969.3644,22,22
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0014,400,186,25.1743,0.4894,0.9150,MISC,75,105.9323,969.3644,969.3644,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0014,400,186,25.1743,0.4894,0.9150,MISC,75,105.9323,1042.1620,1042.1620,22,22
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0014,400,186,25.1743,0.4894,0.9150,MISC,75,105.9323,1042.1620,1042.1620,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0015,400,186,24.2355,0.4143,0.8958,UNK,64,110.7425,1044.8072,1044.8072,9,9
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0015,400,186,24.2355,0.4143,0.8958,UNK,64,110.7425,1044.8072,1044.8072,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0015,400,186,24.2355,0.4143,0.8958,UNK,64,110.7425,702.1456,702.1456,9,9
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0015,400,186,24.2355,0.4143,0.8958,UNK,64,110.7425,702.1456,702.1456,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0015,400,186,24.2355,0.4143,0.8958,UNK,64,110.7425,596.4320,596.4320,10,10
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0015,400,186,24.2355,0.4143,0.8958,UNK,64,110.7425,596.4320,596.4320,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0016,400,186,25.1812,0.4704,0.9137,C30,74,115.9794,1028.7108,1028.7108,10,10
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0016,400,186,25.1812,0.4704,0.9137,C30,74,115.9794,1028.7108,1028.7108,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0016,400,186,25.1812,0.4704,0.9137,C30,74,115.9794,1069.8748,1069.8748,11,11
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0016,400,186,25.1812,0.4704,0.9137,C30,74,115.9794,1069.8748,1069.8748,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0016,400,186,25.1812,0.4704,0.9137,C30,74,115.9794,962.5784,962.5784,10,10
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0016,400,186,25.1812,0.4704,0.9137,C30,74,115.9794,962.5784,962.5784,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0017,400,186,24.3644,0.4350,0.7471,D30,67,102.7119,1579.9172,1579.9172,17,17
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0017,400,186,24.3644,0.4350,0.7471,D30,67,102.7119,1579.9172,1579.9172,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0017,400,186,24.3644,0.4350,0.7471,D30,67,102.7119,1516.1324,1516.1324,16,16
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0017,400,186,24.3644,0.4350,0.7471,D30,67,102.7119,1516.1324,1516.1324,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0017,400,186,24.3644,0.4350,0.7471,D30,67,102.7119,1316.1596,1316.1596,13,13
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0017,400,186,24.3644,0.4350,0.7471,D30,67,102.7119,1316.1596,1316.1596,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0018,400,186,24.3413,0.4553,1.0584,MISC,83,97.7216,846.9756,846.9756,12,12
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0018,400,186,24.3413,0.4553,1.0584,MISC,83,97.7216,846.9756,846.9756,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0018,400,186,24.3413,0.4553,1.0584,MISC,83,97.7216,839.9988,839.9988,11,11
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0018,400,186,24.3413,0.4553,1.0584,MISC,83,97.7216,839.9988,839.9988,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0018,400,186,24.3413,0.4553,1.0584,MISC,83,97.7216,1003.0220,1003.0220,14,14
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0018,400,186,24.3413,0.4553,1.0584,MISC,83,97.7216,1003.0220,1003.0220,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0019,400,186,25.1940,0.4755,0.7251,E10,67,108.6333,1508.5308,1508.5308,18,18
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0019,400,186,25.1940,0.4755,0.7251,E10,67,108.6333,1508.5308,1508.5308,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0019,400,186,25.1940,0.4755,0.7251,E10,67,108.6333,1553.3220,1553.3220,20,20
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0019,400,186,25.1940,0.4755,0.7251,E10,67,108.6333,1553.3220,1553.3220,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0019,400,186,25.1940,0.4755,0.7251,E10,67,108.6333,1513.4078,1513.4078,23,23
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0019,400,186,25.1940,0.4755,0.7251,E10,67,108.6333,1513.4078,1513.4078,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0020,400,186,25.2547,0.4375,0.7125,B30,72,92.9062,1244.5280,1244.5280,16,16
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0020,400,186,25.2547,0.4375,0.7125,B30,72,92.9062,1244.5280,1244.5280,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0020,400,186,25.2547,0.4375,0.7125,B30,72,92.9062,1305.4984,1305.4984,19,19
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0020,400,186,25.2547,0.4375,0.7125,B30,72,92.9062,1305.4984,1305.4984,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0020,400,186,25.2547,0.4375,0.7125,B30,72,92.9062,1170.7520,1170.7520,19,19
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0020,400,186,25.2547,0.4375,0.7125,B30,72,92.9062,1170.7520,1170.7520,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0021,400,186,23.3074,0.4413,0.6163,D30,74,79.2278,1376.3660,1376.3660,16,16
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0021,400,186,23.3074,0.4413,0.6163,D30,74,79.2278,1376.3660,1376.3660,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0021,400,186,23.3074,0.4413,0.6163,D30,74,79.2278,1395.2048,1395.2048,15,15
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0021,400,186,23.3074,0.4413,0.6163,D30,74,79.2278,1395.2048,1395.2048,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0021,400,186,23.3074,0.4413,0.6163,D30,74,79.2278,783.7104,783.7104,11,11
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0021,400,186,23.3074,0.4413,0.6163,D30,74,79.2278,783.7104,783.7104,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0022,400,186,24.1427,0.4998,0.7616,MISC,87,111.9783,2839.7072,2839.7072,17,17
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0022,400,186,24.1427,0.4998,0.7616,MISC,87,111.9783,2839.7072,2839.7072,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0022,400,186,24.1427,0.4998,0.7616,MISC,87,111.9783,2587.1288,2587.1288,17,17
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0022,400,186,24.1427,0.4998,0.7616,MISC,87,111.9783,2587.1288,2587.1288,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0022,400,186,24.1427,0.4998,0.7616,MISC,87,111.9783,2156.7672,2156.7672,14,14
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0022,400,186,24.1427,0.4998,0.7616,MISC,87,111.9783,2156.7672,2156.7672,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0023,400,186,23.3065,0.4716,1.0286,E20,77,100.6319,1060.5108,1060.5108,13,13
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0023,400,186,23.3065,0.4716,1.0286,E20,77,100.6319,1060.5108,1060.5108,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0023,400,186,23.3065,0.4716,1.0286,E20,77,100.6319,1138.7420,1138.7420,13,13
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0023,400,186,23.3065,0.4716,1.0286,E20,77,100.6319,1138.7420,1138.7420,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0023,400,186,23.3065,0.4716,1.0286,E20,77,100.6319,631.5284,631.5284,11,11
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0023,400,186,23.3065,0.4716,1.0286,E20,77,100.6319,631.5284,631.5284,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0024,400,186,25.4396,0.4603,0.8344,E10,80,102.7276,1431.3024,1431.3024,17,17
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0024,400,186,25.4396,0.4603,0.8344,E10,80,102.7276,1431.3024,1431.3024,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0024,400,186,25.4396,0.4603,0.8344,E10,80,102.7276,1192.6892,1192.6892,18,18
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0024,400,186,25.4396,0.4603,0.8344,E10,80,102.7276,1192.6892,1192.6892,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0024,400,186,25.4396,0.4603,0.8344,E10,80,102.7276,1014.2552,1014.2552,18,18
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0024,400,186,25.4396,0.4603,0.8344,E10,80,102.7276,1014.2552,1014.2552,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0025,400,186,24.3761,0.5271,1.5771,UNK,81,114.8136,1617.3348,1617.3348,15,15
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0025,400,186,24.3761,0.5271,1.5771,UNK,81,114.8136,1617.3348,1617.3348,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0025,400,186,24.3761,0.5271,1.5771,UNK,81,114.8136,1550.5624,1550.5624,18,18
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0025,400,186,24.3761,0.5271,1.5771,UNK,81,114.8136,1550.5624,1550.5624,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0025,400,186,24.3761,0.5271,1.5771,UNK,81,114.8136,2057.2920,2057.2920,25,25
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0025,400,186,24.3761,0.5271,1.5771,UNK,81,114.8136,2057.2920,2057.2920,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0026,400,186,22.1607,0.5777,0.9371,B20,96,91.3051,2218.3596,2218.3596,25,25
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0026,400,186,22.1607,0.5777,0.9371,B20,96,91.3051,2218.3596,2218.3596,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0026,400,186,22.1607,0.5777,0.9371,B20,96,91.3051,2010.7396,2010.7396,26,26
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0026,400,186,22.1607,0.5777,0.9371,B20,96,91.3051,2010.7396,2010.7396,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0026,400,186,22.1607,0.5777,0.9371,B20,96,91.3051,1794.1440,1794.1440,21,21
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0026,400,186,22.1607,0.5777,0.9371,B20,96,91.3051,1794.1440,1794.1440,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0027,400,186,24.1382,0.4436,0.8677,E10,63,96.9806,715.0240,715.0240,14,14
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0027,400,186,24.1382,0.4436,0.8677,E10,63,96.9806,715.0240,715.0240,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0027,400,186,24.1382,0.4436,0.8677,E10,63,96.9806,736.9448,736.9448,15,15
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0027,400,186,24.1382,0.4436,0.8677,E10,63,96.9806,736.9448,736.9448,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0027,400,186,24.1382,0.4436,0.8677,E10,63,96.9806,1101.4344,1101.4344,18,18
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0027,400,186,24.1382,0.4436,0.8677,E10,63,96.9806,1101.4344,1101.4344,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0028,400,186,24.4849,0.4608,0.6795,D20,76,114.7040,2233.7148,2233.7148,18,18
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0028,400,186,24.4849,0.4608,0.6795,D20,76,114.7040,2233.7148,2233.7148,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0028,400,186,24.4849,0.4608,0.6795,D20,76,114.7040,2260.4724,2260.4724,20,20
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0028,400,186,24.4849,0.4608,0.6795,D20,76,114.7040,2260.4724,2260.4724,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0028,400,186,24.4849,0.4608,0.6795,D20,76,114.7040,2359.5492,2359.5492,25,25
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0028,400,186,24.4849,0.4608,0.6795,D20,76,114.7040,2359.5492,2359.5492,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.25,c12_pmmix_400_p20_c100_0029,400,186,24.0559,0.4777,1.2003,C30,90,112.5716,1006.1728,1006.1728,17,17
12,pmmix,pmmix_p20_c100,edd,0.25,c12_pmmix_400_p20_c100_0029,400,186,24.0559,0.4777,1.2003,C30,90,112.5716,1006.1728,1006.1728,-1,-1
12,pmmix,pmmix_p20_c100,atc,0.5,c12_pmmix_400_p20_c100_0029,400,186,24.0559,0.4777,1.2003,C30,90,112.5716,1078.6116,1078.6116,19,19
12,pmmix,pmmix_p20_c100,edd,0.5,c12_pmmix_400_p20_c100_0029,400,186,24.0559,0.4777,1.2003,C30,90,112.5716,1078.6116,1078.6116,-1,-1
12,pmmix,pmmix_p20_c100,atc,1.0,c12_pmmix_400_p20_c100_0029,400,186,24.0559,0.4777,1.2003,C30,90,112.5716,1178.1372,1178.1372,16,16
12,pmmix,pmmix_p20_c100,edd,1.0,c12_pmmix_400_p20_c100_0029,400,186,24.0559,0.4777,1.2003,C30,90,112.5716,1178.1372,1178.1372,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0000,400,112,24.0893,0.7175,1.4032,UNK,75,98.9240,359.8340,359.8340,4,4
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0000,400,112,24.0893,0.7175,1.4032,UNK,75,98.9240,359.8340,359.8340,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0000,400,112,24.0893,0.7175,1.4032,UNK,75,98.9240,526.0176,526.0176,4,4
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0000,400,112,24.0893,0.7175,1.4032,UNK,75,98.9240,526.0176,526.0176,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0000,400,112,24.0893,0.7175,1.4032,UNK,75,98.9240,257.1440,257.1440,7,7
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0000,400,112,24.0893,0.7175,1.4032,UNK,75,98.9240,257.1440,257.1440,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0001,400,112,22.1453,1.0700,1.5585,D50,99,109.1543,2645.4752,2645.4752,14,14
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0001,400,112,22.1453,1.0700,1.5585,D50,99,109.1543,2645.4752,2645.4752,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0001,400,112,22.1453,1.0700,1.5585,D50,99,109.1543,2404.1500,2404.1500,15,15
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0001,400,112,22.1453,1.0700,1.5585,D50,99,109.1543,2404.1500,2404.1500,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0001,400,112,22.1453,1.0700,1.5585,D50,99,109.1543,1713.9536,1713.9536,15,15
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0001,400,112,22.1453,1.0700,1.5585,D50,99,109.1543,1713.9536,1713.9536,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0002,400,112,23.6538,0.7433,1.0716,D20,89,111.8055,375.0872,375.0872,4,4
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0002,400,112,23.6538,0.7433,1.0716,D20,89,111.8055,375.0872,375.0872,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0002,400,112,23.6538,0.7433,1.0716,D20,89,111.8055,382.0028,382.0028,5,5
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0002,400,112,23.6538,0.7433,1.0716,D20,89,111.8055,382.0028,382.0028,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0002,400,112,23.6538,0.7433,1.0716,D20,89,111.8055,541.7220,541.7220,10,10
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0002,400,112,23.6538,0.7433,1.0716,D20,89,111.8055,541.7220,541.7220,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0003,400,112,24.0287,0.9590,1.6919,D40,94,107.6959,1111.4724,1111.5156,12,12
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0003,400,112,24.0287,0.9590,1.6919,D40,94,107.6959,1114.5180,1114.5180,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0003,400,112,24.0287,0.9590,1.6919,D40,94,107.6959,1111.4724,1111.5156,12,12
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0003,400,112,24.0287,0.9590,1.6919,D40,94,107.6959,1114.5180,1114.5180,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0003,400,112,24.0287,0.9590,1.6919,D40,94,107.6959,1123.5324,1121.8920,12,12
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0003,400,112,24.0287,0.9590,1.6919,D40,94,107.6959,1126.2992,1126.2992,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0004,400,112,24.0169,0.8937,1.5739,C30,107,98.2043,1030.5168,1029.8744,17,17
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0004,400,112,24.0169,0.8937,1.5739,C30,107,98.2043,1030.5168,1030.5168,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0004,400,112,24.0169,0.8937,1.5739,C30,107,98.2043,790.3172,790.3172,16,16
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0004,400,112,24.0169,0.8937,1.5739,C30,107,98.2043,790.3172,790.3172,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0004,400,112,24.0169,0.8937,1.5739,C30,107,98.2043,529.4496,529.4496,12,12
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0004,400,112,24.0169,0.8937,1.5739,C30,107,98.2043,529.4496,529.4496,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0005,400,112,24.0975,0.8098,2.8287,UNK,78,129.1398,846.8504,846.8504,13,13
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0005,400,112,24.0975,0.8098,2.8287,UNK,78,129.1398,856.9064,846.8504,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0005,400,112,24.0975,0.8098,2.8287,UNK,78,129.1398,527.1192,527.1192,14,14
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0005,400,112,24.0975,0.8098,2.8287,UNK,78,129.1398,537.1752,527.1192,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0005,400,112,24.0975,0.8098,2.8287,UNK,78,129.1398,467.7480,467.7480,15,15
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0005,400,112,24.0975,0.8098,2.8287,UNK,78,129.1398,467.7480,467.7480,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0006,400,112,23.4894,0.7539,1.1438,E10,75,93.9970,917.4228,917.4228,14,14
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0006,400,112,23.4894,0.7539,1.1438,E10,75,93.9970,917.4228,917.4228,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0006,400,112,23.4894,0.7539,1.1438,E10,75,93.9970,941.7116,941.7116,13,13
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0006,400,112,23.4894,0.7539,1.1438,E10,75,93.9970,941.7116,941.7116,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0006,400,112,23.4894,0.7539,1.1438,E10,75,93.9970,958.7004,958.7004,14,14
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0006,400,112,23.4894,0.7539,1.1438,E10,75,93.9970,958.7004,958.7004,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0007,400,112,25.3103,0.8083,1.6494,D40,79,110.1332,1121.9288,1121.9288,7,7
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0007,400,112,25.3103,0.8083,1.6494,D40,79,110.1332,1121.9288,1121.9288,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0007,400,112,25.3103,0.8083,1.6494,D40,79,110.1332,1234.8560,1234.8560,10,10
12,pmmix,pmmix_p50_c60,edd,0.5,c12_pmmix_400_p50_c60_0007,400,112,25.3103,0.8083,1.6494,D40,79,110.1332,1234.8560,1234.8560,-1,-1
12,pmmix,pmmix_p50_c60,atc,1.0,c12_pmmix_400_p50_c60_0007,400,112,25.3103,0.8083,1.6494,D40,79,110.1332,944.0404,944.0404,13,13
12,pmmix,pmmix_p50_c60,edd,1.0,c12_pmmix_400_p50_c60_0007,400,112,25.3103,0.8083,1.6494,D40,79,110.1332,944.0404,944.0404,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.25,c12_pmmix_400_p50_c60_0008,400,112,25.0461,0.6097,0.8589,D30,66,113.5049,730.0760,730.0760,11,11
12,pmmix,pmmix_p50_c60,edd,0.25,c12_pmmix_400_p50_c60_0008,400,112,25.0461,0.6097,0.8589,D30,66,113.5049,730.0760,730.0760,-1,-1
12,pmmix,pmmix_p50_c60,atc,0.5,c12_pmmix_400_p50_c60_0008,400,112,25.0461,0.6097,0.8589,D30,66,113.5049,911.8564,911.8564,11,11
