campus,size,arrival,rule,beta,inst_id,twt_rule,twt_oracle,twt_rule_wonly,twt_oracle_wonly,n_shift,feasible,util_pooled,util_worst,worst_trade,window_bh,makespan,incomplete_at_window,n_wos
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0020,906.0932,906.0932,,,80,1,0.8633,2.2711,E20,8.000,94.186,56,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0020,487.8820,487.8820,550.1312,550.1312,65,1,0.8633,2.2711,E20,8.000,94.186,56,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0020,487.8820,487.8820,,,65,1,0.8633,2.2711,E20,8.000,94.186,56,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0021,1109.0712,1109.0712,756.4804,756.4804,101,1,0.8967,2.8887,UNK,8.000,97.917,60,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0021,1109.0712,1109.0712,,,101,1,0.8967,2.8887,UNK,8.000,97.917,60,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0021,1153.1504,1153.1504,759.4228,759.4228,101,1,0.8967,2.8887,UNK,8.000,97.917,60,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0021,1153.1504,1153.1504,,,101,1,0.8967,2.8887,UNK,8.000,97.917,60,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0021,517.9404,517.9404,525.5116,525.5116,71,1,0.8967,2.8887,UNK,8.000,97.917,60,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0021,517.9404,517.9404,,,71,1,0.8967,2.8887,UNK,8.000,97.917,60,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0022,820.8912,820.8912,660.8260,660.8260,97,1,0.7237,1.1249,D30,8.000,54.908,51,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0022,820.8912,820.8912,,,97,1,0.7237,1.1249,D30,8.000,54.908,51,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0022,832.6040,832.6040,660.8260,660.8260,91,1,0.7237,1.1249,D30,8.000,54.908,51,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0022,832.6040,832.6040,,,91,1,0.7237,1.1249,D30,8.000,54.908,51,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0022,448.8500,448.8500,392.0536,392.0536,74,1,0.7237,1.1249,D30,8.000,54.908,51,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0022,448.8500,448.8500,,,74,1,0.7237,1.1249,D30,8.000,54.908,51,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0023,350.3648,350.3648,438.6712,438.6712,95,1,0.7126,1.6116,E10,8.000,74.237,53,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0023,350.3648,350.3648,,,95,1,0.7126,1.6116,E10,8.000,74.237,53,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0023,349.6752,349.6752,438.6712,438.6712,91,1,0.7126,1.6116,E10,8.000,74.237,53,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0023,349.6752,349.6752,,,91,1,0.7126,1.6116,E10,8.000,74.237,53,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0023,391.1952,391.1952,442.7920,442.7920,70,1,0.7126,1.6116,E10,8.000,74.237,53,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0023,391.1952,391.1952,,,70,1,0.7126,1.6116,E10,8.000,74.237,53,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0024,594.5272,594.5272,569.4492,569.4492,94,1,0.7538,2.6264,B30,8.000,96.028,58,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0024,594.5272,594.5272,,,94,1,0.7538,2.6264,B30,8.000,96.028,58,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0024,547.9260,547.9260,533.8966,533.8966,94,1,0.7538,2.6264,B30,8.000,96.028,58,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0024,547.9260,547.9260,,,94,1,0.7538,2.6264,B30,8.000,96.028,58,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0024,402.6904,402.6904,388.8338,388.8338,78,1,0.7538,2.6264,B30,8.000,96.028,58,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0024,402.6904,402.6904,,,78,1,0.7538,2.6264,B30,8.000,96.028,58,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0025,646.6744,646.6744,496.3608,496.3608,100,1,0.7780,2.4853,B30,8.000,94.779,49,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0025,646.6744,646.6744,,,100,1,0.7780,2.4853,B30,8.000,94.779,49,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0025,661.5832,661.5832,496.3608,496.3608,88,1,0.7780,2.4853,B30,8.000,94.779,49,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0025,661.5832,661.5832,,,88,1,0.7780,2.4853,B30,8.000,94.779,49,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0025,648.2256,648.2256,464.0532,464.0532,65,1,0.7780,2.4853,B30,8.000,94.779,49,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0025,648.2256,648.2256,,,65,1,0.7780,2.4853,B30,8.000,94.779,49,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0026,664.5768,664.5768,586.1112,586.1112,80,1,0.7995,2.8068,B30,8.000,97.341,56,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0026,664.5768,664.5768,,,80,1,0.7995,2.8068,B30,8.000,97.341,56,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0026,415.9796,415.9796,487.4656,487.4656,71,1,0.7995,2.8068,B30,8.000,97.341,56,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0026,415.9796,415.9796,,,71,1,0.7995,2.8068,B30,8.000,97.341,56,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0026,364.1992,364.1992,438.4130,438.4130,68,1,0.7995,2.8068,B30,8.000,97.341,56,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0026,364.1992,364.1992,,,68,1,0.7995,2.8068,B30,8.000,97.341,56,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0027,302.7200,302.7200,251.9616,251.9616,100,1,0.7498,1.5636,D50,8.000,94.786,63,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0027,302.7200,302.7200,,,100,1,0.7498,1.5636,D50,8.000,94.786,63,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0027,194.7888,194.7888,251.9616,251.9616,105,1,0.7498,1.5636,D50,8.000,94.786,63,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0027,194.7888,194.7888,,,105,1,0.7498,1.5636,D50,8.000,94.786,63,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0027,64.5828,64.5828,214.2072,214.2072,77,1,0.7498,1.5636,D50,8.000,94.786,63,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0027,64.5828,64.5828,,,77,1,0.7498,1.5636,D50,8.000,94.786,63,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0028,279.0212,279.0212,225.5736,225.5736,94,1,0.5255,1.2370,E10,8.000,94.701,43,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0028,279.0212,279.0212,,,94,1,0.5255,1.2370,E10,8.000,94.701,43,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0028,279.0212,279.0212,225.5736,225.5736,96,1,0.5255,1.2370,E10,8.000,94.701,43,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0028,279.0212,279.0212,,,96,1,0.5255,1.2370,E10,8.000,94.701,43,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0028,153.3608,153.3608,151.7564,151.7564,76,1,0.5255,1.2370,E10,8.000,94.701,43,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0028,153.3608,153.3608,,,76,1,0.5255,1.2370,E10,8.000,94.701,43,150
12,150,a125,atc,0.25,c12_storm_150_a125_c80_0029,1212.2224,1212.2224,1198.5504,1198.5504,83,1,0.6496,2.0441,D40,8.000,91.036,52,150
12,150,a125,edd,0.25,c12_storm_150_a125_c80_0029,1212.2224,1212.2224,,,83,1,0.6496,2.0441,D40,8.000,91.036,52,150
12,150,a125,atc,0.5,c12_storm_150_a125_c80_0029,1212.2224,1212.2224,1198.5504,1198.5504,84,1,0.6496,2.0441,D40,8.000,91.036,52,150
12,150,a125,edd,0.5,c12_storm_150_a125_c80_0029,1212.2224,1212.2224,,,84,1,0.6496,2.0441,D40,8.000,91.036,52,150
12,150,a125,atc,1.0,c12_storm_150_a125_c80_0029,1125.1732,1125.1732,1185.9224,1185.9224,56,1,0.6496,2.0441,D40,8.000,91.036,52,150
12,150,a125,edd,1.0,c12_storm_150_a125_c80_0029,1125.1732,1125.1732,,,56,1,0.6496,2.0441,D40,8.000,91.036,52,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0000,398.7564,398.7564,564.3634,564.3634,93,1,0.6548,1.4624,D50,8.000,66.049,42,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0000,398.7564,398.7564,,,93,1,0.6548,1.4624,D50,8.000,66.049,42,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0000,398.7564,398.7564,564.3634,564.3634,85,1,0.6548,1.4624,D50,8.000,66.049,42,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0000,398.7564,398.7564,,,85,1,0.6548,1.4624,D50,8.000,66.049,42,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0000,479.9480,479.9480,563.3128,563.3128,64,1,0.6548,1.4624,D50,8.000,66.049,42,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0000,479.9480,479.9480,,,64,1,0.6548,1.4624,D50,8.000,66.049,42,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0001,807.9752,807.9752,851.4472,851.4472,95,1,0.8087,2.7388,MISC,8.000,95.372,52,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0001,807.9752,807.9752,,,95,1,0.8087,2.7388,MISC,8.000,95.372,52,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0001,807.9752,807.9752,851.4472,851.4472,87,1,0.8087,2.7388,MISC,8.000,95.372,52,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0001,807.9752,807.9752,,,87,1,0.8087,2.7388,MISC,8.000,95.372,52,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0001,990.6944,990.6944,864.5376,864.5376,70,1,0.8087,2.7388,MISC,8.000,95.372,52,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0001,990.6944,990.6944,,,70,1,0.8087,2.7388,MISC,8.000,95.372,52,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0002,116.6676,116.6676,179.6064,179.6064,89,1,0.6139,0.9614,C30,8.000,64.717,48,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0002,116.6676,116.6676,,,89,1,0.6139,0.9614,C30,8.000,64.717,48,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0002,116.6676,116.6676,182.7820,182.7820,84,1,0.6139,0.9614,C30,8.000,64.717,48,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0002,116.6676,116.6676,,,84,1,0.6139,0.9614,C30,8.000,64.717,48,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0002,165.9508,165.9508,189.1332,189.1332,71,1,0.6139,0.9614,C30,8.000,64.717,48,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0002,165.9508,165.9508,,,71,1,0.6139,0.9614,C30,8.000,64.717,48,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0003,555.0872,555.0872,410.7603,410.7603,92,1,0.6201,1.0835,E10,8.000,64.529,48,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0003,555.0872,555.0872,,,92,1,0.6201,1.0835,E10,8.000,64.529,48,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0003,555.0872,555.0872,410.7603,410.7603,80,1,0.6201,1.0835,E10,8.000,64.529,48,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0003,555.0872,555.0872,,,80,1,0.6201,1.0835,E10,8.000,64.529,48,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0003,208.3648,208.3648,315.2958,315.2958,62,1,0.6201,1.0835,E10,8.000,64.529,48,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0003,208.3648,208.3648,,,62,1,0.6201,1.0835,E10,8.000,64.529,48,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0004,541.2328,541.2328,292.0144,292.0144,88,1,0.7256,1.6302,D50,8.000,92.521,45,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0004,541.2328,541.2328,,,88,1,0.7256,1.6302,D50,8.000,92.521,45,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0004,541.2328,541.2328,292.0144,292.0144,87,1,0.7256,1.6302,D50,8.000,92.521,45,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0004,541.2328,541.2328,,,87,1,0.7256,1.6302,D50,8.000,92.521,45,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0004,426.4336,426.4336,292.0144,292.0144,68,1,0.7256,1.6302,D50,8.000,92.521,45,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0004,426.4336,426.4336,,,68,1,0.7256,1.6302,D50,8.000,92.521,45,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0005,747.1768,747.1768,796.5400,796.5400,94,1,0.6038,1.2347,E20,8.000,95.095,38,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0005,747.1768,747.1768,,,94,1,0.6038,1.2347,E20,8.000,95.095,38,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0005,767.7792,767.7792,796.5400,796.5400,87,1,0.6038,1.2347,E20,8.000,95.095,38,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0005,767.7792,767.7792,,,87,1,0.6038,1.2347,E20,8.000,95.095,38,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0005,296.1528,296.1528,426.9972,426.9972,68,1,0.6038,1.2347,E20,8.000,95.095,38,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0005,296.1528,296.1528,,,68,1,0.6038,1.2347,E20,8.000,95.095,38,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0006,678.8260,678.8260,628.3577,628.3577,90,1,0.8070,1.6901,D50,8.000,94.866,45,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0006,678.8260,678.8260,,,90,1,0.8070,1.6901,D50,8.000,94.866,45,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0006,270.3884,270.3884,395.9201,395.9201,90,1,0.8070,1.6901,D50,8.000,94.866,45,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0006,270.3884,270.3884,,,90,1,0.8070,1.6901,D50,8.000,94.866,45,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0006,180.6160,180.6160,349.8098,349.8098,75,1,0.8070,1.6901,D50,8.000,94.866,45,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0006,180.6160,180.6160,,,75,1,0.8070,1.6901,D50,8.000,94.866,45,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0007,724.0276,724.0276,731.1052,731.1052,87,1,0.8028,2.0713,E10,8.000,73.039,59,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0007,724.0276,724.0276,,,87,1,0.8028,2.0713,E10,8.000,73.039,59,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0007,763.3044,763.3044,782.7436,782.7436,91,1,0.8028,2.0713,E10,8.000,73.039,59,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0007,763.3044,763.3044,,,91,1,0.8028,2.0713,E10,8.000,73.039,59,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0007,491.6224,491.6224,636.2524,636.2524,78,1,0.8028,2.0713,E10,8.000,73.039,59,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0007,491.6224,491.6224,,,78,1,0.8028,2.0713,E10,8.000,73.039,59,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0008,158.8956,158.8956,158.9044,158.9044,97,1,0.6002,0.9588,D50,8.000,93.321,48,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0008,158.8956,158.8956,,,97,1,0.6002,0.9588,D50,8.000,93.321,48,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0008,158.8956,158.8956,158.9044,158.9044,93,1,0.6002,0.9588,D50,8.000,93.321,48,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0008,158.8956,158.8956,,,93,1,0.6002,0.9588,D50,8.000,93.321,48,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0008,102.3324,102.3324,130.6228,130.6228,69,1,0.6002,0.9588,D50,8.000,93.321,48,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0008,102.3324,102.3324,,,69,1,0.6002,0.9588,D50,8.000,93.321,48,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0009,459.3772,459.3772,348.6734,348.6734,94,1,0.6958,3.7879,C30,8.000,95.887,37,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0009,459.3772,459.3772,,,94,1,0.6958,3.7879,C30,8.000,95.887,37,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0009,332.7844,332.7844,357.5532,357.5532,92,1,0.6958,3.7879,C30,8.000,95.887,37,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0009,332.7844,332.7844,,,92,1,0.6958,3.7879,C30,8.000,95.887,37,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0009,850.3036,850.3036,689.0124,689.0124,63,1,0.6958,3.7879,C30,8.000,95.887,37,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0009,850.3036,850.3036,,,63,1,0.6958,3.7879,C30,8.000,95.887,37,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0010,328.2320,328.2320,333.5842,333.5842,84,1,0.6698,1.2851,D40,8.000,59.180,43,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0010,328.2320,328.2320,,,84,1,0.6698,1.2851,D40,8.000,59.180,43,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0010,240.9424,240.9424,289.9394,289.9394,86,1,0.6698,1.2851,D40,8.000,59.180,43,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0010,240.9424,240.9424,,,86,1,0.6698,1.2851,D40,8.000,59.180,43,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0010,361.0944,361.0944,234.5038,234.5038,68,1,0.6698,1.2851,D40,8.000,59.180,43,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0010,361.0944,361.0944,,,68,1,0.6698,1.2851,D40,8.000,59.180,43,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0011,665.1376,665.1376,639.8560,639.8560,91,1,0.7709,2.0076,C10,8.000,80.438,55,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0011,665.1376,665.1376,,,91,1,0.7709,2.0076,C10,8.000,80.438,55,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0011,558.4944,558.4944,586.5344,586.5344,89,1,0.7709,2.0076,C10,8.000,80.438,55,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0011,558.4944,558.4944,,,89,1,0.7709,2.0076,C10,8.000,80.438,55,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0011,169.3360,169.3360,334.2024,334.2024,77,1,0.7709,2.0076,C10,8.000,80.438,55,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0011,169.3360,169.3360,,,77,1,0.7709,2.0076,C10,8.000,80.438,55,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0012,1007.4616,1007.4616,995.5076,995.5076,86,1,0.7515,2.9462,UNK,8.000,95.270,48,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0012,1007.4616,1007.4616,,,86,1,0.7515,2.9462,UNK,8.000,95.270,48,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0012,1008.5968,1008.5968,995.5076,995.5076,93,1,0.7515,2.9462,UNK,8.000,95.270,48,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0012,1008.5968,1008.5968,,,93,1,0.7515,2.9462,UNK,8.000,95.270,48,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0012,825.7704,825.7704,896.6456,896.6456,83,1,0.7515,2.9462,UNK,8.000,95.270,48,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0012,825.7704,825.7704,,,83,1,0.7515,2.9462,UNK,8.000,95.270,48,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0013,682.9836,682.9836,370.5842,370.5842,82,1,0.7559,1.5006,D30,8.000,63.645,60,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0013,682.9836,682.9836,,,82,1,0.7559,1.5006,D30,8.000,63.645,60,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0013,628.1388,628.1388,343.1618,343.1618,82,1,0.7559,1.5006,D30,8.000,63.645,60,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0013,628.1388,628.1388,,,82,1,0.7559,1.5006,D30,8.000,63.645,60,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0013,467.5972,467.5972,304.7678,304.7678,71,1,0.7559,1.5006,D30,8.000,63.645,60,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0013,467.5972,467.5972,,,71,1,0.7559,1.5006,D30,8.000,63.645,60,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0014,282.1584,282.1584,142.1100,142.1100,92,1,0.5659,1.3019,E10,8.000,33.460,45,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0014,282.1584,282.1584,,,92,1,0.5659,1.3019,E10,8.000,33.460,45,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0014,282.1584,282.1584,142.1100,142.1100,93,1,0.5659,1.3019,E10,8.000,33.460,45,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0014,282.1584,282.1584,,,93,1,0.5659,1.3019,E10,8.000,33.460,45,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0014,258.2152,258.2152,142.1100,142.1100,64,1,0.5659,1.3019,E10,8.000,33.460,45,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0014,258.2152,258.2152,,,64,1,0.5659,1.3019,E10,8.000,33.460,45,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0015,597.3296,597.3296,587.1531,587.1531,94,1,0.7361,1.5198,D30,8.000,92.165,42,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0015,597.3296,597.3296,,,94,1,0.7361,1.5198,D30,8.000,92.165,42,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0015,618.1176,618.1176,587.1531,587.1531,93,1,0.7361,1.5198,D30,8.000,92.165,42,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0015,618.1176,618.1176,,,93,1,0.7361,1.5198,D30,8.000,92.165,42,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0015,366.2880,366.2880,471.9490,471.9490,73,1,0.7361,1.5198,D30,8.000,92.165,42,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0015,366.2880,366.2880,,,73,1,0.7361,1.5198,D30,8.000,92.165,42,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0016,174.5568,174.5568,177.0810,177.0810,99,1,0.6902,1.1847,D90,8.000,65.014,51,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0016,174.5568,174.5568,,,99,1,0.6902,1.1847,D90,8.000,65.014,51,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0016,328.7688,328.7688,179.4680,179.4680,104,1,0.6902,1.1847,D90,8.000,65.014,51,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0016,328.7688,328.7688,,,104,1,0.6902,1.1847,D90,8.000,65.014,51,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0016,102.2512,102.2512,163.6682,163.6682,68,1,0.6902,1.1847,D90,8.000,65.014,51,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0016,102.2512,102.2512,,,68,1,0.6902,1.1847,D90,8.000,65.014,51,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0017,542.9220,542.9220,370.4720,370.4720,104,1,0.6654,0.9285,D50,8.000,64.062,46,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0017,542.9220,542.9220,,,104,1,0.6654,0.9285,D50,8.000,64.062,46,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0017,596.3772,596.3772,370.4720,370.4720,102,1,0.6654,0.9285,D50,8.000,64.062,46,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0017,596.3772,596.3772,,,102,1,0.6654,0.9285,D50,8.000,64.062,46,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0017,523.3004,523.3004,316.2024,316.2024,70,1,0.6654,0.9285,D50,8.000,64.062,46,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0017,523.3004,523.3004,,,70,1,0.6654,0.9285,D50,8.000,64.062,46,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0018,290.9264,290.9264,302.7644,302.7644,86,1,0.5764,0.9776,D30,8.000,56.587,43,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0018,290.9264,290.9264,,,86,1,0.5764,0.9776,D30,8.000,56.587,43,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0018,290.9264,290.9264,302.7644,302.7644,82,1,0.5764,0.9776,D30,8.000,56.587,43,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0018,290.9264,290.9264,,,82,1,0.5764,0.9776,D30,8.000,56.587,43,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0018,21.4376,21.4376,168.0200,168.0200,74,1,0.5764,0.9776,D30,8.000,56.587,43,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0018,21.4376,21.4376,,,74,1,0.5764,0.9776,D30,8.000,56.587,43,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0019,135.6828,135.6828,140.0304,140.0304,98,1,0.6077,1.3137,B20,8.000,62.769,54,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0019,135.6828,135.6828,,,98,1,0.6077,1.3137,B20,8.000,62.769,54,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0019,160.4788,160.4788,152.4284,152.4284,100,1,0.6077,1.3137,B20,8.000,62.769,54,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0019,160.4788,160.4788,,,100,1,0.6077,1.3137,B20,8.000,62.769,54,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0019,71.5364,71.5364,107.9572,107.9572,66,1,0.6077,1.3137,B20,8.000,62.769,54,150
12,150,a150,edd,1.0,c12_storm_150_a150_c80_0019,71.5364,71.5364,,,66,1,0.6077,1.3137,B20,8.000,62.769,54,150
12,150,a150,atc,0.25,c12_storm_150_a150_c80_0020,834.3552,834.3552,917.3508,917.3508,84,1,0.8633,2.2711,E20,8.000,93.632,52,150
12,150,a150,edd,0.25,c12_storm_150_a150_c80_0020,834.3552,834.3552,,,84,1,0.8633,2.2711,E20,8.000,93.632,52,150
12,150,a150,atc,0.5,c12_storm_150_a150_c80_0020,840.0680,840.0680,917.3508,917.3508,90,1,0.8633,2.2711,E20,8.000,93.632,52,150
12,150,a150,edd,0.5,c12_storm_150_a150_c80_0020,840.0680,840.0680,,,90,1,0.8633,2.2711,E20,8.000,93.632,52,150
12,150,a150,atc,1.0,c12_storm_150_a150_c80_0020,487.8820,487.8820,550.1312,550.1312,65,1,0.8633,2.2711,E20,8.000,93.632,52,150
