scope,size,arrival,rule,beta,n,mean_twt_rule,mean_twt_oracle,abs_gap,pct_headroom,pct_headroom_wonly,wins,ties,losses,util_pooled,util_worst,window_bh,makespan,incomplete_at_window,n_wos
c10,400,a300,edd,0.25,30,89.5858,89.5858,0.0000,0.0000,,0,30,0,0.2139,0.6003,20.342,64.234,24.167,400.000
c10,400,a300,edd,0.5,30,102.3638,102.3638,0.0000,0.0000,,0,30,0,0.2139,0.6003,20.342,64.234,24.167,400.000
c10,400,a300,edd,1.0,30,97.1287,97.1287,0.0000,0.0000,,0,30,0,0.2139,0.6003,20.342,64.234,24.167,400.000
9+12,150,a125,atc,0.25,60,331.4928,331.4928,0.0000,0.0000,0.0000,0,60,0,0.4828,1.1447,16.823,66.628,37.800,150.000
9+12,150,a125,atc,0.5,60,312.2358,312.2358,0.0000,0.0000,0.0000,0,60,0,0.4828,1.1447,16.823,66.628,37.800,150.000
9+12,150,a125,atc,1.0,60,217.5483,217.5483,0.0000,0.0000,0.0000,0,60,0,0.4828,1.1447,16.823,66.628,37.800,150.000
9+12,150,a125,edd,0.25,60,331.4928,331.4928,0.0000,0.0000,,0,60,0,0.4828,1.1447,16.823,66.628,37.800,150.000
9+12,150,a125,edd,0.5,60,312.2358,312.2358,0.0000,0.0000,,0,60,0,0.4828,1.1447,16.823,66.628,37.800,150.000
9+12,150,a125,edd,1.0,60,217.5483,217.5483,0.0000,0.0000,,0,60,0,0.4828,1.1447,16.823,66.628,37.800,150.000
9+12,150,a150,atc,0.25,60,313.7375,313.7375,0.0000,0.0000,0.0000,0,60,0,0.5092,1.1969,14.683,64.743,35.233,150.000
9+12,150,a150,atc,0.5,60,293.4173,293.4173,0.0000,0.0000,0.0000,0,60,0,0.5092,1.1969,14.683,64.743,35.233,150.000
9+12,150,a150,atc,1.0,60,218.5251,218.5251,0.0000,0.0000,0.0000,0,60,0,0.5092,1.1969,14.683,64.743,35.233,150.000
9+12,150,a150,edd,0.25,60,313.7375,313.7375,0.0000,0.0000,,0,60,0,0.5092,1.1969,14.683,64.743,35.233,150.000
9+12,150,a150,edd,0.5,60,293.4173,293.4173,0.0000,0.0000,,0,60,0,0.5092,1.1969,14.683,64.743,35.233,150.000
9+12,150,a150,edd,1.0,60,218.5251,218.5251,0.0000,0.0000,,0,60,0,0.5092,1.1969,14.683,64.743,35.233,150.000
9+12,150,a200,atc,0.25,60,397.0845,397.0845,0.0000,0.0000,0.0000,0,60,0,0.5622,1.3270,12.079,60.228,34.583,150.000
9+12,150,a200,atc,0.5,60,395.5966,395.5966,0.0000,0.0000,0.0000,0,60,0,0.5622,1.3270,12.079,60.228,34.583,150.000
9+12,150,a200,atc,1.0,60,334.7558,334.9383,-0.1825,-0.0545,0.0000,0,59,1,0.5622,1.3270,12.079,60.228,34.583,150.000
9+12,150,a200,edd,0.25,60,397.0845,397.0845,0.0000,0.0000,,0,60,0,0.5622,1.3270,12.079,60.228,34.583,150.000
9+12,150,a200,edd,0.5,60,395.5966,395.5966,0.0000,0.0000,,0,60,0,0.5622,1.3270,12.079,60.228,34.583,150.000
9+12,150,a200,edd,1.0,60,334.7558,334.9383,-0.1825,-0.0545,,0,59,1,0.5622,1.3270,12.079,60.228,34.583,150.000
9+12,150,a300,atc,0.25,60,258.8116,258.6878,0.1238,0.0478,0.0000,1,59,0,0.6413,1.4421,9.264,58.531,37.867,150.000
9+12,150,a300,atc,0.5,60,256.7154,256.5858,0.1297,0.0505,0.0000,1,59,0,0.6413,1.4421,9.264,58.531,37.867,150.000
9+12,150,a300,atc,1.0,60,241.8550,241.8491,0.0059,0.0025,0.0000,0,60,0,0.6413,1.4421,9.264,58.531,37.867,150.000
9+12,150,a300,edd,0.25,60,258.6425,258.6417,0.0008,0.0003,,0,60,0,0.6413,1.4421,9.264,58.531,37.867,150.000
9+12,150,a300,edd,0.5,60,256.5464,256.5464,0.0000,0.0000,,0,60,0,0.6413,1.4421,9.264,58.531,37.867,150.000
9+12,150,a300,edd,1.0,60,241.8132,241.8097,0.0035,0.0015,,0,60,0,0.6413,1.4421,9.264,58.531,37.867,150.000
9+12,400,a125,atc,0.25,60,791.0208,791.0073,0.0135,0.0017,0.0000,1,59,0,0.5127,0.8859,43.381,95.058,57.100,400.000
9+12,400,a125,atc,0.5,60,755.9192,755.9057,0.0135,0.0018,0.0000,1,59,0,0.5127,0.8859,43.381,95.058,57.100,400.000
9+12,400,a125,atc,1.0,60,675.6291,675.6350,-0.0059,-0.0009,0.0000,1,58,1,0.5127,0.8859,43.381,95.058,57.100,400.000
9+12,400,a125,edd,0.25,60,791.2039,790.9975,0.2064,0.0261,,2,58,0,0.5127,0.8859,43.381,95.058,57.100,400.000
9+12,400,a125,edd,0.5,60,756.1023,755.8959,0.2064,0.0273,,2,58,0,0.5127,0.8859,43.381,95.058,57.100,400.000
9+12,400,a125,edd,1.0,60,675.8167,675.7958,0.0209,0.0031,,1,59,0,0.5127,0.8859,43.381,95.058,57.100,400.000
9+12,400,a150,atc,0.25,60,797.4935,797.4761,0.0174,0.0022,-0.0066,2,55,3,0.6152,1.0631,36.150,89.340,67.333,400.000
9+12,400,a150,atc,0.5,60,798.6968,798.7281,-0.0313,-0.0039,-0.0123,1,54,5,0.6152,1.0631,36.150,89.340,67.333,400.000
9+12,400,a150,atc,1.0,60,630.1097,629.9859,0.1238,0.0196,-0.0048,2,55,3,0.6152,1.0631,36.150,89.340,67.333,400.000
9+12,400,a150,edd,0.25,60,797.4944,797.1445,0.3500,0.0439,,4,54,2,0.6152,1.0631,36.150,89.340,67.333,400.000
9+12,400,a150,edd,0.5,60,798.5723,798.5075,0.0648,0.0081,,1,56,3,0.6152,1.0631,36.150,89.340,67.333,400.000
9+12,400,a150,edd,1.0,60,629.7558,629.6468,0.1090,0.0173,,2,58,0,0.6152,1.0631,36.150,89.340,67.333,400.000
9+12,400,a200,atc,0.25,60,803.4159,802.6463,0.7696,0.0958,0.0105,7,51,2,0.8060,1.4401,27.149,85.470,84.100,400.000
9+12,400,a200,atc,0.5,60,775.3680,774.7690,0.5990,0.0773,0.0001,7,49,4,0.8060,1.4401,27.149,85.470,84.100,400.000
9+12,400,a200,atc,1.0,60,680.2839,680.2874,-0.0036,-0.0005,-0.0247,4,53,3,0.8060,1.4401,27.149,85.470,84.100,400.000
9+12,400,a200,edd,0.25,60,802.3346,801.6677,0.6669,0.0831,,8,51,1,0.8060,1.4401,27.149,85.470,84.100,400.000
9+12,400,a200,edd,0.5,60,774.5263,774.0183,0.5080,0.0656,,8,49,3,0.8060,1.4401,27.149,85.470,84.100,400.000
9+12,400,a200,edd,1.0,60,679.5631,679.3797,0.1834,0.0270,,4,54,2,0.8060,1.4401,27.149,85.470,84.100,400.000
9+12,400,a300,atc,0.25,60,867.6604,863.0592,4.6012,0.5303,0.1339,22,32,6,1.1990,2.0426,18.276,76.792,118.350,400.000
9+12,400,a300,atc,0.5,60,844.5127,840.1568,4.3559,0.5158,0.0996,18,34,8,1.1990,2.0426,18.276,76.792,118.350,400.000
9+12,400,a300,atc,1.0,60,761.1248,755.5626,5.5621,0.7308,-0.0629,20,32,8,1.1990,2.0426,18.276,76.792,118.350,400.000
9+12,400,a300,edd,0.25,60,863.8755,858.9166,4.9589,0.5740,,19,39,2,1.1990,2.0426,18.276,76.792,118.350,400.000
9+12,400,a300,edd,0.5,60,840.5676,836.0388,4.5288,0.5388,,16,43,1,1.1990,2.0426,18.276,76.792,118.350,400.000
9+12,400,a300,edd,1.0,60,756.7440,752.4207,4.3233,0.5713,,18,36,6,1.1990,2.0426,18.276,76.792,118.350,400.000
5+10,150,a125,atc,0.25,60,22.1303,22.1303,0.0000,0.0000,0.0000,0,60,0,0.2369,0.5754,15.117,40.984,21.783,150.000
5+10,150,a125,atc,0.5,60,18.5287,18.5287,0.0000,0.0000,0.0000,0,60,0,0.2369,0.5754,15.117,40.984,21.783,150.000
5+10,150,a125,atc,1.0,60,31.6477,31.6477,0.0000,0.0000,0.0000,0,60,0,0.2369,0.5754,15.117,40.984,21.783,150.000
5+10,150,a125,edd,0.25,60,22.1303,22.1303,0.0000,0.0000,,0,60,0,0.2369,0.5754,15.117,40.984,21.783,150.000
5+10,150,a125,edd,0.5,60,18.5287,18.5287,0.0000,0.0000,,0,60,0,0.2369,0.5754,15.117,40.984,21.783,150.000
5+10,150,a125,edd,1.0,60,31.6477,31.6477,0.0000,0.0000,,0,60,0,0.2369,0.5754,15.117,40.984,21.783,150.000
5+10,150,a150,atc,0.25,60,25.7148,25.7148,0.0000,0.0000,0.0000,0,60,0,0.2843,0.6905,12.597,39.465,25.267,150.000
5+10,150,a150,atc,0.5,60,26.1072,26.1072,0.0000,0.0000,0.0000,0,60,0,0.2843,0.6905,12.597,39.465,25.267,150.000
5+10,150,a150,atc,1.0,60,31.6477,31.6477,0.0000,0.0000,0.0000,0,60,0,0.2843,0.6905,12.597,39.465,25.267,150.000
5+10,150,a150,edd,0.25,60,25.7148,25.7148,0.0000,0.0000,,0,60,0,0.2843,0.6905,12.597,39.465,25.267,150.000
5+10,150,a150,edd,0.5,60,26.1072,26.1072,0.0000,0.0000,,0,60,0,0.2843,0.6905,12.597,39.465,25.267,150.000
5+10,150,a150,edd,1.0,60,31.6477,31.6477,0.0000,0.0000,,0,60,0,0.2843,0.6905,12.597,39.465,25.267,150.000
5+10,150,a200,atc,0.25,60,25.5816,24.9183,0.6634,2.5932,0.0000,1,59,0,0.3561,0.9212,9.860,35.774,27.033,150.000
5+10,150,a200,atc,0.5,60,18.4720,18.4720,0.0000,0.0000,0.0000,0,60,0,0.3561,0.9212,9.860,35.774,27.033,150.000
5+10,150,a200,atc,1.0,60,33.1494,33.1494,0.0000,0.0000,0.0000,0,60,0,0.3561,0.9212,9.860,35.774,27.033,150.000
5+10,150,a200,edd,0.25,60,24.9314,24.9183,0.0131,0.0526,,0,60,0,0.3561,0.9212,9.860,35.774,27.033,150.000
5+10,150,a200,edd,0.5,60,18.4720,18.4720,0.0000,0.0000,,0,60,0,0.3561,0.9212,9.860,35.774,27.033,150.000
5+10,150,a200,edd,1.0,60,33.1494,33.1460,0.0034,0.0103,,0,60,0,0.3561,0.9212,9.860,35.774,27.033,150.000
5+10,150,a300,atc,0.25,60,11.6694,11.6694,0.0000,0.0000,0.0000,0,60,0,0.3865,0.9428,8.040,34.557,19.450,150.000
5+10,150,a300,atc,0.5,60,12.8410,12.7925,0.0486,0.3783,0.0000,1,59,0,0.3865,0.9428,8.040,34.557,19.450,150.000
5+10,150,a300,atc,1.0,60,46.9434,46.8910,0.0524,0.1116,0.0000,1,59,0,0.3865,0.9428,8.040,34.557,19.450,150.000
5+10,150,a300,edd,0.25,60,11.6694,11.6694,0.0000,0.0000,,0,60,0,0.3865,0.9428,8.040,34.557,19.450,150.000
5+10,150,a300,edd,0.5,60,12.8410,12.7972,0.0439,0.3416,,1,59,0,0.3865,0.9428,8.040,34.557,19.450,150.000
5+10,150,a300,edd,1.0,60,46.9486,46.8616,0.0870,0.1853,,2,58,0,0.3865,0.9428,8.040,34.557,19.450,150.000
5+10,400,a125,atc,0.25,60,66.1307,65.4905,0.6402,0.9680,0.0000,1,59,0,0.2471,0.4813,39.562,68.000,24.867,400.000
5+10,400,a125,atc,0.5,60,73.3923,72.7521,0.6402,0.8723,0.0000,1,59,0,0.2471,0.4813,39.562,68.000,24.867,400.000
5+10,400,a125,atc,1.0,60,99.7028,99.6933,0.0095,0.0095,0.0000,0,60,0,0.2471,0.4813,39.562,68.000,24.867,400.000
5+10,400,a125,edd,0.25,60,65.7548,65.3566,0.3982,0.6056,,1,59,0,0.2471,0.4813,39.562,68.000,24.867,400.000
5+10,400,a125,edd,0.5,60,73.0164,72.6182,0.3982,0.5454,,1,59,0,0.2471,0.4813,39.562,68.000,24.867,400.000
5+10,400,a125,edd,1.0,60,99.6933,99.6933,0.0000,0.0000,,0,60,0,0.2471,0.4813,39.562,68.000,24.867,400.000
5+10,400,a150,atc,0.25,60,76.4678,75.7186,0.7492,0.9797,0.0000,5,55,0,0.2965,0.5775,32.969,63.074,29.550,400.000
5+10,400,a150,atc,0.5,60,79.3426,79.0529,0.2897,0.3652,0.0000,3,57,0,0.2965,0.5775,32.969,63.074,29.550,400.000
5+10,400,a150,atc,1.0,60,105.7991,105.5811,0.2180,0.2060,0.0000,1,59,0,0.2965,0.5775,32.969,63.074,29.550,400.000
5+10,400,a150,edd,0.25,60,76.1689,75.7186,0.4503,0.5912,,2,58,0,0.2965,0.5775,32.969,63.074,29.550,400.000
5+10,400,a150,edd,0.5,60,79.3771,79.0529,0.3243,0.4085,,2,58,0,0.2965,0.5775,32.969,63.074,29.550,400.000
5+10,400,a150,edd,1.0,60,105.5164,105.5043,0.0121,0.0115,,0,60,0,0.2965,0.5775,32.969,63.074,29.550,400.000
5+10,400,a200,atc,0.25,60,41.2551,40.1372,1.1179,2.7098,0.0000,6,54,0,0.3855,0.7343,25.067,64.413,40.467,400.000
5+10,400,a200,atc,0.5,60,39.8601,38.8958,0.9642,2.4191,0.0000,5,55,0,0.3855,0.7343,25.067,64.413,40.467,400.000
5+10,400,a200,atc,1.0,60,73.8740,73.1993,0.6747,0.9133,0.0000,7,53,0,0.3855,0.7343,25.067,64.413,40.467,400.000
5+10,400,a200,edd,0.25,60,42.9329,40.0225,2.9104,6.7790,,7,53,0,0.3855,0.7343,25.067,64.413,40.467,400.000
5+10,400,a200,edd,0.5,60,41.5768,38.8413,2.7356,6.5796,,6,53,1,0.3855,0.7343,25.067,64.413,40.467,400.000
5+10,400,a200,edd,1.0,60,73.3627,73.0996,0.2631,0.3586,,5,55,0,0.3855,0.7343,25.067,64.413,40.467,400.000
5+10,400,a300,atc,0.25,60,79.7064,67.9145,11.7918,14.7941,0.0000,19,41,0,0.5893,1.2866,16.498,57.856,61.450,400.000
5+10,400,a300,atc,0.5,60,91.1680,85.2062,5.9618,6.5394,0.0000,17,42,1,0.5893,1.2866,16.498,57.856,61.450,400.000
5+10,400,a300,atc,1.0,60,104.0338,101.7718,2.2620,2.1743,0.0000,12,48,0,0.5893,1.2866,16.498,57.856,61.450,400.000
5+10,400,a300,edd,0.25,60,80.8156,67.9573,12.8584,15.9107,,17,43,0,0.5893,1.2866,16.498,57.856,61.450,400.000
5+10,400,a300,edd,0.5,60,91.8276,85.1340,6.6936,7.2893,,16,43,1,0.5893,1.2866,16.498,57.856,61.450,400.000
5+10,400,a300,edd,1.0,60,105.0579,100.9611,4.0968,3.8996,,14,44,2,0.5893,1.2866,16.498,57.856,61.450,400.000
