iter,updates,env_steps_cum,override_rate,confirmation_rate,review_fraction,n_reviews,n_reviewable,mean_return,hat_s_sign_acc,hat_s_exact_acc,hat_s_zero_baseline,hat_s_pearson_r,obs_twt,true_twt,est_loss,seconds
0,75,614400,0.027086,0.972914,0.247601,99425,401554,-7.831024,0.666489,0.378300,0.380033,0.318002,783.178933,1441.202667,0.109422,206.489951
1,150,1228800,0.005850,0.994150,0.246653,98459,399181,-6.978568,0.687517,0.379868,0.380033,0.327301,778.959000,1445.935667,0.177431,204.464866
2,225,1843200,0.004196,0.995804,0.246875,99131,401543,-7.527525,0.726644,0.380033,0.380033,0.224462,792.813133,1453.048733,0.094186,206.562526
3,300,2457600,0.003875,0.996125,0.247412,99084,400481,-8.210802,0.611791,0.380116,0.380033,0.124728,798.217867,1465.703600,0.096123,203.146501
4,375,3072000,0.003353,0.996647,0.247156,99029,400674,-8.114444,0.639872,0.380033,0.380033,0.102710,852.635200,1463.737867,0.087365,205.717746
5,450,3686400,0.002706,0.997294,0.247424,99418,401813,-8.776667,0.608331,0.381188,0.380033,0.048054,816.508933,1458.240133,0.168071,207.468050
6,525,4300800,0.002564,0.997436,0.247284,98665,398995,-9.249546,0.516236,0.378878,0.380033,-0.020236,810.811067,1454.334733,0.001046,208.335518
7,600,4915200,0.002838,0.997162,0.247616,99366,401291,-9.613453,0.492015,0.378053,0.380033,0.024124,813.260000,1466.819133,0.051634,212.110449
