scope,rule,u,beta,util_pool,util_worst,inc_atc_frac,inc_atc,n_wos,n,mean_rule,mean_oracle,pct_headroom,wins,ties,losses
c10,atc,70,1.0,0.7007,0.9818,0.0200,131.3333,6561.0833,12,1871.8151,1859.8237,0.6406,4,6,2
c10,edd,70,1.0,0.7007,0.9818,0.0200,131.3333,6561.0833,12,1876.2949,1859.8237,0.8779,2,4,6
c10,atc,90,0.25,0.9015,1.2852,0.1064,901.8333,8474.2500,12,2168.2529,1662.0798,23.3447,12,0,0
c10,edd,90,0.25,0.9015,1.2852,0.1064,901.8333,8474.2500,12,2143.3212,1662.0798,22.4531,12,0,0
c10,atc,90,0.5,0.9015,1.2852,0.1064,901.8333,8474.2500,12,2555.9194,1835.5417,28.1847,12,0,0
c10,edd,90,0.5,0.9015,1.2852,0.1064,901.8333,8474.2500,12,2557.1179,1835.5417,28.2183,12,0,0
c10,atc,90,0.75,0.9015,1.2852,0.1064,901.8333,8474.2500,12,2806.0017,1986.8832,29.1917,12,0,0
c10,edd,90,0.75,0.9015,1.2852,0.1064,901.8333,8474.2500,12,2828.8708,1986.8832,29.7641,12,0,0
c10,atc,90,1.0,0.9015,1.2852,0.1064,901.8333,8474.2500,12,3176.2174,2376.4819,25.1789,12,0,0
c10,edd,90,1.0,0.9015,1.2852,0.1064,901.8333,8474.2500,12,3227.6662,2376.4819,26.3715,12,0,0
c10,atc,100,0.25,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,5015.3448,2032.8046,59.4683,12,0,0
c10,edd,100,0.25,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,5556.9009,2032.8046,63.4184,12,0,0
c10,atc,100,0.5,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,5808.1348,2215.4058,61.8568,12,0,0
c10,edd,100,0.5,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,6728.8875,2215.4058,67.0762,12,0,0
c10,atc,100,0.75,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,6502.5628,2426.2530,62.6877,12,0,0
c10,edd,100,0.75,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,7812.4852,2426.2530,68.9439,12,0,0
c10,atc,100,1.0,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,7662.2261,2739.7422,64.2435,12,0,0
c10,edd,100,1.0,0.9967,1.4069,0.1780,1667.1667,9359.1667,12,9766.5155,2739.7422,71.9476,12,0,0
c10,atc,110,0.25,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,13478.2763,2318.4219,82.7988,12,0,0
c10,edd,110,0.25,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,14181.2921,2318.4219,83.6515,12,0,0
c10,atc,110,0.5,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,16077.6509,2387.7594,85.1486,12,0,0
c10,edd,110,0.5,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,17095.9443,2387.7594,86.0332,12,0,0
c10,atc,110,0.75,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,18855.9058,2653.5429,85.9273,12,0,0
c10,edd,110,0.75,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,20210.8122,2653.5429,86.8707,12,0,0
c10,atc,110,1.0,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,23045.9775,2854.8770,87.6123,12,0,0
c10,edd,110,1.0,1.1002,1.5356,0.2471,2549.0833,10315.5000,12,24905.5538,2854.8770,88.5372,12,0,0
c10,atc,130,0.25,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,52075.2133,2799.1088,94.6249,12,0,0
c10,edd,130,0.25,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,52894.5738,2799.1088,94.7081,12,0,0
c10,atc,130,0.5,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,63113.6923,3056.9674,95.1564,12,0,0
c10,edd,130,0.5,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,64559.9266,3056.9674,95.2649,12,0,0
c10,atc,130,0.75,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,75444.4336,3306.6214,95.6171,12,0,0
c10,edd,130,0.75,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,77679.8092,3306.6214,95.7433,12,0,0
c10,atc,130,1.0,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,97007.6344,4083.8735,95.7902,12,0,0
c10,edd,130,1.0,1.3018,1.8242,0.3438,4183.0833,12167.9167,12,99779.5324,4083.8735,95.9071,12,0,0
