cell,decider,seed,true_class,n_orders,n_attained,attain_pct,twt_per_inst
c9_storm2_u90_b1.00_r0.25,m1_alone,303,3,3493,3493,100.0,0.0
c9_storm2_u90_b1.00_r0.25,m1_alone,303,4,10516,10516,100.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,301,1,1510,1288,85.29801324503312,1171.08032
c9_storm2_u90_b1.00_r0.25,oracle,301,2,4740,4683,98.79746835443038,260.54128
c9_storm2_u90_b1.00_r0.25,oracle,301,3,3493,3493,100.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,301,4,10516,10516,100.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,302,1,1510,1288,85.29801324503312,1171.08032
c9_storm2_u90_b1.00_r0.25,oracle,302,2,4740,4683,98.79746835443038,260.54128
c9_storm2_u90_b1.00_r0.25,oracle,302,3,3493,3493,100.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,302,4,10516,10516,100.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,303,1,1510,1288,85.29801324503312,1171.08032
c9_storm2_u90_b1.00_r0.25,oracle,303,2,4740,4683,98.79746835443038,260.54128
c9_storm2_u90_b1.00_r0.25,oracle,303,3,3493,3493,100.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,303,4,10516,10516,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,301,1,1907,1641,86.05138961719979,1565.9268799999998
c9_storm2_u100_b0.75_r0.25,rule,301,2,4489,4064,90.53241256404544,1664.26832
c9_storm2_u100_b0.75_r0.25,rule,301,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,301,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,302,1,1907,1641,86.05138961719979,1565.9268799999998
c9_storm2_u100_b0.75_r0.25,rule,302,2,4489,4064,90.53241256404544,1664.26832
c9_storm2_u100_b0.75_r0.25,rule,302,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,302,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,303,1,1907,1641,86.05138961719979,1565.9268799999998
c9_storm2_u100_b0.75_r0.25,rule,303,2,4489,4064,90.53241256404544,1664.26832
c9_storm2_u100_b0.75_r0.25,rule,303,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,303,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,301,1,1907,1643,86.15626638699528,1560.7749600000002
c9_storm2_u100_b0.75_r0.25,rule_sup,301,2,4489,4188,93.29472042771218,865.2706800000003
c9_storm2_u100_b0.75_r0.25,rule_sup,301,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,301,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,302,1,1907,1643,86.15626638699528,1560.7749600000002
c9_storm2_u100_b0.75_r0.25,rule_sup,302,2,4489,4188,93.29472042771218,865.2706800000003
c9_storm2_u100_b0.75_r0.25,rule_sup,302,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,302,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,303,1,1907,1643,86.15626638699528,1560.7749600000002
c9_storm2_u100_b0.75_r0.25,rule_sup,303,2,4489,4188,93.29472042771218,865.2706800000003
c9_storm2_u100_b0.75_r0.25,rule_sup,303,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,303,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,301,1,1907,1641,86.05138961719979,1558.8828
c9_storm2_u100_b0.75_r0.25,m0_alone,301,2,4489,4339,96.65849855201604,490.0297200000001
c9_storm2_u100_b0.75_r0.25,m0_alone,301,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,301,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,302,1,1907,1639,85.9465128474043,1549.9471200000003
c9_storm2_u100_b0.75_r0.25,m0_alone,302,2,4489,4319,96.21296502561817,590.7274800000001
c9_storm2_u100_b0.75_r0.25,m0_alone,302,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,302,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,303,1,1907,1645,86.26114315679077,1547.1671199999996
c9_storm2_u100_b0.75_r0.25,m0_alone,303,2,4489,4298,95.74515482290042,553.85368
c9_storm2_u100_b0.75_r0.25,m0_alone,303,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,303,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,301,1,1907,1641,86.05138961719979,1557.6342399999999
c9_storm2_u100_b0.75_r0.25,m0_sup,301,2,4489,4395,97.90599242593005,271.0490000000001
c9_storm2_u100_b0.75_r0.25,m0_sup,301,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,301,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,302,1,1907,1643,86.15626638699528,1552.61072
c9_storm2_u100_b0.75_r0.25,m0_sup,302,2,4489,4396,97.92826910224994,257.4404800000001
c9_storm2_u100_b0.75_r0.25,m0_sup,302,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,302,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,303,1,1907,1647,86.36601992658626,1542.9215199999999
c9_storm2_u100_b0.75_r0.25,m0_sup,303,2,4489,4369,97.32679884161283,336.0652800000001
c9_storm2_u100_b0.75_r0.25,m0_sup,303,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,303,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,301,1,1907,1639,85.9465128474043,1578.5141600000002
c9_storm2_u100_b0.75_r0.25,m1_alone,301,2,4489,4351,96.92581866785476,459.3228400000001
c9_storm2_u100_b0.75_r0.25,m1_alone,301,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,301,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,302,1,1907,1641,86.05138961719979,1571.2544000000003
c9_storm2_u100_b0.75_r0.25,m1_alone,302,2,4489,4351,96.92581866785476,456.98148000000003
c9_storm2_u100_b0.75_r0.25,m1_alone,302,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,302,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,303,1,1907,1637,85.84163607760881,1599.14696
c9_storm2_u100_b0.75_r0.25,m1_alone,303,2,4489,4349,96.88126531521497,469.58080000000007
c9_storm2_u100_b0.75_r0.25,m1_alone,303,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,303,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,301,1,1907,1641,86.05138961719979,1573.8403199999998
c9_storm2_u100_b0.75_r0.25,oracle,301,2,4489,4433,98.75250612608599,215.96292000000003
c9_storm2_u100_b0.75_r0.25,oracle,301,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,301,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,302,1,1907,1641,86.05138961719979,1573.8403199999998
c9_storm2_u100_b0.75_r0.25,oracle,302,2,4489,4433,98.75250612608599,215.96292000000003
c9_storm2_u100_b0.75_r0.25,oracle,302,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,302,4,11069,11069,100.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,303,1,1907,1641,86.05138961719979,1573.8403199999998
c9_storm2_u100_b0.75_r0.25,oracle,303,2,4489,4433,98.75250612608599,215.96292000000003
c9_storm2_u100_b0.75_r0.25,oracle,303,3,5174,5174,100.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,303,4,11069,11069,100.0,0.0
