cell,decider,true_class,scope,n_orders,n_seeds,attain_pct_mean,attain_pct_sd,twt_per_inst_mean,twt_per_inst_sd
c9_storm2_u90_b1.00_r0.25,m0_sup,1,cm,1510,3,85.38631346578366,0.062437684872982555,1156.08976,2.8218713949435155
c9_storm2_u90_b1.00_r0.25,m0_sup,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m0_sup,2,cm,1311,3,98.5761505212306,0.03595762935095807,96.92718666666666,3.8349046173738954
c9_storm2_u90_b1.00_r0.25,m0_sup,2,pm,3429,3,98.78487411295811,0.06873790037781156,168.77284,1.9264773414707
c9_storm2_u90_b1.00_r0.25,m0_sup,3,cm,702,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m0_sup,3,pm,2791,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m0_sup,4,cm,203,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m0_sup,4,pm,10313,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m0_sup,0,cm,3726,3,93.57666845589551,0.012651758475333874,1253.0169466666666,6.364469497815412
c9_storm2_u90_b1.00_r0.25,m0_sup,0,pm,16533,3,99.74797878989496,0.014256472533447574,168.77284,1.9264773414707
c9_storm2_u90_b1.00_r0.25,m1_alone,1,cm,1510,3,85.20971302428256,0.06243768487298925,1183.9860266666667,15.831138739495609
c9_storm2_u90_b1.00_r0.25,m1_alone,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m1_alone,2,cm,1311,3,98.55072463768117,1.4210854715202004e-14,96.77410666666667,0.6729219646354909
c9_storm2_u90_b1.00_r0.25,m1_alone,2,pm,3429,3,98.88208418392146,0.013747580075563651,174.18910666666667,2.5993878873987843
c9_storm2_u90_b1.00_r0.25,m1_alone,3,cm,702,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m1_alone,3,pm,2791,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m1_alone,4,cm,203,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m1_alone,4,pm,10313,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,m1_alone,0,cm,3726,3,93.4961531579889,0.025303516950674447,1280.7601333333334,16.3269545277034
c9_storm2_u90_b1.00_r0.25,m1_alone,0,pm,16533,3,99.76814048670336,0.002851294506693534,174.18910666666667,2.5993878873987843
c9_storm2_u90_b1.00_r0.25,oracle,1,cm,1510,3,85.29801324503312,0.0,1171.08032,0.0
c9_storm2_u90_b1.00_r0.25,oracle,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,2,cm,1311,3,98.55072463768117,1.4210854715202004e-14,96.39811999999999,0.0
c9_storm2_u90_b1.00_r0.25,oracle,2,pm,3429,3,98.8918051910178,0.0,164.14315999999997,0.0
c9_storm2_u90_b1.00_r0.25,oracle,3,cm,702,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,3,pm,2791,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,4,cm,203,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,4,pm,10313,3,100.0,0.0,0.0,0.0
c9_storm2_u90_b1.00_r0.25,oracle,0,cm,3726,3,93.53193773483629,0.0,1267.47844,0.0
c9_storm2_u90_b1.00_r0.25,oracle,0,pm,16533,3,99.7701566563842,0.0,164.14315999999997,0.0
c9_storm2_u100_b0.75_r0.25,rule,1,cm,1907,3,86.05138961719979,0.0,1565.9268799999998,0.0
c9_storm2_u100_b0.75_r0.25,rule,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,2,cm,1414,3,98.37340876944837,0.0,73.80360000000005,0.0
