iter,updates,env_steps_cum,override_rate,confirmation_rate,review_fraction,n_reviews,n_reviewable,mean_return,hat_s_sign_acc,hat_s_exact_acc,hat_s_zero_baseline,hat_s_pearson_r,obs_twt,true_twt,est_loss,seconds
0,75,614400,0.000000,0.000000,0.000000,0,454089,-9.673043,0.601611,0.386454,0.386454,-0.088937,928.906000,6900.505000,nan,153.705011
1,150,1228800,0.000000,0.000000,0.000000,0,457296,-7.259779,0.601611,0.386454,0.386454,-0.088937,925.252733,7203.301367,nan,157.291297
2,225,1843200,0.000000,0.000000,0.000000,0,456414,-7.264255,0.601611,0.386454,0.386454,-0.088937,932.742000,6297.492733,nan,156.101899
3,300,2457600,0.000000,0.000000,0.000000,0,454518,-7.060719,0.601611,0.386454,0.386454,-0.088937,927.215133,6558.949733,nan,154.955482
4,375,3072000,0.000000,0.000000,0.000000,0,455511,-7.283727,0.601611,0.386454,0.386454,-0.088937,931.168667,8837.146167,nan,153.756925
5,450,3686400,0.000000,0.000000,0.000000,0,455179,-7.282142,0.601611,0.386454,0.386454,-0.088937,923.267333,7824.530200,nan,159.816642
6,525,4300800,0.000000,0.000000,0.000000,0,455697,-7.041766,0.601611,0.386454,0.386454,-0.088937,939.281667,5030.199400,nan,153.743896
7,600,4915200,0.000000,0.000000,0.000000,0,455552,-7.041280,0.601611,0.386454,0.386454,-0.088937,928.924267,3885.086933,nan,157.303677
