source,campus,crew_m,beta,inst_id,pooled_u,worst_u,incomplete,rec_atc,or_atc,pred_atc,rec_port,true_port,pred_port,rec_ga,true_ga,pred_ga,rulesup,rev_frac,or_rate
replay,9,0.25,1.0,c09_replay_400_0007,36.00892857142857,77.375,381,3204.0,3122.0,3122.0,3204.0,3122.0,3122.0,5313.0,3122.0,3122.0,3204.0,0.2506393861892583,0.0
replay,9,0.25,0.0,c09_replay_400_0008,0.8986235119047619,3.9869791666666665,318,2328.35,713.35,2328.35,1745.6,713.35,1745.6,3389.9668,711.0,3389.9668,1851.85,0.2514124293785311,0.15730337078651685
replay,9,0.25,0.25,c09_replay_400_0008,0.8986235119047619,3.9869791666666665,318,3133.35,883.6,2157.6,2257.6,883.6,2157.6,4277.2334,872.5,2126.0,2561.1,0.2514124293785311,0.1348314606741573
replay,9,0.25,0.5,c09_replay_400_0008,0.8986235119047619,3.9869791666666665,318,3678.85,1014.35,2508.6,2676.6,1014.35,2508.6,4707.2334,1002.0,2921.5,3052.35,0.2514124293785311,0.1348314606741573
replay,9,0.25,1.0,c09_replay_400_0008,0.8986235119047619,3.9869791666666665,318,2662.85,1617.1,1617.1,1964.1,1617.1,1617.1,4090.5,1611.35,1611.35,2673.85,0.2514124293785311,0.011235955056179775
replay,9,0.25,0.0,c09_replay_400_0009,5.691964285714286,18.0625,368,1344.0664,704.1331999999999,1344.0664,1329.0664,704.1331999999999,1329.0664,1577.4335999999998,656.1335999999999,1577.4335999999998,934.0663999999999,0.2440318302387268,0.08695652173913043
replay,9,0.25,0.25,c09_replay_400_0009,5.691964285714286,18.0625,368,946.8663999999999,806.3999999999999,821.8663999999999,946.8663999999999,806.3999999999999,821.8663999999999,1187.6336,678.1336,1154.4003999999998,801.5331999999999,0.2440318302387268,0.043478260869565216
replay,9,0.25,0.5,c09_replay_400_0009,5.691964285714286,18.0625,368,1080.5996,820.8,838.5995999999999,1080.5996,820.8,838.5995999999999,1509.8336,684.1336,1063.1336,876.9331999999998,0.2440318302387268,0.05434782608695652
replay,9,0.25,1.0,c09_replay_400_0009,5.691964285714286,18.0625,368,1356.6,740.5999999999999,740.5999999999999,1356.6,740.5999999999999,740.5999999999999,1533.4336,667.3335999999999,667.3335999999999,1033.6,0.246684350132626,0.06451612903225806
replay,9,0.25,0.0,c09_replay_400_0010,1.1130420918367347,2.3236607142857144,118,1823.9988,1359.1992,1823.9988,1823.9988,1359.1992,1823.9988,1888.3991999999998,1081.4664,1888.3991999999998,1714.9316,0.23961661341853036,0.06666666666666667
replay,9,0.25,0.25,c09_replay_400_0010,1.1130420918367347,2.3236607142857144,118,2040.6984,1447.0,1976.4996000000003,2040.6984,1447.0,1976.4996000000003,2011.5985999999998,1193.4664,2100.6992,1723.4986,0.24600638977635783,0.09090909090909091
replay,9,0.25,0.5,c09_replay_400_0010,1.1130420918367347,2.3236607142857144,118,2088.9650000000006,1402.6663999999998,1768.2325999999998,2088.9650000000006,1402.6663999999998,1768.2325999999998,1926.1983999999998,1198.6671999999996,1742.3002,1630.8989999999997,0.24358974358974358,0.14473684210526316
replay,9,0.25,1.0,c09_replay_400_0010,1.1130420918367347,2.3236607142857144,118,1784.0982,1281.8990000000003,1281.8990000000003,1784.0982,1281.8990000000003,1281.8990000000003,1902.8310000000001,996.8328,996.8328,1512.6982000000003,0.24600638977635783,0.09090909090909091
replay,9,0.25,0.0,c09_replay_400_0011,6.018790080006952,20.51276733994166,278,4755.0336,162.8,4755.0336,990.35,162.8,990.35,3677.9992000000007,156.0,3677.9992000000007,2713.5335999999998,0.2506393861892583,0.25510204081632654
replay,9,0.25,0.25,c09_replay_400_0011,6.018790080006952,20.51276733994166,278,7888.0336,166.8,851.4,1038.6499999999999,162.8,851.4,8025.131600000004,156.0,1247.2,5334.5336,0.2506393861892583,0.22448979591836735
replay,9,0.25,0.5,c09_replay_400_0011,6.018790080006952,20.51276733994166,278,10450.533599999999,230.15,1366.3999999999999,1560.6499999999999,230.15,1366.3999999999999,10660.831000000004,212.5,1815.3321999999998,7454.0336,0.2506393861892583,0.24489795918367346
replay,9,0.25,1.0,c09_replay_400_0011,6.018790080006952,20.51276733994166,278,8486.533599999999,1764.8999999999999,1764.8999999999999,2032.1499999999999,1764.8999999999999,1764.8999999999999,10360.197400000008,1757.1,1757.1,8486.533599999999,0.2506393861892583,0.0
replay,9,0.25,0.0,c09_replay_400_0012,2.0438988095238093,5.140625,277,1238.0,369.0,1238.0,1238.0,349.33320000000003,1238.0,1766.4996,347.0,1766.4996,557.3332,0.2479108635097493,0.12359550561797752
replay,9,0.25,0.25,c09_replay_400_0012,2.0438988095238093,5.140625,277,1161.9332,265.0,1195.6668,1161.9332,265.0,1195.6668,2640.8664,262.0,1188.5332,621.0664,0.2479108635097493,0.07865168539325842
replay,9,0.25,0.5,c09_replay_400_0012,2.0438988095238093,5.140625,277,966.5996,441.6664,901.3996,966.5996,441.6664,901.3996,2826.6992,438.06640000000004,1231.0664,684.0996,0.2479108635097493,0.0449438202247191
replay,9,0.25,1.0,c09_replay_400_0012,2.0438988095238093,5.140625,277,641.7332,549.8,549.8,641.7332,549.8,549.8,3287.066,523.5328,523.5328,619.8,0.24512534818941503,0.06818181818181818
replay,9,0.25,0.0,c09_replay_400_0013,5.743303571428571,13.1875,276,81.0,0.0,81.0,61.0,0.0,61.0,81.0,0.0,81.0,7.0,0.2454308093994778,0.0425531914893617
replay,9,0.25,0.25,c09_replay_400_0013,5.743303571428571,13.1875,276,776.0,15.999999999999986,1090.0,776.0,15.999999999999986,743.0,776.0,15.999999999999986,1090.0,316.5,0.2506527415143603,0.13541666666666666
replay,9,0.25,0.5,c09_replay_400_0013,5.743303571428571,13.1875,276,1840.0,87.99999999999999,2324.0,1840.0,87.99999999999999,1771.0,1840.0,77.99999999999999,2337.0,1568.5,0.24804177545691905,0.15789473684210525
replay,9,0.25,1.0,c09_replay_400_0013,5.743303571428571,13.1875,276,5507.0,3724.0,3724.0,5492.0,3724.0,3724.0,5507.0,3390.0,3390.0,5423.0,0.2506527415143603,0.052083333333333336
replay,9,0.25,0.0,c09_replay_400_0014,1.2211128547019496,2.01412999317425,109,538.9966000000001,324.8962,538.9966000000001,538.9966000000001,300.063,538.9966000000001,539.2968,201.7296,539.2968,343.7298,0.23121387283236994,0.0375
replay,9,0.25,0.25,c09_replay_400_0014,1.2211128547019496,2.01412999317425,109,1470.4662000000003,572.8664000000001,942.1996000000001,1335.5992,572.8664000000001,855.9332000000002,1395.1004,408.4004,1105.1336,997.6658,0.23699421965317918,0.13414634146341464
replay,9,0.25,0.5,c09_replay_400_0014,1.2211128547019496,2.01412999317425,109,1564.0662000000002,676.9331999999999,853.9992000000001,1351.5992,642.9331999999999,785.5328,1447.1004,446.7336,998.5336,995.866,0.23699421965317918,0.2073170731707317
replay,9,0.25,1.0,c09_replay_400_0014,1.2211128547019496,2.01412999317425,109,2086.2660000000005,936.9328,936.9328,1722.9324000000001,837.9992000000001,837.9992000000001,2036.2,716.1332,716.1332,1546.7324000000003,0.2398843930635838,0.14457831325301204
replay,9,0.25,0.0,c09_replay_400_0015,1.8157092857142858,5.225,142,1702.9257999999995,1086.859,1702.9257999999995,1702.9257999999995,1086.859,1702.9257999999995,1776.8889999999997,807.0592,1776.8889999999997,1346.1925999999999,0.2398843930635838,0.1686746987951807
replay,9,0.25,0.25,c09_replay_400_0015,1.8157092857142858,5.225,142,2900.3184,1948.6145999999999,2645.0516000000002,2796.0508000000004,1948.6145999999999,2645.0516000000002,4759.6552,1622.8516,3219.1016999999993,2489.8516,0.2398843930635838,0.18072289156626506
replay,9,0.25,0.5,c09_replay_400_0015,1.8157092857142858,5.225,142,3493.1188,2425.1848,3224.5184,3119.2508000000003,2425.1848,3214.3848000000003,7485.7292,2078.1839999999997,2743.1187999999993,3155.652,0.2514450867052023,0.19540229885057472
replay,9,0.25,1.0,c09_replay_400_0015,1.8157092857142858,5.225,142,4816.252,4026.7848,4026.7848,4219.7844000000005,4026.7848,4026.7848,10681.910599999996,3717.9183999999996,3717.9183999999996,4764.9184000000005,0.2514450867052023,0.08045977011494253
replay,9,0.25,0.0,c09_replay_400_0016,0.9883609693877551,1.9092261904761905,120,1361.6668000000002,514.2664,1361.6668000000002,1116.8668,504.4,1116.8668,950.3996000000001,339.5331999999999,950.3996000000001,970.3332,0.23278688524590163,0.07042253521126761
replay,9,0.25,0.25,c09_replay_400_0016,0.9883609693877551,1.9092261904761905,120,1817.8008000000002,594.1336,1885.6672,1650.6007999999997,594.1336,1279.1006,1478.4672,429.99999999999994,1561.2007999999998,1315.534,0.24836601307189543,0.13157894736842105
replay,9,0.25,0.5,c09_replay_400_0016,0.9883609693877551,1.9092261904761905,120,2340.6672,916.1336,2081.8004,2186.4008,916.1336,1805.7336,1871.6668000000004,685.4671999999999,1688.3312,1486.6008000000002,0.24509803921568626,0.17333333333333334
replay,9,0.25,1.0,c09_replay_400_0016,0.9883609693877551,1.9092261904761905,120,2440.4008,1208.6676000000002,1208.6676000000002,2350.7344000000003,1208.6676000000002,1208.6676000000002,2603.5336,1105.2663999999997,1105.2663999999997,1701.0008000000005,0.24836601307189543,0.18421052631578946
replay,9,0.25,0.0,c09_replay_400_0017,1.306733630952381,2.8776041666666665,124,1475.3678,1253.6664,1475.3678,1475.3678,1176.2667999999999,1475.3678,3509.8336,1127.0,3509.8336,1334.301,0.24605678233438485,0.038461538461538464
replay,9,0.25,0.25,c09_replay_400_0017,1.306733630952381,2.8776041666666665,124,4110.8338,3294.5328,4053.5342,4110.8338,3294.5328,4053.5342,11643.3328,2811.2336,3877.7672000000007,3987.401,0.24921135646687698,0.11392405063291139
replay,9,0.25,0.5,c09_replay_400_0017,1.306733630952381,2.8776041666666665,124,5103.067,4988.3664,4917.2338,5103.067,4988.3664,4917.2338,14650.6996,4268.6668,4665.667200000001,5039.4672,0.25236593059936907,0.0625
replay,9,0.25,1.0,c09_replay_400_0017,1.306733630952381,2.8776041666666665,124,5646.266799999999,5225.6004,5225.6004,5646.266799999999,5225.6004,5225.6004,15323.866000000002,5032.5332,5032.5332,5373.134,0.2507836990595611,0.1
replay,9,0.25,0.0,c09_replay_400_0018,0.7042410714285714,1.7630208333333333,30,73.86599999999993,168.66559999999998,73.86599999999993,73.86599999999993,51.53239999999988,73.86599999999993,187.60000000000002,10.0,187.60000000000002,78.33279999999996,0.23577235772357724,0.017241379310344827
replay,9,0.25,0.25,c09_replay_400_0018,0.7042410714285714,1.7630208333333333,30,467.7328,289.5992,616.5323999999999,433.46599999999995,260.7324,464.9328,608.3002,217.99999999999997,1136.0,426.7328,0.24390243902439024,0.03333333333333333
replay,9,0.25,0.5,c09_replay_400_0018,0.7042410714285714,1.7630208333333333,30,664.266,472.99959999999993,975.1324,627.1991999999999,472.99959999999993,687.9328,799.4336,384.0,704.0664,494.83239999999995,0.23170731707317074,0.05263157894736842
replay,9,0.25,1.0,c09_replay_400_0018,0.7042410714285714,1.7630208333333333,30,719.8664,535.0664,535.0664,456.7332,470.39919999999995,470.39919999999995,1387.8672,377.46639999999996,377.46639999999996,540.5996,0.24390243902439024,0.1
replay,9,0.25,0.0,c09_replay_400_0019,1.1914210128495843,2.248677248677249,120,724.3992000000001,377.7992000000001,724.3992000000001,724.3992000000001,376.0660000000001,724.3992000000001,1074.9658,357.0,1074.9658,427.7992000000001,0.24464831804281345,0.125
replay,9,0.25,0.25,c09_replay_400_0019,1.1914210128495843,2.248677248677249,120,1229.9324000000001,943.9992000000001,1061.9992000000002,1072.866,889.9992000000001,1061.9992000000002,1331.2326,864.0,1347.2664,1030.9324000000001,0.24464831804281345,0.1
