cell,tag,campus,u,beta,rho,eps,seed,inst_id,rule,rule_sup,m0_alone,m0_sup,oracle,rule_sup_revfrac,rule_sup_orr,m0_sup_revfrac,m0_sup_orr
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0020,1473.651200,1470.824000,1584.209600,1315.268400,1177.979600,0.248804,0.182692,0.248812,0.169451
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0021,1519.953200,1516.909600,1493.908400,1410.178400,1348.460800,0.249663,0.183784,0.250336,0.187668
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0022,936.385600,901.945600,922.120400,889.524800,873.416000,0.250502,0.122995,0.250492,0.109948
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0023,4099.384400,3228.067200,3922.188800,3058.185200,2308.195200,0.247204,0.228571,0.250439,0.210280
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0024,1943.420000,1420.084000,1790.278400,1305.223200,1285.333600,0.246047,0.156812,0.243549,0.147287
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0025,3707.412000,2598.037200,3467.430000,2322.622800,1896.992800,0.249859,0.200450,0.248326,0.177528
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0026,3150.937600,2282.309200,3197.957600,2165.360000,1851.407200,0.244431,0.184652,0.242617,0.186158
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0027,1808.482000,1581.037600,1584.034800,1371.377200,1322.403200,0.246358,0.172237,0.250473,0.158690
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0028,1488.968400,1307.956000,1441.682400,1293.867600,1174.773600,0.247944,0.132653,0.246057,0.123077
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,303,c09_storm2_w80_u100_0029,2294.863600,1419.021200,2117.708400,1409.195600,1059.860800,0.242239,0.176201,0.250000,0.179431
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0020,1473.651200,1408.813200,1513.231600,1357.158400,1177.979600,0.248804,0.173077,0.246722,0.157005
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0021,1519.953200,1471.347600,1590.218800,1400.099600,1348.460800,0.248820,0.200542,0.248156,0.164865
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0022,936.385600,892.444800,955.852000,913.208800,873.416000,0.250000,0.152406,0.250164,0.141732
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0023,4099.384400,3241.008400,3698.366400,2900.013200,2308.195200,0.246326,0.257757,0.245758,0.240476
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0024,1943.420000,1469.018400,1573.260000,1304.389200,1285.333600,0.247950,0.185751,0.246592,0.155779
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0025,3707.412000,2626.412800,3271.840000,2351.950800,1896.992800,0.250000,0.229730,0.246644,0.188209
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0026,3150.937600,2110.042800,2731.802400,2176.296000,1851.407200,0.242798,0.203390,0.243605,0.174224
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0027,1808.482000,1486.798800,1615.193200,1331.563600,1322.403200,0.245403,0.162791,0.244010,0.157623
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0028,1488.968400,1451.334400,1356.956400,1219.046800,1174.773600,0.249367,0.149746,0.247325,0.147583
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,304,c09_storm2_w80_u100_0029,2294.863600,1212.709200,2010.274400,1331.780000,1059.860800,0.241265,0.181609,0.240395,0.191781
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0020,1473.651200,1491.924000,1369.331600,1273.603600,1177.979600,0.249551,0.172662,0.247178,0.175481
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0021,1519.953200,1485.355600,1549.120400,1400.624000,1348.460800,0.249158,0.145946,0.243788,0.151515
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0022,936.385600,877.132800,944.868800,887.086400,873.416000,0.250167,0.152406,0.249671,0.147757
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0023,4099.384400,3296.060800,3769.852400,2868.305600,2308.195200,0.248381,0.244076,0.248824,0.224586
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0024,1943.420000,1422.750000,1778.850000,1323.122800,1285.333600,0.248577,0.145038,0.250314,0.122807
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0025,3707.412000,2629.866800,3186.541200,2273.611200,1896.992800,0.250141,0.242697,0.250419,0.198661
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0026,3150.937600,2146.195200,2714.461200,2039.254800,1851.407200,0.242335,0.192214,0.237929,0.178484
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0027,1808.482000,1447.580000,1531.491200,1325.247600,1322.403200,0.245881,0.172680,0.246067,0.148338
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0028,1488.968400,1394.362000,1399.117600,1240.168800,1174.773600,0.249684,0.179747,0.243887,0.167095
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,305,c09_storm2_w80_u100_0029,2294.863600,1329.380800,1881.098800,1365.985600,1059.860800,0.242643,0.173913,0.247383,0.160356
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0020,1473.651200,1395.614000,1410.543600,1311.546000,1177.979600,0.249851,0.196172,0.248362,0.179856
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0021,1519.953200,1486.928400,1513.280400,1455.850000,1348.460800,0.249831,0.172973,0.250168,0.158602
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0022,936.385600,913.620000,918.895600,894.333600,873.416000,0.250333,0.130319,0.249504,0.132626
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0023,4099.384400,3253.243600,3650.890800,2877.541200,2308.195200,0.245294,0.242206,0.248972,0.235849
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0024,1943.420000,1433.761200,1900.319200,1426.664800,1285.333600,0.248263,0.167939,0.249215,0.173804
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0025,3707.412000,2523.856800,3418.657600,2500.489600,1896.992800,0.250422,0.213483,0.250141,0.213483
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0026,3150.937600,2256.832400,2866.307200,2146.465600,1851.407200,0.243673,0.195652,0.244862,0.196643
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0027,1808.482000,1546.740400,1594.302800,1364.859600,1322.403200,0.247625,0.145780,0.249842,0.143939
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0028,1488.968400,1451.138400,1338.977200,1203.336800,1174.773600,0.249209,0.170051,0.248106,0.167939
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,306,c09_storm2_w80_u100_0029,2294.863600,1465.667200,2160.430800,1386.664000,1059.860800,0.242778,0.215103,0.249725,0.202643
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0020,1473.651200,1473.434000,1380.936400,1324.789200,1177.979600,0.249851,0.188995,0.247767,0.180288
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0021,1519.953200,1446.660400,1527.728400,1481.130400,1348.460800,0.249494,0.148649,0.249496,0.137466
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0022,936.385600,902.618400,959.031200,933.927600,873.416000,0.250334,0.149333,0.249007,0.154255
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0023,4099.384400,3051.132400,4122.896000,3190.069600,2308.195200,0.246326,0.245823,0.245305,0.251196
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0024,1943.420000,1319.920400,1723.202800,1356.692400,1285.333600,0.247631,0.155612,0.245117,0.151671
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0025,3707.412000,2851.730000,3679.476400,2512.517600,1896.992800,0.250422,0.217978,0.250140,0.219731
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0026,3150.937600,2267.264000,3263.568400,2033.523600,1851.407200,0.248824,0.203310,0.250000,0.200000
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0027,1808.482000,1444.228800,1720.854000,1349.904800,1322.403200,0.244289,0.174026,0.247793,0.142494
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0028,1488.968400,1402.696400,1573.935600,1423.588400,1174.773600,0.249209,0.177665,0.249684,0.182278
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,307,c09_storm2_w80_u100_0029,2294.863600,1382.174800,1984.662400,1391.809200,1059.860800,0.242239,0.173913,0.240177,0.158986
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0020,1473.651200,1421.951200,1528.785600,1407.905600,1177.979600,0.249402,0.165468,0.248358,0.192308
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0021,1519.953200,1463.770800,1478.749600,1442.450800,1348.460800,0.248820,0.168022,0.248988,0.170732
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0022,936.385600,870.674400,950.732800,890.372400,873.416000,0.249833,0.131016,0.250332,0.127321
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0023,4099.384400,3116.875600,3762.209600,3084.259600,2308.195200,0.246027,0.282297,0.250000,0.271226
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0024,1943.420000,1380.993200,1854.460400,1387.077600,1285.333600,0.248263,0.167939,0.250315,0.163728
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0025,3707.412000,2554.314000,3470.397600,2423.964800,1896.992800,0.250141,0.211712,0.250000,0.212528
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0026,3150.937600,2266.039600,2848.730800,2145.874000,1851.407200,0.243974,0.212048,0.242247,0.205314
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0027,1808.482000,1568.313600,1677.302800,1401.027200,1322.403200,0.247625,0.161125,0.249049,0.147583
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0028,1488.968400,1404.362000,1372.017200,1228.414400,1174.773600,0.248734,0.152672,0.247788,0.160714
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,308,c09_storm2_w80_u100_0029,2294.863600,1242.564400,2357.315200,1373.678400,1059.860800,0.240289,0.187067,0.248062,0.174107
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0020,1473.651200,1464.782000,1659.096000,1512.755200,1177.979600,0.249701,0.194245,0.249106,0.191388
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0021,1519.953200,1395.287200,1601.304400,1427.046800,1348.460800,0.249832,0.150943,0.248318,0.130081
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0022,936.385600,906.820000,930.003600,912.375200,873.416000,0.249833,0.126005,0.250165,0.148148
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0023,4099.384400,3273.260000,3925.690000,3166.289600,2308.195200,0.248531,0.234043,0.245624,0.256532
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0024,1943.420000,1455.202800,1740.658000,1381.939200,1285.333600,0.248892,0.160305,0.245012,0.150127
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0025,3707.412000,2606.683600,3644.267200,2630.167200,1896.992800,0.250000,0.238739,0.250139,0.231626
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0026,3150.937600,2336.220000,3008.205200,2158.036400,1851.407200,0.244862,0.189448,0.243165,0.174641
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0027,1808.482000,1509.149200,1672.062400,1435.690000,1322.403200,0.247625,0.181586,0.249369,0.174684
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0028,1488.968400,1475.154400,1397.828000,1248.668400,1174.773600,0.249054,0.167089,0.248900,0.154040
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,309,c09_storm2_w80_u100_0029,2294.863600,1465.436000,2106.194400,1185.608000,1059.860800,0.242374,0.178490,0.249169,0.166667
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0020,1473.651200,1436.658800,1521.732400,1330.164400,1177.979600,0.248804,0.182692,0.247318,0.154217
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0021,1519.953200,1474.062000,1469.262800,1380.544400,1348.460800,0.248820,0.151762,0.248656,0.143243
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0022,936.385600,913.969600,926.392400,914.096400,873.416000,0.250335,0.133690,0.250000,0.126316
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0023,4099.384400,3353.736000,3623.796400,3007.964400,2308.195200,0.246616,0.233890,0.250293,0.241218
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0024,1943.420000,1399.412000,1785.870000,1432.286800,1285.333600,0.250000,0.179747,0.250156,0.167500
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0025,3707.412000,2664.364400,3438.473600,2550.366400,1896.992800,0.250422,0.226966,0.250140,0.197309
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0026,3150.937600,2079.231600,2773.522800,2130.449200,1851.407200,0.241520,0.198547,0.245195,0.190024
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0027,1808.482000,1536.926400,1612.550400,1315.746800,1322.403200,0.245725,0.185567,0.247319,0.165816
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0028,1488.968400,1399.347200,1401.539200,1248.469200,1174.773600,0.248889,0.160714,0.248428,0.136709
c9_storm2_u100_b0.20_r0.25_eps0.25,B,9,100,0.2,0.25,0.25,310,c09_storm2_w80_u100_0029,2294.863600,1451.906800,2232.233600,1330.480000,1059.860800,0.243632,0.186364,0.248478,0.189310
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1392.506000,1278.824400,1173.754800,0.249253,0.067146,0.247914,0.055288
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1440.648800,1308.816400,1302.063600,0.249494,0.062162,0.248481,0.029891
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0022,973.188800,950.078000,940.231600,907.070800,902.748000,0.250501,0.024000,0.250497,0.021164
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0023,3998.716800,2724.678400,2966.104400,2460.754400,2221.794800,0.243673,0.144928,0.250146,0.107728
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1917.984800,1497.529200,1383.825600,0.248263,0.068702,0.250474,0.035354
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3145.143600,2237.047200,1955.086800,0.250422,0.112360,0.250422,0.067416
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2461.422000,2067.622000,1884.976800,0.240872,0.090465,0.244549,0.081928
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1725.126800,1402.530800,1443.802000,0.245092,0.056848,0.250158,0.035354
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1376.709200,1300.038800,1218.803200,0.249207,0.055980,0.247625,0.023018
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,301,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1704.270400,1377.090400,1117.632800,0.240710,0.073733,0.250417,0.037778
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1354.546000,1269.920000,1173.754800,0.249253,0.067146,0.248210,0.052885
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1423.997600,1305.009600,1302.063600,0.249494,0.062162,0.248318,0.029810
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0022,973.188800,950.078000,1016.574800,916.298000,902.748000,0.250501,0.024000,0.250332,0.034483
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3194.502000,2650.999600,2221.794800,0.243673,0.144928,0.245316,0.102625
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1846.839200,1459.652400,1383.825600,0.248263,0.068702,0.250317,0.045570
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3213.976000,2355.414400,1955.086800,0.250422,0.112360,0.250140,0.073991
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2580.803200,1983.532000,1884.976800,0.240872,0.090465,0.239718,0.068627
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1635.943200,1410.439200,1443.802000,0.245092,0.056848,0.247319,0.035714
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1416.823200,1286.125200,1218.803200,0.249207,0.055980,0.248106,0.025445
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,302,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1825.944800,1224.636800,1117.632800,0.240710,0.073733,0.249861,0.050998
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1432.536800,1311.293200,1173.754800,0.249253,0.067146,0.244934,0.055961
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1380.804800,1302.348800,1302.063600,0.249494,0.062162,0.246631,0.032787
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0022,973.188800,950.078000,976.769600,931.047200,902.748000,0.250501,0.024000,0.250165,0.021164
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3512.745200,2424.686400,2221.794800,0.243673,0.144928,0.242815,0.099034
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0024,2138.638000,1618.044400,2112.668400,1436.211200,1383.825600,0.248263,0.068702,0.246057,0.051282
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3441.132000,2429.341600,1955.086800,0.250422,0.112360,0.249156,0.074492
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2383.835600,1928.649200,1884.976800,0.240872,0.090465,0.241520,0.075061
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1851.390800,1472.328000,1443.802000,0.245092,0.056848,0.244627,0.036176
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1564.327600,1353.467600,1218.803200,0.249207,0.055980,0.246843,0.033248
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,303,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1752.626400,1247.929200,1117.632800,0.240710,0.073733,0.243632,0.045455
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1357.790000,1209.392400,1173.754800,0.249253,0.067146,0.248210,0.055288
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1413.143600,1287.950400,1302.063600,0.249494,0.062162,0.247978,0.029891
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0022,973.188800,950.078000,980.713200,943.852000,902.748000,0.250501,0.024000,0.250331,0.037037
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3211.303600,2570.804000,2221.794800,0.243673,0.144928,0.249707,0.093897
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1973.778000,1491.860000,1383.825600,0.248263,0.068702,0.250317,0.053165
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3475.799600,2392.925200,1955.086800,0.250422,0.112360,0.248734,0.083710
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2368.479600,2018.073600,1884.976800,0.240872,0.090465,0.242192,0.077859
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1546.773600,1402.928000,1443.802000,0.245092,0.056848,0.249052,0.038071
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1385.378400,1292.297600,1218.803200,0.249207,0.055980,0.247468,0.028133
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,304,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1868.865600,1293.240400,1117.632800,0.240710,0.073733,0.247091,0.058296
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1411.154400,1278.998800,1173.754800,0.249253,0.067146,0.248354,0.050602
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1520.277600,1305.823600,1302.063600,0.249494,0.062162,0.248146,0.038043
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0022,973.188800,950.078000,977.982800,940.011600,902.748000,0.250501,0.024000,0.250000,0.026455
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3317.170000,2471.462000,2221.794800,0.243673,0.144928,0.242941,0.108959
