iter,updates,env_steps_cum,override_rate,confirmation_rate,review_fraction,n_reviews,n_reviewable,mean_return,hat_s_sign_acc,hat_s_exact_acc,hat_s_zero_baseline,hat_s_pearson_r,obs_twt,true_twt,est_loss,seconds
0,75,614400,0.067329,0.932671,0.247100,111467,451101,-9.003767,0.689737,0.339457,0.348679,0.503861,1112.798533,2295.636033,0.396430,252.250859
1,150,1228800,0.022030,0.977970,0.246950,111618,451986,-7.501144,0.692909,0.343662,0.348679,0.440759,1073.920667,2186.357133,0.354579,243.272133
2,225,1843200,0.016573,0.983427,0.246599,111446,451933,-7.242478,0.673425,0.346614,0.348679,0.381171,1059.678600,2154.392733,0.197336,244.893857
3,300,2457600,0.016366,0.983634,0.246087,111087,451413,-7.321156,0.657907,0.347942,0.348679,0.430111,1048.530133,2142.005067,0.161889,245.776383
4,375,3072000,0.015105,0.984895,0.246404,111352,451909,-7.153006,0.649977,0.346466,0.348679,0.354179,1021.979933,2142.620133,0.159952,274.302826
5,450,3686400,0.015102,0.984898,0.246512,111243,451268,-7.878733,0.652243,0.348163,0.348679,0.353899,1005.043467,2136.340133,0.068919,263.457493
6,525,4300800,0.013355,0.986645,0.246357,111266,451646,-7.058983,0.625170,0.347942,0.348679,0.314228,1034.792067,2124.410400,0.142247,245.492113
7,600,4915200,0.014498,0.985502,0.245968,110704,450074,-7.315714,0.684640,0.348089,0.348679,0.289390,1021.960733,2127.264000,0.181837,243.456876
