iter,updates,env_steps_cum,override_rate,confirmation_rate,review_fraction,n_reviews,n_reviewable,mean_return,hat_s_sign_acc,hat_s_exact_acc,hat_s_zero_baseline,hat_s_pearson_r,obs_twt,true_twt,est_loss,seconds
0,75,614400,0.049621,0.950379,0.247615,112149,452916,-10.744182,0.805315,0.379593,0.386454,0.512216,1092.903933,2488.407400,0.298486,247.911014
1,150,1228800,0.006359,0.993641,0.247637,111497,450243,-8.326965,0.653680,0.380699,0.386454,0.513104,1169.379800,2461.291667,0.178412,246.487284
2,225,1843200,0.004911,0.995089,0.247729,111800,451299,-8.982512,0.804954,0.382470,0.386454,0.357322,1295.186267,2453.634200,0.202326,247.278917
3,300,2457600,0.004204,0.995796,0.247551,111790,451584,-10.602914,0.760823,0.381068,0.386454,0.316381,1474.966533,2399.276667,0.198826,246.852869
4,375,3072000,0.003831,0.996169,0.247432,111445,450406,-12.594358,0.550625,0.380109,0.386454,0.272235,1751.391000,2347.030733,0.150454,246.708556
5,450,3686400,0.003813,0.996187,0.247704,111457,449961,-13.696878,0.705026,0.383798,0.386454,0.221335,1822.368733,2335.811400,0.086568,251.771306
6,525,4300800,0.003463,0.996537,0.247734,112027,452206,-13.869815,0.546296,0.382987,0.386454,0.129654,1797.347600,2322.716000,0.056697,256.573454
7,600,4915200,0.002949,0.997051,0.247643,111913,451912,-13.464108,0.678692,0.382027,0.386454,0.143117,1818.491933,2284.543933,0.113645,260.652991
