decider_channel,campus,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,m0_sup,rule_sup,oracle,m0_final_r,m0_final_orr
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0022,1983,1255.530000,1207.906000,1203.698800,1245.562400,1218.304800,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0023,1983,1251.113600,1205.097200,1187.263200,1242.408800,1185.189600,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0024,1983,2040.184000,1448.921600,1426.548000,1727.396400,1434.189200,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0025,1983,1653.087600,1563.323600,1563.323600,1621.426000,1550.068000,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0026,1983,1769.389600,1282.759600,1274.260000,1655.275200,1308.659600,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0027,1983,1752.833600,906.013200,820.642400,1041.454800,803.994000,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0028,1983,804.369600,697.722000,697.722000,778.310000,730.334800,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,303,c09_storm2_w80_u90_0029,1983,3061.778400,2793.178000,2772.647600,3003.177600,2856.388000,0.2847,0.0097
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0020,1983,2177.667200,1535.984800,1474.552000,2154.681600,1504.394400,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0021,1983,1754.070800,1718.568800,1718.568800,1719.228400,1724.693600,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0022,1983,1255.530000,1208.007200,1208.007200,1245.562400,1218.304800,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0023,1983,1251.113600,1179.677200,1206.196400,1242.408800,1185.189600,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0024,1983,2040.184000,1435.210400,1432.535200,1727.396400,1434.189200,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0025,1983,1653.087600,1568.711200,1568.711200,1621.426000,1550.068000,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0026,1983,1769.389600,1286.551600,1281.996800,1655.275200,1308.659600,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0027,1983,1752.833600,945.555200,868.638400,1041.454800,803.994000,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0028,1983,804.369600,682.814000,711.690800,778.310000,730.334800,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,304,c09_storm2_w80_u90_0029,1983,3061.778400,2776.705200,2758.898000,3003.177600,2856.388000,0.2891,0.0140
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0020,1983,2177.667200,1539.472800,1455.083200,2154.681600,1504.394400,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0021,1983,1754.070800,1711.612800,1715.692000,1719.228400,1724.693600,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0022,1983,1255.530000,1203.709200,1203.709200,1245.562400,1218.304800,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0023,1983,1251.113600,1215.494800,1201.997200,1242.408800,1185.189600,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0024,1983,2040.184000,1428.791200,1425.202000,1727.396400,1434.189200,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0025,1983,1653.087600,1572.779600,1574.198800,1621.426000,1550.068000,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0026,1983,1769.389600,1280.455600,1278.866800,1655.275200,1308.659600,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0027,1983,1752.833600,938.076400,804.470400,1041.454800,803.994000,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0028,1983,804.369600,704.809200,709.621200,778.310000,730.334800,0.2317,0.0123
full_class_shift,9,90,1.0,0.25,305,c09_storm2_w80_u90_0029,1983,3061.778400,2807.905200,2852.839600,3003.177600,2856.388000,0.2317,0.0123
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0020,1983,2177.667200,1626.886000,1449.743200,2154.681600,1504.394400,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0021,1983,1754.070800,1715.361600,1717.823200,1719.228400,1724.693600,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0022,1983,1255.530000,1212.823200,1204.374800,1245.562400,1218.304800,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0023,1983,1251.113600,1203.804800,1206.176000,1242.408800,1185.189600,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0024,1983,2040.184000,1476.730800,1434.132800,1727.396400,1434.189200,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0025,1983,1653.087600,1573.244000,1573.244000,1621.426000,1550.068000,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0026,1983,1769.389600,1313.287200,1298.823200,1655.275200,1308.659600,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0027,1983,1752.833600,999.178400,838.152400,1041.454800,803.994000,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0028,1983,804.369600,691.733200,695.240400,778.310000,730.334800,0.2912,0.0115
deadline_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0029,1983,3061.778400,2783.162400,2765.460400,3003.177600,2856.388000,0.2912,0.0115
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0020,1983,2177.667200,1514.876400,1501.618400,2154.681600,1504.394400,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0021,1983,1754.070800,1716.083200,1710.846400,1719.228400,1724.693600,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0022,1983,1255.530000,1209.535600,1203.940400,1245.562400,1218.304800,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0023,1983,1251.113600,1223.970400,1216.634400,1242.408800,1185.189600,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0024,1983,2040.184000,1431.826800,1434.282800,1727.396400,1434.189200,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0025,1983,1653.087600,1566.508800,1566.508800,1621.426000,1550.068000,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0026,1983,1769.389600,1290.701200,1278.199200,1655.275200,1308.659600,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0027,1983,1752.833600,951.602800,896.911600,1041.454800,803.994000,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0028,1983,804.369600,687.173200,687.173200,778.310000,730.334800,0.2762,0.0178
deadline_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0029,1983,3061.778400,2844.268400,2844.268400,3003.177600,2856.388000,0.2762,0.0178
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0020,1983,2177.667200,1481.674800,1471.266400,2154.681600,1504.394400,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0021,1983,1754.070800,1719.452800,1719.452800,1719.228400,1724.693600,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0022,1983,1255.530000,1206.906800,1206.906800,1245.562400,1218.304800,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0023,1983,1251.113600,1205.146000,1210.313200,1242.408800,1185.189600,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0024,1983,2040.184000,1465.554800,1449.639200,1727.396400,1434.189200,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0025,1983,1653.087600,1578.902800,1579.290800,1621.426000,1550.068000,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0026,1983,1769.389600,1296.757200,1276.775200,1655.275200,1308.659600,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0027,1983,1752.833600,877.658000,810.605200,1041.454800,803.994000,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0028,1983,804.369600,695.346800,695.346800,778.310000,730.334800,0.2564,0.0145
deadline_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0029,1983,3061.778400,2808.716400,2807.259600,3003.177600,2856.388000,0.2564,0.0145
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0020,1983,2177.667200,1644.911200,1502.446400,2154.681600,1504.394400,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0021,1983,1754.070800,1721.553600,1721.218400,1719.228400,1724.693600,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0022,1983,1255.530000,1206.451600,1202.282800,1245.562400,1218.304800,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0023,1983,1251.113600,1220.144800,1198.199600,1242.408800,1185.189600,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0024,1983,2040.184000,1461.364400,1456.503200,1727.396400,1434.189200,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0025,1983,1653.087600,1565.510400,1565.510400,1621.426000,1550.068000,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0026,1983,1769.389600,1301.147200,1304.603200,1655.275200,1308.659600,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0027,1983,1752.833600,965.996000,881.548800,1041.454800,803.994000,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0028,1983,804.369600,700.459600,704.028400,778.310000,730.334800,0.2153,0.0149
deadline_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0029,1983,3061.778400,2867.728800,2836.583600,3003.177600,2856.388000,0.2153,0.0149
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0020,1983,2177.667200,1463.861200,1503.384800,2154.681600,1504.394400,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0021,1983,1754.070800,1716.343200,1718.870400,1719.228400,1724.693600,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0022,1983,1255.530000,1206.546400,1202.339200,1245.562400,1218.304800,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0023,1983,1251.113600,1197.829600,1191.177600,1242.408800,1185.189600,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0024,1983,2040.184000,1433.572000,1430.543200,1727.396400,1434.189200,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0025,1983,1653.087600,1575.616400,1578.061200,1621.426000,1550.068000,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0026,1983,1769.389600,1284.991200,1292.778800,1655.275200,1308.659600,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0027,1983,1752.833600,906.299600,825.728800,1041.454800,803.994000,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0028,1983,804.369600,696.631600,707.727600,778.310000,730.334800,0.2969,0.0099
deadline_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0029,1983,3061.778400,2802.224400,2827.858800,3003.177600,2856.388000,0.2969,0.0099
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0020,1983,2177.667200,1933.488800,1793.604400,2154.681600,1504.394400,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0021,1983,1754.070800,1744.731200,1722.672000,1719.228400,1724.693600,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0022,1983,1255.530000,1217.456400,1210.502400,1245.562400,1218.304800,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0023,1983,1251.113600,1224.596400,1217.862800,1242.408800,1185.189600,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0024,1983,2040.184000,1808.447600,1723.253200,1727.396400,1434.189200,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0025,1983,1653.087600,1649.060400,1650.536800,1621.426000,1550.068000,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0026,1983,1769.389600,1514.561600,1382.487600,1655.275200,1308.659600,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0027,1983,1752.833600,1436.343600,1311.156000,1041.454800,803.994000,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0028,1983,804.369600,752.610800,729.841600,778.310000,730.334800,0.3972,0.0386
weight_only,9,90,1.0,0.25,301,c09_storm2_w80_u90_0029,1983,3061.778400,2936.019600,2923.957600,3003.177600,2856.388000,0.3972,0.0386
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0020,1983,2177.667200,1891.403600,1851.266400,2154.681600,1504.394400,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0021,1983,1754.070800,1738.509600,1721.595600,1719.228400,1724.693600,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0022,1983,1255.530000,1219.834800,1205.396400,1245.562400,1218.304800,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0023,1983,1251.113600,1238.355600,1240.099600,1242.408800,1185.189600,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0024,1983,2040.184000,1847.171200,1700.442400,1727.396400,1434.189200,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0025,1983,1653.087600,1643.542400,1600.150000,1621.426000,1550.068000,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0026,1983,1769.389600,1512.657600,1471.380800,1655.275200,1308.659600,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0027,1983,1752.833600,1418.992000,1107.400000,1041.454800,803.994000,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0028,1983,804.369600,768.606800,734.333200,778.310000,730.334800,0.3957,0.0355
weight_only,9,90,1.0,0.25,302,c09_storm2_w80_u90_0029,1983,3061.778400,2921.261600,2893.976800,3003.177600,2856.388000,0.3957,0.0355
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0020,1983,2177.667200,1856.836000,1838.252000,2154.681600,1504.394400,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0021,1983,1754.070800,1714.128400,1717.630000,1719.228400,1724.693600,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0022,1983,1255.530000,1211.434400,1211.434400,1245.562400,1218.304800,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0023,1983,1251.113600,1234.688800,1249.733600,1242.408800,1185.189600,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0024,1983,2040.184000,1707.824400,1664.800400,1727.396400,1434.189200,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0025,1983,1653.087600,1642.666400,1621.018800,1621.426000,1550.068000,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0026,1983,1769.389600,1484.272000,1369.247600,1655.275200,1308.659600,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0027,1983,1752.833600,1515.754800,1046.676000,1041.454800,803.994000,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0028,1983,804.369600,761.478400,732.480800,778.310000,730.334800,0.3824,0.0358
weight_only,9,90,1.0,0.25,303,c09_storm2_w80_u90_0029,1983,3061.778400,2918.156000,2894.515600,3003.177600,2856.388000,0.3824,0.0358
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0020,1983,2177.667200,1965.540400,1905.512400,2154.681600,1504.394400,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0021,1983,1754.070800,1738.094000,1732.768000,1719.228400,1724.693600,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0022,1983,1255.530000,1208.638000,1209.479600,1245.562400,1218.304800,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0023,1983,1251.113600,1235.805600,1232.483600,1242.408800,1185.189600,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0024,1983,2040.184000,1825.975200,1648.250400,1727.396400,1434.189200,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0025,1983,1653.087600,1663.831200,1584.638800,1621.426000,1550.068000,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0026,1983,1769.389600,1537.849600,1505.020000,1655.275200,1308.659600,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0027,1983,1752.833600,1425.578400,1215.307200,1041.454800,803.994000,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0028,1983,804.369600,760.416800,728.079600,778.310000,730.334800,0.3303,0.0375
weight_only,9,90,1.0,0.25,304,c09_storm2_w80_u90_0029,1983,3061.778400,2916.784400,2926.618800,3003.177600,2856.388000,0.3303,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0020,1983,2177.667200,1924.250800,1906.865200,2154.681600,1504.394400,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0021,1983,1754.070800,1724.335200,1728.060400,1719.228400,1724.693600,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0022,1983,1255.530000,1224.005200,1214.658400,1245.562400,1218.304800,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0023,1983,1251.113600,1227.669600,1233.707200,1242.408800,1185.189600,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0024,1983,2040.184000,1794.365600,1670.608000,1727.396400,1434.189200,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0025,1983,1653.087600,1653.292400,1576.409200,1621.426000,1550.068000,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0026,1983,1769.389600,1499.763600,1435.306000,1655.275200,1308.659600,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0027,1983,1752.833600,1434.282800,1200.046000,1041.454800,803.994000,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0028,1983,804.369600,753.631600,735.416800,778.310000,730.334800,0.4066,0.0375
weight_only,9,90,1.0,0.25,305,c09_storm2_w80_u90_0029,1983,3061.778400,2903.520000,2879.050800,3003.177600,2856.388000,0.4066,0.0375
