mechanism,campus,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,m0_sup,rule_sup,oracle,rule_sup_revfrac,m0_sup_revfrac,m0_final_r,m0_final_orr,m0_final_sign
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0020,1983,2177.667200,1642.194000,1541.700800,2152.651600,1504.394400,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0021,1983,1754.070800,1712.297600,1712.297600,1723.477600,1724.693600,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0022,1983,1255.530000,1209.550000,1209.550000,1249.695600,1218.304800,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0023,1983,1251.113600,1205.528000,1207.822000,1238.536800,1185.189600,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0024,1983,2040.184000,1447.031200,1443.153600,1824.343200,1434.189200,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0025,1983,1653.087600,1573.607600,1575.632800,1612.627200,1550.068000,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0026,1983,1769.389600,1291.038400,1291.038400,1689.275200,1308.659600,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0027,1983,1752.833600,1015.315200,836.919600,1449.729200,803.994000,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0028,1983,804.369600,712.163600,710.578000,757.285600,730.334800,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,301,c09_storm2_w80_u90_0029,1983,3061.778400,2885.419600,2842.457600,3020.779600,2856.388000,0.0000,0.0000,0.3951,0.0087,0.4433
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0020,1983,2177.667200,1613.258800,1552.938000,2171.612800,1504.394400,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0021,1983,1754.070800,1714.245600,1714.245600,1729.231200,1724.693600,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0022,1983,1255.530000,1208.394800,1208.394800,1251.868000,1218.304800,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0023,1983,1251.113600,1190.773200,1185.442000,1241.501600,1185.189600,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0024,1983,2040.184000,1445.493200,1441.492000,1814.679200,1434.189200,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0025,1983,1653.087600,1577.031200,1576.949600,1607.426400,1550.068000,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0026,1983,1769.389600,1286.744400,1286.744400,1612.753200,1308.659600,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0027,1983,1752.833600,865.991600,821.452400,1600.934800,803.994000,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0028,1983,804.369600,688.979600,694.020400,757.414000,730.334800,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,302,c09_storm2_w80_u90_0029,1983,3061.778400,2848.261200,2841.320000,3040.468400,2856.388000,0.0000,0.0000,0.4584,0.0112,0.4437
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0020,1983,2177.667200,1568.938000,1459.343200,2192.446000,1504.394400,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0021,1983,1754.070800,1713.791200,1713.791200,1732.711600,1724.693600,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0022,1983,1255.530000,1207.629200,1207.629200,1246.954400,1218.304800,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0023,1983,1251.113600,1188.620000,1188.363200,1256.667200,1185.189600,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0024,1983,2040.184000,1508.276400,1466.253200,1939.783600,1434.189200,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0025,1983,1653.087600,1575.110000,1575.892000,1614.841600,1550.068000,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0026,1983,1769.389600,1304.496800,1303.248800,1696.594400,1308.659600,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0027,1983,1752.833600,1044.645600,841.044800,1663.997600,803.994000,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0028,1983,804.369600,693.951600,695.562000,765.881600,730.334800,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,303,c09_storm2_w80_u90_0029,1983,3061.778400,2849.653600,2791.003600,3000.066000,2856.388000,0.0000,0.0000,0.4306,0.0089,0.7446
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0020,1983,2177.667200,1640.072800,1567.344400,2193.803200,1504.394400,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0021,1983,1754.070800,1715.708000,1715.887200,1742.184000,1724.693600,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0022,1983,1255.530000,1203.402800,1203.402800,1253.819200,1218.304800,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0023,1983,1251.113600,1201.458000,1195.767600,1237.430400,1185.189600,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0024,1983,2040.184000,1426.631200,1421.532400,1941.717200,1434.189200,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0025,1983,1653.087600,1565.567200,1563.080000,1601.280400,1550.068000,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0026,1983,1769.389600,1295.174000,1286.732400,1728.120800,1308.659600,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0027,1983,1752.833600,998.128800,829.887200,1533.325200,803.994000,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0028,1983,804.369600,690.231600,699.954000,767.887200,730.334800,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,304,c09_storm2_w80_u90_0029,1983,3061.778400,2907.400800,2865.435200,2997.684800,2856.388000,0.0000,0.0000,0.5282,0.0064,0.8802
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0020,1983,2177.667200,1598.810400,1481.996400,2156.774400,1504.394400,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0021,1983,1754.070800,1713.411200,1713.411200,1726.796000,1724.693600,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0022,1983,1255.530000,1205.129200,1206.630000,1255.474800,1218.304800,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0023,1983,1251.113600,1191.355600,1191.355600,1242.135200,1185.189600,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0024,1983,2040.184000,1441.172800,1441.172800,1769.599200,1434.189200,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0025,1983,1653.087600,1581.370000,1587.298000,1616.668800,1550.068000,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0026,1983,1769.389600,1280.303600,1281.626800,1672.638400,1308.659600,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0027,1983,1752.833600,873.794400,831.624800,1478.232000,803.994000,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0028,1983,804.369600,700.934800,704.642800,764.093600,730.334800,0.0000,0.0000,0.4597,0.0058,0.7438
random,9,90,1.0,0.25,305,c09_storm2_w80_u90_0029,1983,3061.778400,2851.064400,2861.443600,2962.237600,2856.388000,0.0000,0.0000,0.4597,0.0058,0.7438
