campus,track,size,level,rule,beta,inst_id,twt_rule,twt_oracle
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0016,821.0844,821.0844
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0016,774.1940,774.1940
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0016,774.1940,774.1940
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0017,1399.6940,1399.6940
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0017,1399.6940,1399.6940
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0017,1256.1452,1256.1452
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0017,1256.1452,1256.1452
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0018,1006.2532,1006.2532
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0018,1006.2532,1006.2532
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0018,938.9240,938.9240
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0018,938.9240,938.9240
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0019,1077.9988,1077.9988
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0019,1077.9988,1077.9988
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0019,811.5992,811.5992
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0019,811.5992,811.5992
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0020,1287.4904,1287.4904
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0020,1287.4904,1287.4904
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0020,981.1316,981.1316
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0020,981.1316,981.1316
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0021,681.3472,681.3472
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0021,681.3472,681.3472
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0021,550.9576,550.9576
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0021,550.9576,550.9576
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0022,520.1832,520.1832
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0022,520.1832,520.1832
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0022,244.3652,244.3652
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0022,244.3652,244.3652
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0023,663.1040,663.1040
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0023,663.1040,663.1040
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0023,560.3544,560.3544
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0023,560.3544,560.3544
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0024,56.2908,56.2908
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0024,56.2908,56.2908
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0024,64.0228,64.0228
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0024,64.0228,64.0228
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0025,278.7384,278.7384
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0025,278.7384,278.7384
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0025,140.1840,140.1840
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0025,140.1840,140.1840
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0026,316.0400,316.0400
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0026,316.0400,316.0400
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0026,396.1688,396.1688
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0026,396.1688,396.1688
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0027,1108.8816,1108.8816
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0027,1108.8816,1108.8816
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0027,928.0336,928.0336
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0027,928.0336,928.0336
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0028,1016.0324,1016.0324
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0028,1016.0324,1016.0324
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0028,487.4552,487.4552
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0028,487.4552,487.4552
12,storm,150,a200_c80,atc,0.5,c12_storm_150_a200_c80_0029,686.5704,686.5704
12,storm,150,a200_c80,edd,0.5,c12_storm_150_a200_c80_0029,686.5704,686.5704
12,storm,150,a200_c80,atc,1.0,c12_storm_150_a200_c80_0029,729.1528,729.1528
12,storm,150,a200_c80,edd,1.0,c12_storm_150_a200_c80_0029,729.1528,729.1528
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0000,517.8960,517.8960
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0000,517.8960,517.8960
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0000,359.5060,359.5060
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0000,359.5060,359.5060
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0001,105.1280,104.9840
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0001,104.9840,104.9840
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0001,205.7964,205.4408
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0001,205.6524,205.4408
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0002,968.7464,968.7464
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0002,968.7464,968.7464
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0002,994.2288,994.2288
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0002,994.2288,994.2288
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0003,415.1364,415.1364
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0003,415.1364,415.1364
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0003,448.9092,448.9092
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0003,448.9092,448.9092
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0004,414.2112,414.2112
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0004,414.2112,414.2112
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0004,321.6904,321.6904
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0004,321.6904,321.6904
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0005,460.8504,460.8504
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0005,460.8504,460.8504
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0005,478.4152,478.4152
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0005,478.4152,478.4152
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0006,968.1776,968.1776
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0006,968.1776,968.1776
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0006,1353.3216,1353.3216
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0006,1353.3216,1353.3216
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0007,269.7780,269.7780
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0007,269.7780,269.7780
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0007,123.5796,123.5796
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0007,123.5796,123.5796
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0008,303.4888,303.4888
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0008,303.4888,303.4888
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0008,218.2848,218.2848
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0008,218.2848,218.2848
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0009,42.5696,42.5696
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0009,42.5696,42.5696
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0009,143.7460,143.7460
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0009,143.7460,143.7460
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0010,375.7520,375.7520
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0010,375.7520,375.7520
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0010,164.6372,164.6372
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0010,164.6372,164.6372
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0011,452.9640,452.9640
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0011,452.9640,452.9640
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0011,436.4016,436.4016
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0011,436.4016,436.4016
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0012,133.5192,133.5192
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0012,133.5192,133.5192
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0012,159.5336,159.5336
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0012,159.5336,159.5336
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0013,183.2904,183.2904
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0013,183.2904,183.2904
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0013,131.7800,131.7800
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0013,131.7800,131.7800
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0014,222.6736,222.6736
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0014,222.6736,222.6736
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0014,77.5828,77.5828
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0014,77.5828,77.5828
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0015,587.6960,587.6960
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0015,587.6960,587.6960
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0015,249.5456,249.5456
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0015,249.5456,249.5456
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0016,130.0096,130.0096
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0016,130.0096,130.0096
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0016,260.6056,260.6056
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0016,260.6056,260.6056
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0017,220.5592,220.5592
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0017,220.5592,220.5592
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0017,251.4320,251.4320
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0017,251.4320,251.4320
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0018,211.6156,211.6156
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0018,211.6156,211.6156
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0018,394.5168,394.5168
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0018,394.5168,394.5168
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0019,117.5280,117.5280
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0019,117.5280,117.5280
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0019,147.6312,147.6312
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0019,147.6312,147.6312
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0020,166.4424,158.8072
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0020,158.8072,158.8072
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0020,189.0952,189.0952
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0020,189.0952,189.0952
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0021,300.8064,300.8064
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0021,300.8064,300.8064
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0021,150.0120,150.0120
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0021,150.0120,150.0120
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0022,378.4852,378.4852
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0022,378.4852,378.4852
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0022,689.2704,689.2704
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0022,689.2704,689.2704
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0023,705.8672,705.8672
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0023,705.8672,705.8672
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0023,413.5332,413.5332
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0023,413.5332,413.5332
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0024,831.0240,831.0240
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0024,828.6600,828.6600
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0024,226.1748,226.1748
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0024,223.8108,223.8108
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0025,858.4000,858.4000
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0025,858.4000,858.4000
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0025,948.6544,948.6544
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0025,948.6544,948.6544
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0026,259.7152,259.7152
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0026,259.7152,259.7152
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0026,128.8096,128.8096
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0026,128.8096,128.8096
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0027,214.7896,214.7896
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0027,214.7896,214.7896
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0027,282.4432,282.4432
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0027,282.4432,282.4432
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0028,222.0232,222.0232
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0028,222.0232,222.0232
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0028,63.8392,63.8392
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0028,63.8392,63.8392
12,storm,150,a300_c80,atc,0.5,c12_storm_150_a300_c80_0029,1311.2360,1311.2360
12,storm,150,a300_c80,edd,0.5,c12_storm_150_a300_c80_0029,1311.2360,1311.2360
12,storm,150,a300_c80,atc,1.0,c12_storm_150_a300_c80_0029,1189.4828,1189.4828
12,storm,150,a300_c80,edd,1.0,c12_storm_150_a300_c80_0029,1189.4828,1189.4828
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0000,606.5784,606.5784
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0000,606.5784,606.5784
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0000,297.1132,297.1132
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0000,297.1132,297.1132
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0001,892.9076,892.9076
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0001,892.9076,892.9076
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0001,599.3356,599.3356
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0001,599.3356,599.3356
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0002,1357.2372,1357.2372
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0002,1357.2372,1357.2372
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0002,566.1200,566.1200
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0002,566.1200,566.1200
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0003,572.1728,572.1728
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0003,572.1728,572.1728
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0003,502.7560,502.7560
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0003,502.7560,502.7560
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0004,363.4640,363.4640
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0004,363.4640,363.4640
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0004,187.7528,187.7528
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0004,187.7528,187.7528
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0005,215.6088,215.6088
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0005,215.6088,215.6088
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0005,171.3168,171.3168
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0005,171.3168,171.3168
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0006,334.5096,334.5096
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0006,334.5096,334.5096
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0006,549.3544,549.3544
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0006,549.3544,549.3544
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0007,810.6800,810.6800
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0007,810.6800,810.6800
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0007,322.4308,322.4308
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0007,322.4308,322.4308
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0008,176.8536,176.8536
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0008,176.8536,176.8536
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0008,139.8544,139.8544
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0008,139.8544,139.8544
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0009,211.4352,211.4352
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0009,211.4352,211.4352
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0009,137.5840,137.5840
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0009,137.5840,137.5840
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0010,1105.3688,1105.3688
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0010,1105.3688,1105.3688
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0010,675.3020,675.3020
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0010,675.3020,675.3020
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0011,744.9360,744.9360
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0011,744.9360,744.9360
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0011,505.7148,505.7148
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0011,505.7148,505.7148
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0012,587.7468,587.7468
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0012,587.7468,587.7468
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0012,328.9064,328.9064
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0012,328.9064,328.9064
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0013,426.6372,426.6372
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0013,426.6372,426.6372
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0013,465.4332,465.4332
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0013,465.4332,465.4332
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0014,1021.4652,1021.4652
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0014,1021.4652,1021.4652
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0014,808.2156,808.2156
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0014,808.2156,808.2156
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0015,203.1748,203.1748
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0015,203.1748,203.1748
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0015,426.5820,426.5820
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0015,426.5820,426.5820
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0016,292.2548,292.2548
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0016,292.2548,292.2548
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0016,182.5284,182.5284
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0016,182.5284,182.5284
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0017,26.2728,26.2728
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0017,26.2728,26.2728
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0017,67.8344,67.8344
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0017,67.8344,67.8344
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0018,277.4276,277.4276
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0018,277.4276,277.4276
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0018,245.5900,245.5900
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0018,245.5900,245.5900
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0019,286.0944,286.0944
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0019,286.0944,286.0944
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0019,117.1256,117.1256
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0019,117.1256,117.1256
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0020,667.5496,667.5496
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0020,667.5496,667.5496
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0020,564.1496,564.1496
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0020,564.1496,564.1496
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0021,710.7340,710.7340
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0021,710.7340,710.7340
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0021,580.4904,580.4904
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0021,580.4904,580.4904
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0022,1223.9816,1223.9816
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0022,1223.9816,1223.9816
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0022,859.9568,859.9568
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0022,859.9568,859.9568
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0023,827.9652,827.9652
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0023,827.9652,827.9652
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0023,488.1496,488.1496
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0023,488.1496,488.1496
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0024,1029.3280,1029.3280
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0024,1029.3280,1029.3280
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0024,661.3776,661.3776
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0024,661.3776,661.3776
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0025,679.8480,679.8480
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0025,679.8480,679.8480
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0025,697.1264,697.1264
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0025,697.1264,697.1264
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0026,1057.9344,1057.9344
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0026,1057.9344,1057.9344
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0026,787.9476,787.9476
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0026,787.9476,787.9476
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0027,92.0904,92.0904
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0027,92.0904,92.0904
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0027,215.5240,215.5240
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0027,215.5240,215.5240
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0028,197.8664,197.8664
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0028,197.8664,197.8664
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0028,112.4648,112.4648
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0028,112.4648,112.4648
12,storm,150,a200_c100,atc,0.5,c12_storm_150_a200_c100_0029,554.7908,554.7908
12,storm,150,a200_c100,edd,0.5,c12_storm_150_a200_c100_0029,554.7908,554.7908
12,storm,150,a200_c100,atc,1.0,c12_storm_150_a200_c100_0029,328.7676,328.7676
12,storm,150,a200_c100,edd,1.0,c12_storm_150_a200_c100_0029,328.7676,328.7676
